净值日期,单位净值,日增长率
2015-03-24,1.0,0.0
2015-03-27,1.0006,0.0
2015-04-03,1.0215,0.0
2015-04-10,1.0563,0.0
2015-04-16,1.0753,0.0
2015-04-17,1.0786,0.3069
2015-04-24,1.119,0.0
2015-04-30,1.1017,0.0
2015-05-08,1.0782,0.0
2015-05-15,1.1081,0.0
2015-05-22,1.2062,0.0
2015-05-25,1.2466,3.3494
2015-05-26,1.2691,1.8049
2015-05-27,1.2778,0.6855
2015-05-28,1.1985,-6.206
2015-05-29,1.1941,-0.3671
2015-06-01,1.2483,4.539
2015-06-02,1.2806,2.5875
2015-06-03,1.2683,-0.9605
2015-06-04,1.2532,-1.1906
2015-06-05,1.2722,1.5161
2015-06-08,1.2884,1.2734
2015-06-09,1.2815,-0.5355
2015-06-10,1.3019,1.5919
2015-06-11,1.314,0.9294
2015-06-12,1.336,1.6743
2015-06-15,1.3153,-1.5494
2015-06-16,1.2812,-2.5926
2015-06-17,1.2949,1.0693
2015-06-18,1.2472,-3.6837
2015-06-19,1.1629,-6.7591
2015-06-23,1.2021,3.3709
2015-06-24,1.2373,2.9282
2015-06-25,1.2012,-2.9176
2015-06-26,1.11,-7.5924
2015-06-29,1.076,-3.0631
2015-06-30,1.1326,5.2602
2015-07-01,1.0866,-4.0615
2015-07-02,1.0312,-5.0985
2015-07-03,0.9753,-5.4209
2015-07-06,0.9929,1.8046
2015-07-07,0.9423,-5.0962
2015-07-08,0.8873,-5.8368
2015-07-09,0.9515,7.2354
2015-07-10,1.0183,7.0205
2015-07-13,1.0597,4.0656
2015-07-14,1.0437,-1.5099
2015-07-15,0.9981,-4.3691
2015-07-16,1.0184,2.0339
2015-07-17,1.0643,4.5071
2015-07-20,1.0672,0.2725
2015-07-21,1.0762,0.8433
2015-07-22,1.0854,0.8549
2015-07-23,1.1069,1.9808
2015-07-24,1.0859,-1.8972
2015-07-27,1.0011,-7.8092
2015-07-28,1.0094,0.8291
2015-07-29,1.043,3.3287
2015-07-30,1.0165,-2.5407
2015-07-31,1.0161,-0.0394
2015-08-03,1.015,-0.1083
2015-08-04,1.0497,3.4187
2015-08-05,1.0346,-1.4385
2015-08-06,1.0228,-1.1405
2015-08-07,1.0408,1.7599
2015-08-10,1.0816,3.9201
2015-08-11,1.0816,0.0
2015-08-12,1.0756,-0.5547
2015-08-13,1.0868,1.0413
2015-08-14,1.0948,0.7361
2015-08-17,1.1088,1.2788
2015-08-18,1.0404,-6.1688
2015-08-19,1.0569,1.5859
2015-08-20,1.0255,-2.971
2015-08-21,0.9849,-3.959
2015-08-24,0.9086,-7.747
2015-08-25,0.8632,-4.9967
2015-08-26,0.8673,0.475
2015-08-27,0.9049,4.3353
