净值日期,单位净值,日增长率
2023-06-01,0.6598,0.09
2023-06-02,0.6747,2.26
2023-06-05,0.6689,-0.86
2023-06-06,0.6605,-1.26
2023-06-07,0.6482,-1.86
2023-06-08,0.6455,-0.42
2023-06-09,0.6498,0.67
2023-06-12,0.6542,0.68
2023-06-13,0.6537,-0.08
2023-06-14,0.6505,-0.49
2023-06-15,0.6819,4.83
2023-06-16,0.6853,0.5
2023-06-19,0.6803,-0.73
2023-06-20,0.6827,0.35
2023-06-21,0.6755,-1.05
2023-06-26,0.6721,-0.5
2023-06-27,0.67,-0.31
2023-06-28,0.6748,0.72
2023-06-29,0.6754,0.09
2023-06-30,0.6951,2.92
2023-07-03,0.6977,0.37
2023-07-04,0.702,0.62
2023-07-05,0.6997,-0.33
2023-07-06,0.6903,-1.34
2023-07-07,0.6819,-1.22
2023-07-10,0.6871,0.76
2023-07-11,0.6956,1.24
2023-07-12,0.688,-1.09
2023-07-13,0.6909,0.42
2023-07-14,0.687,-0.56
2023-07-17,0.6736,-1.95
2023-07-18,0.6739,0.04
2023-07-19,0.6685,-0.8
2023-07-20,0.6645,-0.6
2023-07-21,0.6589,-0.84
2023-07-24,0.6527,-0.94
2023-07-25,0.6702,2.68
2023-07-26,0.6677,-0.37
2023-07-27,0.6673,-0.06
2023-07-28,0.6739,0.99
2023-07-31,0.6872,1.97
2023-08-01,0.6836,-0.52
2023-08-02,0.6863,0.39
2023-08-03,0.6897,0.5
2023-08-04,0.6974,1.12
2023-08-07,0.6956,-0.26
2023-08-08,0.693,-0.37
2023-08-09,0.692,-0.14
2023-08-10,0.6942,0.32
2023-08-11,0.6797,-2.09
2023-08-14,0.6693,-1.53
2023-08-15,0.6632,-0.91
2023-08-16,0.6606,-0.39
2023-08-17,0.6626,0.3
2023-08-18,0.6537,-1.34
2023-08-21,0.6405,-2.02
2023-08-22,0.636,-0.7
2023-08-23,0.621,-2.36
2023-08-24,0.6228,0.29
2023-08-25,0.617,-0.93
2023-08-28,0.6174,0.06
2023-08-29,0.6351,2.87
2023-08-30,0.6333,-0.28
2023-08-31,0.6288,-0.71
2023-09-01,0.6284,-0.06
2023-09-04,0.6328,0.7
2023-09-05,0.6299,-0.46
2023-09-06,0.6278,-0.33
2023-09-07,0.6132,-2.33
2023-09-08,0.6061,-1.16
2023-09-11,0.6083,0.36
2023-09-12,0.6129,0.76
2023-09-13,0.6056,-1.19
2023-09-14,0.5954,-1.68
2023-09-15,0.5897,-0.96
2023-09-18,0.5991,1.59
2023-09-19,0.5938,-0.88
2023-09-20,0.586,-1.31
2023-09-21,0.5805,-0.94
2023-09-22,0.5899,1.62
2023-09-25,0.5886,-0.22
2023-09-26,0.5793,-1.58
2023-09-27,0.5829,0.62
2023-09-28,0.5812,-0.29
2023-10-09,0.5772,-0.69
2023-10-10,0.5742,-0.52
2023-10-11,0.5712,-0.52
2023-10-12,0.588,2.94
2023-10-13,0.5768,-1.9
2023-10-16,0.5646,-2.12
2023-10-17,0.5674,0.5
2023-10-18,0.5636,-0.67
2023-10-19,0.5529,-1.9
2023-10-20,0.5553,0.43
2023-10-23,0.5421,-2.38
2023-10-24,0.5443,0.41
2023-10-25,0.5438,-0.09
2023-10-26,0.5478,0.74
2023-10-27,0.5676,3.61
2023-10-30,0.5759,1.46
2023-10-31,0.5677,-1.42
2023-11-01,0.5632,-0.79
2023-11-02,0.555,-1.46
2023-11-03,0.5632,1.48
2023-11-06,0.5828,3.48
2023-11-07,0.5794,-0.58
2023-11-08,0.5785,-0.16
2023-11-09,0.5796,0.19
2023-11-10,0.5749,-0.81
2023-11-13,0.5728,-0.37
2023-11-14,0.5697,-0.54
2023-11-15,0.5771,1.3
2023-11-16,0.5661,-1.91
2023-11-17,0.5692,0.55
2023-11-20,0.5694,0.04
2023-11-21,0.5647,-0.83
2023-11-22,0.5531,-2.05
2023-11-23,0.5577,0.83
2023-11-24,0.5482,-1.7
2023-11-27,0.5416,-1.2
2023-11-28,0.5454,0.7
2023-11-29,0.5392,-1.14
2023-11-30,0.5373,-0.35
2023-12-01,0.5328,-0.84
2023-12-04,0.5275,-0.99
2023-12-05,0.5213,-1.18
2023-12-06,0.5312,1.9
2023-12-07,0.5289,-0.43
2023-12-08,0.5264,-0.47
2023-12-11,0.5295,0.59
2023-12-12,0.5262,-0.62
2023-12-13,0.5164,-1.86
2023-12-14,0.5121,-0.83
2023-12-15,0.5119,-0.04
2023-12-18,0.5014,-2.05
2023-12-19,0.5026,0.24
2023-12-20,0.4943,-1.65
2023-12-21,0.5031,1.78
2023-12-22,0.509,1.17
2023-12-25,0.5135,0.88
2023-12-26,0.5104,-0.6
2023-12-27,0.5069,-0.69
2023-12-28,0.5293,4.42
2023-12-29,0.5318,0.47
2023-12-31,0.5316,-0.04
2024-01-02,0.519,-2.37
2024-01-03,0.5152,-0.73
2024-01-04,0.5066,-1.67
2024-01-05,0.5022,-0.87
2024-01-08,0.4939,-1.65
2024-01-09,0.4974,0.71
2024-01-10,0.4968,-0.12
2024-01-11,0.5128,3.22
2024-01-12,0.51,-0.55
2024-01-15,0.5011,-1.75
2024-01-16,0.5051,0.8
2024-01-17,0.4862,-3.74
2024-01-18,0.4943,1.67
2024-01-19,0.4897,-0.93
2024-01-22,0.4722,-3.57
2024-01-23,0.4755,0.7
2024-01-24,0.4745,-0.21
2024-01-25,0.4782,0.78
2024-01-26,0.4672,-2.3
2024-01-29,0.4505,-3.57
2024-01-30,0.4391,-2.53
2024-01-31,0.4336,-1.25
2024-02-01,0.4345,0.21
2024-02-02,0.4232,-2.6
2024-02-05,0.4167,-1.54
2024-02-06,0.4399,5.57
2024-02-07,0.4534,3.07
2024-02-08,0.4628,2.07
2024-02-19,0.456,-1.47
2024-02-20,0.4516,-0.96
2024-02-21,0.461,2.08
2024-02-22,0.4644,0.74
2024-02-23,0.4773,2.78
2024-02-26,0.4816,0.9
2024-02-27,0.5006,3.95
2024-02-28,0.4808,-3.96
2024-02-29,0.4992,3.83
2024-03-01,0.5022,0.6
2024-03-04,0.4999,-0.46
2024-03-05,0.4989,-0.2
2024-03-06,0.5002,0.26
2024-03-07,0.4896,-2.12
2024-03-08,0.4897,0.02
2024-03-11,0.5017,2.45
2024-03-12,0.5127,2.19
2024-03-13,0.5188,1.19
2024-03-14,0.5126,-1.2
2024-03-15,0.5227,1.97
2024-03-18,0.5354,2.43
2024-03-19,0.5311,-0.8
2024-03-20,0.5282,-0.55
2024-03-21,0.5254,-0.53
2024-03-22,0.5139,-2.19
2024-03-25,0.5071,-1.32
2024-03-26,0.5124,1.05
2024-03-27,0.4948,-3.43
2024-03-28,0.5052,2.1
2024-03-29,0.5057,0.1
2024-04-01,0.5157,1.98
2024-04-02,0.5072,-1.65
2024-04-03,0.4956,-2.29
2024-04-08,0.499,0.69
2024-04-09,0.501,0.4
2024-04-10,0.4971,-0.78
2024-04-11,0.4967,-0.08
2024-04-12,0.4917,-1.01
2024-04-15,0.4884,-0.67
2024-04-16,0.47,-3.77
2024-04-17,0.4854,3.28
2024-04-18,0.4885,0.64
2024-04-19,0.4801,-1.72
2024-04-22,0.4744,-1.19
2024-04-23,0.4744,0.0
2024-04-24,0.4785,0.86
2024-04-25,0.4736,-1.02
2024-04-26,0.4914,3.76
2024-04-29,0.4984,1.42
2024-04-30,0.4974,-0.2
2024-05-06,0.5116,2.85
2024-05-07,0.5041,-1.47
2024-05-08,0.4931,-2.18
2024-05-09,0.4946,0.3
2024-05-10,0.4898,-0.97
2024-05-13,0.4843,-1.12
2024-05-14,0.4856,0.27
2024-05-15,0.4798,-1.19
2024-05-16,0.4788,-0.21
2024-05-17,0.4824,0.75
2024-05-20,0.4886,1.29
2024-05-21,0.4769,-2.39
2024-05-22,0.4791,0.46
2024-05-23,0.469,-2.11
2024-05-24,0.4593,-2.07
2024-05-27,0.4613,0.44
2024-05-28,0.4577,-0.78
2024-05-29,0.4595,0.39
2024-05-30,0.4623,0.61
2024-05-31,0.4718,2.05
2024-06-03,0.4791,1.55
2024-06-04,0.4816,0.52
2024-06-05,0.484,0.5
2024-06-06,0.4678,-3.35
2024-06-07,0.4598,-1.71
2024-06-11,0.4627,0.63
2024-06-12,0.4666,0.84
2024-06-13,0.4691,0.54
2024-06-14,0.4738,1.0
2024-06-17,0.4833,2.01
2024-06-18,0.5019,3.85
2024-06-19,0.4989,-0.6
2024-06-20,0.4883,-2.12
2024-06-21,0.4896,0.27
2024-06-24,0.4726,-3.47
2024-06-25,0.4606,-2.54
2024-06-26,0.4686,1.74
2024-06-27,0.4598,-1.88
2024-06-28,0.4572,-0.57
2024-06-30,0.4572,0.0
2024-07-01,0.4559,-0.28
2024-07-02,0.4461,-2.15
2024-07-03,0.4405,-1.26
2024-07-04,0.428,-2.84
2024-07-05,0.425,-0.7
2024-07-08,0.4132,-2.78
2024-07-09,0.4308,4.26
2024-07-10,0.4496,4.36
2024-07-11,0.4568,1.6
2024-07-12,0.4579,0.24
2024-07-15,0.4549,-0.66
2024-07-16,0.4597,1.06
2024-07-17,0.4457,-3.05
2024-07-18,0.4418,-0.88
2024-07-19,0.441,-0.18
2024-07-22,0.4414,0.09
2024-07-23,0.4304,-2.49
2024-07-24,0.4153,-3.51
2024-07-25,0.4143,-0.24
2024-07-26,0.4192,1.18
2024-07-29,0.4217,0.6
2024-07-30,0.422,0.07
2024-07-31,0.4349,3.06
2024-08-01,0.4362,0.3
2024-08-02,0.4238,-2.84
2024-08-05,0.4055,-4.32
2024-08-06,0.4092,0.91
2024-08-07,0.4092,0.0
2024-08-08,0.4029,-1.54
2024-08-09,0.4015,-0.35
2024-08-12,0.3963,-1.3
2024-08-13,0.4002,0.98
2024-08-14,0.3978,-0.6
2024-08-15,0.4023,1.13
2024-08-16,0.3982,-1.02
2024-08-19,0.3954,-0.7
2024-08-20,0.3898,-1.42
2024-08-21,0.3913,0.38
2024-08-22,0.3834,-2.02
2024-08-23,0.3834,0.0
2024-08-26,0.3828,-0.16
2024-08-27,0.3742,-2.25
2024-08-28,0.3718,-0.64
2024-08-29,0.3773,1.48
2024-08-30,0.387,2.57
2024-09-02,0.3782,-2.27
2024-09-03,0.3877,2.51
2024-09-04,0.3872,-0.13
2024-09-05,0.3867,-0.13
2024-09-06,0.3805,-1.6
2024-09-09,0.3769,-0.95
2024-09-10,0.3773,0.11
2024-09-11,0.3851,2.07
2024-09-12,0.3859,0.21
2024-09-13,0.3795,-1.66
2024-09-18,0.3879,2.21
2024-09-19,0.3867,-0.31
2024-09-20,0.3838,-0.75
2024-09-23,0.38,-0.99
2024-09-24,0.3872,1.89
2024-09-25,0.3898,0.67
2024-09-26,0.3922,0.62
2024-09-27,0.4082,4.08
2024-09-30,0.4482,9.8
2024-10-08,0.4829,7.74
2024-10-09,0.4357,-9.77
2024-10-10,0.4346,-0.25
2024-10-11,0.4183,-3.75
2024-10-14,0.4284,2.41
2024-10-15,0.4143,-3.29
2024-10-16,0.4082,-1.47
2024-10-17,0.4052,-0.73
2024-10-18,0.4213,3.97
2024-10-21,0.4241,0.66
2024-10-22,0.4306,1.53
2024-10-23,0.4352,1.07
2024-10-24,0.4203,-3.42
2024-10-25,0.4425,5.28
2024-10-28,0.4417,-0.18
2024-10-29,0.43,-2.65
2024-10-30,0.4333,0.77
2024-10-31,0.4427,2.17
2024-11-01,0.4293,-3.03
2024-11-04,0.4386,2.17
2024-11-05,0.4503,2.67
2024-11-06,0.4488,-0.33
2024-11-07,0.4439,-1.09
2024-11-08,0.4463,0.54
2024-11-11,0.4581,2.64
2024-11-12,0.4517,-1.4
2024-11-13,0.4548,0.69
2024-11-14,0.4445,-2.26
2024-11-15,0.4272,-3.89
2024-11-18,0.4165,-2.5
2024-11-19,0.4309,3.46
2024-11-20,0.4288,-0.49
2024-11-21,0.426,-0.65
2024-11-22,0.4088,-4.04
2024-11-25,0.4124,0.88
2024-11-26,0.4088,-0.87
2024-11-27,0.4179,2.23
2024-11-28,0.4173,-0.14
2024-11-29,0.4253,1.92
2024-12-02,0.4308,1.29
2024-12-03,0.431,0.05
2024-12-04,0.4195,-2.67
2024-12-05,0.4204,0.21
2024-12-06,0.4213,0.21
2024-12-09,0.4175,-0.9
2024-12-10,0.4151,-0.57
2024-12-11,0.4147,-0.1
2024-12-12,0.4166,0.46
2024-12-13,0.4068,-2.35
2024-12-16,0.4035,-0.81
2024-12-17,0.3972,-1.56
2024-12-18,0.3967,-0.13
2024-12-19,0.3951,-0.4
2024-12-20,0.3953,0.05
2024-12-23,0.3914,-0.99
2024-12-24,0.4002,2.25
2024-12-25,0.3975,-0.67
2024-12-26,0.3953,-0.55
2024-12-27,0.3921,-0.81
2024-12-30,0.3904,-0.43
2024-12-31,0.3836,-1.74
2025-01-02,0.375,-2.24
2025-01-03,0.3665,-2.27
2025-01-06,0.3728,1.72
2025-01-07,0.3772,1.18
2025-01-08,0.381,1.01
2025-01-09,0.3816,0.16
2025-01-10,0.3704,-2.94
2025-01-13,0.3712,0.22
2025-01-14,0.3844,3.56
2025-01-15,0.3853,0.23
2025-01-16,0.3886,0.86
2025-01-17,0.3864,-0.57
2025-01-20,0.39,0.93
2025-01-21,0.3863,-0.95
2025-01-22,0.3778,-2.2
2025-01-23,0.3775,-0.08
2025-01-24,0.3841,1.75
2025-01-27,0.3755,-2.24
2025-02-05,0.3755,0.0
2025-02-06,0.3843,2.34
2025-02-07,0.3987,3.75
2025-02-10,0.3947,-1.0
2025-02-11,0.3871,-1.93
2025-02-12,0.3953,2.12
2025-02-13,0.384,-2.86
2025-02-14,0.3887,1.22
2025-02-17,0.3889,0.05
2025-02-18,0.3808,-2.08
2025-02-19,0.3958,3.94
2025-02-20,0.3965,0.18
2025-02-21,0.4009,1.11
2025-02-24,0.3914,-2.37
2025-02-25,0.3974,1.53
2025-02-26,0.3996,0.55
2025-02-27,0.3965,-0.78
2025-02-28,0.3751,-5.4
2025-03-03,0.3692,-1.57
2025-03-04,0.3803,3.01
2025-03-05,0.3948,3.81
2025-03-06,0.4042,2.38
2025-03-07,0.4077,0.87
2025-03-10,0.4012,-1.59
2025-03-11,0.3969,-1.07
2025-03-12,0.3969,0.0
2025-03-13,0.3725,-6.15
2025-03-14,0.3865,3.76
2025-03-17,0.398,2.98
2025-03-18,0.4033,1.33
2025-03-19,0.404,0.17
2025-03-20,0.4077,0.92
2025-03-21,0.3849,-5.59
2025-03-24,0.3798,-1.33
2025-03-25,0.365,-3.9
2025-03-26,0.3741,2.49
2025-03-27,0.3656,-2.27
2025-03-28,0.3645,-0.3
2025-03-31,0.3582,-1.73
2025-04-01,0.3513,-1.93
2025-04-02,0.3622,3.1
2025-04-03,0.3498,-3.42
2025-04-07,0.3054,-12.69
2025-04-08,0.2902,-4.98
2025-04-09,0.3002,3.45
2025-04-10,0.312,3.93
2025-04-11,0.3233,3.62
2025-04-14,0.331,2.38
2025-04-15,0.3331,0.63
2025-04-16,0.3241,-2.7
2025-04-17,0.3213,-0.86
2025-04-18,0.3197,-0.5
2025-04-21,0.3354,4.91
2025-04-22,0.3292,-1.85
2025-04-23,0.3549,7.81
2025-04-24,0.3586,1.04
2025-04-25,0.3626,1.12
2025-04-28,0.3559,-1.85
2025-04-29,0.3685,3.54
2025-04-30,0.3855,4.61
2025-05-06,0.3959,2.7
2025-05-07,0.3949,-0.25
2025-05-08,0.3948,-0.03
2025-05-09,0.3834,-2.89
2025-05-12,0.3953,3.1
2025-05-13,0.3906,-1.19
2025-05-14,0.3818,-2.25
2025-05-15,0.3785,-0.86
2025-05-16,0.3937,4.02
2025-05-19,0.3807,-3.3
2025-05-20,0.3768,-1.02
2025-05-21,0.3715,-1.41
2025-05-22,0.3677,-1.02
2025-05-23,0.3728,1.39
2025-05-26,0.3672,-1.5
2025-05-27,0.3652,-0.54
2025-05-28,0.3669,0.47
2025-05-29,0.3648,-0.57
2025-05-30,0.3517,-3.59
2025-06-03,0.3546,0.82
2025-06-04,0.3558,0.34
2025-06-05,0.3671,3.18
2025-06-06,0.3622,-1.33
2025-06-09,0.3595,-0.75
2025-06-10,0.3531,-1.78
2025-06-11,0.3561,0.85
2025-06-12,0.3599,1.07
2025-06-13,0.3512,-2.42
2025-06-16,0.3509,-0.09
2025-06-17,0.3457,-1.48
2025-06-18,0.3496,1.13
2025-06-19,0.3466,-0.86
2025-06-20,0.3307,-4.59
2025-06-23,0.3325,0.54
2025-06-24,0.3477,4.57
2025-06-25,0.3562,2.44
2025-06-26,0.3533,-0.81
2025-06-27,0.3498,-0.99
2025-06-30,0.3582,2.4
2025-07-01,0.3558,-0.67
2025-07-02,0.3481,-2.16
2025-07-03,0.3482,0.03
2025-07-04,0.3418,-1.84
2025-07-07,0.3363,-1.61
2025-07-08,0.3405,1.25
2025-07-09,0.3392,-0.38
2025-07-10,0.3334,-1.71
2025-07-11,0.3385,1.53
2025-07-14,0.3487,3.01
2025-07-15,0.3533,1.32
2025-07-16,0.3768,6.65
2025-07-17,0.3856,2.34
2025-07-18,0.3813,-1.12
2025-07-21,0.384,0.71
2025-07-22,0.3794,-1.2
2025-07-23,0.3826,0.84
2025-07-24,0.3813,-0.34
2025-07-25,0.3819,0.16
2025-07-28,0.3821,0.05
2025-07-29,0.3804,-0.44
2025-07-30,0.3722,-2.16
2025-07-31,0.3732,0.27
2025-08-01,0.3689,-1.15
2025-08-04,0.389,5.45
2025-08-05,0.3953,1.62
2025-08-06,0.4077,3.14
2025-08-07,0.405,-0.66
2025-08-08,0.4063,0.32
2025-08-11,0.4087,0.59
2025-08-12,0.4066,-0.51
2025-08-13,0.4109,1.06
2025-08-14,0.3998,-2.7
2025-08-15,0.4107,2.73
2025-08-18,0.415,1.05
2025-08-19,0.4302,3.66
2025-08-20,0.4306,0.09
2025-08-21,0.4225,-1.88
2025-08-22,0.437,3.43
2025-08-25,0.4482,2.56
2025-08-26,0.4359,-2.74
2025-08-27,0.4331,-0.64
2025-08-28,0.4259,-1.66
2025-08-29,0.437,2.61
2025-09-01,0.44,0.69
2025-09-02,0.4515,2.61
2025-09-03,0.4404,-2.46
2025-09-04,0.4145,-5.88
2025-09-05,0.4341,4.73
2025-09-08,0.4597,5.9
2025-09-09,0.462,0.5
2025-09-10,0.4605,-0.32
2025-09-11,0.4741,2.95
2025-09-12,0.4681,-1.27
2025-09-15,0.4753,1.54
2025-09-16,0.5055,6.35
2025-09-17,0.5163,2.14
2025-09-18,0.5204,0.79
2025-09-19,0.4955,-4.78
2025-09-22,0.5114,3.21
2025-09-23,0.5126,0.23
2025-09-24,0.5199,1.42
2025-09-25,0.519,-0.17
2025-09-26,0.506,-2.5
2025-09-29,0.5248,3.72
2025-09-30,0.5215,-0.63
2025-10-09,0.5092,-2.36
2025-10-10,0.4977,-2.26
2025-10-13,0.4789,-3.78
2025-10-14,0.4555,-4.89
2025-10-15,0.4761,4.52
2025-10-16,0.4655,-2.23
2025-10-17,0.4488,-3.59
2025-10-20,0.4619,2.92
2025-10-21,0.4685,1.43
2025-10-22,0.4648,-0.79
2025-10-23,0.4563,-1.83
2025-10-24,0.4751,4.12
2025-10-27,0.4766,0.32
2025-10-28,0.4806,0.84
2025-10-29,0.4845,0.81
2025-10-30,0.4684,-3.32
2025-10-31,0.481,2.69
2025-11-03,0.4775,-0.73
2025-11-04,0.4566,-4.38
2025-11-05,0.4605,0.85
2025-11-06,0.4764,3.45
2025-11-07,0.4595,-3.55
2025-11-10,0.4435,-3.48
2025-11-11,0.4451,0.36
2025-11-12,0.4368,-1.86
2025-11-13,0.4365,-0.07
2025-11-14,0.4313,-1.19
2025-11-17,0.4369,1.3
2025-11-18,0.4343,-0.6
2025-11-19,0.4311,-0.74
2025-11-20,0.4242,-1.6
2025-11-21,0.4316,1.74
2025-11-24,0.4336,0.46
2025-11-25,0.4347,0.25
2025-11-26,0.4496,3.43
2025-11-27,0.4506,0.22
2025-11-28,0.4592,1.91
2025-12-01,0.4661,1.5
2025-12-02,0.4566,-2.04
2025-12-03,0.4534,-0.7
2025-12-04,0.4631,2.14
2025-12-05,0.477,3.0
2025-12-08,0.4864,1.97
