净值日期,单位净值,日增长率
2023-11-16,0.7105,-1.74
2023-11-17,0.7118,0.18
2023-11-20,0.715,0.45
2023-11-21,0.7074,-1.06
2023-11-22,0.6973,-1.43
2023-11-23,0.7006,0.47
2023-11-24,0.6907,-1.41
2023-11-27,0.6933,0.38
2023-11-28,0.6945,0.17
2023-11-29,0.6978,0.48
2023-11-30,0.6953,-0.36
2023-12-01,0.6921,-0.46
2023-12-04,0.6869,-0.75
2023-12-05,0.6759,-1.6
2023-12-06,0.6778,0.28
2023-12-07,0.672,-0.86
2023-12-08,0.6749,0.43
2023-12-11,0.681,0.9
2023-12-12,0.6825,0.22
2023-12-13,0.6761,-0.94
2023-12-14,0.6718,-0.64
2023-12-15,0.6704,-0.21
2023-12-18,0.6659,-0.67
2023-12-19,0.6701,0.63
2023-12-20,0.6622,-1.18
2023-12-21,0.6656,0.51
2023-12-22,0.6627,-0.44
2023-12-25,0.6664,0.56
2023-12-26,0.6612,-0.78
2023-12-27,0.6614,0.03
2023-12-28,0.6833,3.31
2023-12-29,0.6875,0.61
2023-12-31,0.6874,-0.01
2024-01-02,0.6765,-1.59
2024-01-03,0.6707,-0.86
2024-01-04,0.669,-0.25
2024-01-05,0.6565,-1.87
2024-01-08,0.6498,-1.02
2024-01-09,0.6521,0.35
2024-01-10,0.6538,0.26
2024-01-11,0.6618,1.22
2024-01-12,0.6607,-0.17
2024-01-15,0.6596,-0.17
2024-01-16,0.6607,0.17
2024-01-17,0.6451,-2.36
2024-01-18,0.651,0.91
2024-01-19,0.6313,-3.03
2024-01-22,0.6119,-3.07
2024-01-23,0.6213,1.54
2024-01-24,0.6164,-0.79
2024-01-25,0.6209,0.73
2024-01-26,0.6133,-1.22
2024-01-29,0.5888,-3.99
2024-01-30,0.58,-1.49
2024-01-31,0.5733,-1.16
2024-02-01,0.5768,0.61
2024-02-02,0.5657,-1.92
2024-02-05,0.5622,-0.62
2024-02-06,0.584,3.88
2024-02-07,0.592,1.37
2024-02-08,0.5947,0.46
2024-02-19,0.6108,2.71
2024-02-20,0.6119,0.18
2024-02-21,0.6136,0.28
2024-02-22,0.6185,0.8
2024-02-23,0.6241,0.91
2024-02-26,0.6188,-0.85
2024-02-27,0.6318,2.1
2024-02-28,0.6195,-1.95
2024-02-29,0.6335,2.26
2024-03-01,0.6369,0.54
2024-03-04,0.6492,1.93
2024-03-05,0.6404,-1.36
2024-03-06,0.6544,2.19
2024-03-07,0.643,-1.74
2024-03-08,0.6695,4.12
2024-03-11,0.6861,2.48
2024-03-12,0.6781,-1.17
2024-03-13,0.6737,-0.65
2024-03-14,0.6647,-1.34
2024-03-15,0.6586,-0.92
2024-03-18,0.673,2.19
2024-03-19,0.6624,-1.58
2024-03-20,0.6644,0.3
2024-03-21,0.6557,-1.31
2024-03-22,0.6456,-1.54
2024-03-25,0.6447,-0.14
2024-03-26,0.6451,0.06
2024-03-27,0.6264,-2.9
2024-03-28,0.6318,0.86
2024-03-29,0.6351,0.52
2024-04-01,0.6468,1.84
2024-04-02,0.6468,0.0
2024-04-03,0.6404,-0.99
2024-04-08,0.6336,-1.06
2024-04-09,0.6325,-0.17
2024-04-10,0.6256,-1.09
2024-04-11,0.6303,0.75
2024-04-12,0.6274,-0.46
2024-04-15,0.6324,0.8
2024-04-16,0.6226,-1.55
2024-04-17,0.6313,1.4
2024-04-18,0.6299,-0.22
2024-04-19,0.6175,-1.97
2024-04-22,0.6128,-0.76
2024-04-23,0.6035,-1.52
2024-04-24,0.6043,0.13
2024-04-25,0.609,0.78
2024-04-26,0.6227,2.25
2024-04-29,0.6425,3.18
2024-04-30,0.6379,-0.72
2024-05-06,0.6462,1.3
2024-05-07,0.6401,-0.94
2024-05-08,0.6345,-0.87
2024-05-09,0.6456,1.75
2024-05-10,0.646,0.06
2024-05-13,0.6565,1.63
2024-05-14,0.6541,-0.37
2024-05-15,0.648,-0.93
2024-05-16,0.6443,-0.57
2024-05-17,0.639,-0.82
2024-05-20,0.6505,1.8
2024-05-21,0.6446,-0.91
2024-05-22,0.6544,1.52
2024-05-23,0.6454,-1.38
2024-05-24,0.6408,-0.71
2024-05-27,0.6487,1.23
2024-05-28,0.6522,0.54
2024-05-29,0.6547,0.38
2024-05-30,0.6466,-1.24
2024-05-31,0.6387,-1.22
2024-06-03,0.6419,0.5
2024-06-04,0.6519,1.56
2024-06-05,0.6436,-1.27
2024-06-06,0.6401,-0.54
2024-06-07,0.6303,-1.53
2024-06-11,0.6387,1.33
2024-06-12,0.6357,-0.47
2024-06-13,0.6471,1.79
2024-06-14,0.6477,0.09
2024-06-17,0.655,1.13
2024-06-18,0.6651,1.54
2024-06-19,0.6542,-1.64
2024-06-20,0.6513,-0.44
2024-06-21,0.6486,-0.41
2024-06-24,0.6388,-1.51
2024-06-25,0.624,-2.32
2024-06-26,0.6252,0.19
2024-06-27,0.6169,-1.33
2024-06-28,0.6223,0.88
2024-06-30,0.6222,-0.02
2024-07-01,0.6223,0.02
2024-07-02,0.6095,-2.06
2024-07-03,0.6036,-0.97
2024-07-04,0.5995,-0.68
2024-07-05,0.6043,0.8
2024-07-08,0.6039,-0.07
2024-07-09,0.6115,1.26
2024-07-10,0.6055,-0.98
2024-07-11,0.6158,1.7
2024-07-12,0.6176,0.29
2024-07-15,0.6208,0.52
2024-07-16,0.6316,1.74
2024-07-17,0.6244,-1.14
2024-07-18,0.6358,1.83
2024-07-19,0.6499,2.22
2024-07-22,0.6527,0.43
2024-07-23,0.6405,-1.87
2024-07-24,0.6399,-0.09
2024-07-25,0.6509,1.72
2024-07-26,0.6369,-2.15
2024-07-29,0.6292,-1.21
2024-07-30,0.6241,-0.81
2024-07-31,0.6289,0.77
2024-08-01,0.6288,-0.02
2024-08-02,0.614,-2.35
2024-08-05,0.6029,-1.81
2024-08-06,0.6279,4.15
2024-08-07,0.6281,0.03
2024-08-08,0.6177,-1.66
2024-08-09,0.6139,-0.62
2024-08-12,0.6066,-1.19
2024-08-13,0.61,0.56
2024-08-14,0.5988,-1.84
2024-08-15,0.599,0.03
2024-08-16,0.5968,-0.37
2024-08-19,0.5924,-0.74
2024-08-20,0.5874,-0.84
2024-08-21,0.585,-0.41
2024-08-22,0.5805,-0.77
2024-08-23,0.5748,-0.98
2024-08-26,0.5709,-0.68
2024-08-27,0.5653,-0.98
2024-08-28,0.5663,0.18
2024-08-29,0.5753,1.59
2024-08-30,0.5801,0.83
2024-09-02,0.5675,-2.17
2024-09-03,0.5756,1.43
2024-09-04,0.5731,-0.43
2024-09-05,0.5769,0.66
2024-09-06,0.5648,-2.1
2024-09-09,0.5639,-0.16
2024-09-10,0.5705,1.17
2024-09-11,0.5873,2.94
2024-09-12,0.5854,-0.32
2024-09-13,0.5751,-1.76
2024-09-18,0.578,0.5
2024-09-19,0.5744,-0.62
2024-09-20,0.5732,-0.21
2024-09-23,0.5565,-2.91
2024-09-24,0.565,1.53
2024-09-25,0.5669,0.34
2024-09-26,0.5763,1.66
2024-09-27,0.6218,7.9
2024-09-30,0.7017,12.85
2024-10-08,0.7867,12.11
2024-10-09,0.6968,-11.43
2024-10-10,0.6927,-0.59
2024-10-11,0.6717,-3.03
2024-10-14,0.6818,1.5
2024-10-15,0.6612,-3.02
2024-10-16,0.6426,-2.81
2024-10-17,0.6434,0.12
2024-10-18,0.6887,7.04
2024-10-21,0.7039,2.21
2024-10-22,0.7052,0.18
2024-10-23,0.7194,2.01
2024-10-24,0.7026,-2.34
2024-10-25,0.735,4.61
2024-10-28,0.7255,-1.29
2024-10-29,0.7092,-2.25
2024-10-30,0.7197,1.48
2024-10-31,0.7469,3.78
2024-11-01,0.7242,-3.04
2024-11-04,0.7319,1.06
2024-11-05,0.7444,1.71
2024-11-06,0.7422,-0.3
2024-11-07,0.7268,-2.07
2024-11-08,0.7329,0.84
2024-11-11,0.7637,4.2
2024-11-12,0.7583,-0.71
2024-11-13,0.7641,0.76
2024-11-14,0.7385,-3.35
2024-11-15,0.7129,-3.47
2024-11-18,0.6939,-2.67
2024-11-19,0.724,4.34
2024-11-20,0.7224,-0.22
2024-11-21,0.724,0.22
2024-11-22,0.6863,-5.21
2024-11-25,0.6841,-0.32
2024-11-26,0.6768,-1.07
2024-11-27,0.6945,2.62
2024-11-28,0.6928,-0.24
2024-11-29,0.7048,1.73
2024-12-02,0.7116,0.96
2024-12-03,0.7134,0.25
2024-12-04,0.6925,-2.93
2024-12-05,0.6956,0.45
2024-12-06,0.6901,-0.79
2024-12-09,0.6838,-0.91
2024-12-10,0.6796,-0.61
2024-12-11,0.6735,-0.9
2024-12-12,0.6795,0.89
2024-12-13,0.6645,-2.21
2024-12-16,0.6598,-0.71
2024-12-17,0.6512,-1.3
2024-12-18,0.6505,-0.11
2024-12-19,0.6526,0.32
2024-12-20,0.66,1.13
2024-12-23,0.6504,-1.45
2024-12-24,0.6593,1.37
2024-12-25,0.6524,-1.05
2024-12-26,0.6602,1.2
2024-12-27,0.6557,-0.68
2024-12-30,0.6629,1.1
2024-12-31,0.6469,-2.41
2025-01-02,0.6282,-2.89
2025-01-03,0.6151,-2.09
2025-01-06,0.6269,1.92
2025-01-07,0.6442,2.76
2025-01-08,0.6497,0.85
2025-01-09,0.6569,1.11
2025-01-10,0.6437,-2.01
2025-01-13,0.6394,-0.67
2025-01-14,0.6616,3.47
2025-01-15,0.6579,-0.56
2025-01-16,0.6584,0.08
2025-01-17,0.6622,0.58
2025-01-20,0.6783,2.43
2025-01-21,0.6891,1.59
2025-01-22,0.6734,-2.28
2025-01-23,0.658,-2.29
2025-01-24,0.6687,1.63
2025-01-27,0.6486,-3.01
2025-02-05,0.6367,-1.83
2025-02-06,0.6507,2.2
2025-02-07,0.6658,2.32
2025-02-10,0.6657,-0.02
2025-02-11,0.6602,-0.83
2025-02-12,0.6689,1.32
2025-02-13,0.6503,-2.78
2025-02-14,0.6517,0.22
2025-02-17,0.6616,1.52
2025-02-18,0.6471,-2.19
2025-02-19,0.6698,3.51
2025-02-20,0.6693,-0.07
2025-02-21,0.6959,3.97
2025-02-24,0.703,1.02
2025-02-25,0.6945,-1.21
2025-02-26,0.7075,1.87
2025-02-27,0.6978,-1.37
2025-02-28,0.6649,-4.71
2025-03-03,0.6627,-0.33
2025-03-04,0.6648,0.32
2025-03-05,0.6673,0.38
2025-03-06,0.6878,3.07
2025-03-07,0.6827,-0.74
2025-03-10,0.6937,1.61
2025-03-11,0.6959,0.32
2025-03-12,0.7045,1.24
2025-03-13,0.6917,-1.82
2025-03-14,0.7025,1.56
2025-03-17,0.6995,-0.43
2025-03-18,0.6995,0.0
2025-03-19,0.6875,-1.72
2025-03-20,0.6766,-1.59
2025-03-21,0.6598,-2.48
2025-03-24,0.6644,0.7
2025-03-25,0.654,-1.57
2025-03-26,0.6536,-0.06
2025-03-27,0.6469,-1.03
2025-03-28,0.6393,-1.17
2025-03-31,0.6339,-0.84
2025-04-01,0.6377,0.6
2025-04-02,0.6439,0.97
2025-04-03,0.624,-3.09
2025-04-07,0.5659,-9.31
2025-04-08,0.5526,-2.35
2025-04-09,0.5568,0.76
2025-04-10,0.5723,2.78
2025-04-11,0.5909,3.25
2025-04-14,0.5874,-0.59
2025-04-15,0.5854,-0.34
2025-04-16,0.579,-1.09
2025-04-17,0.5841,0.88
2025-04-18,0.5789,-0.89
2025-04-21,0.5856,1.16
2025-04-22,0.5835,-0.36
2025-04-23,0.5857,0.38
2025-04-24,0.5862,0.09
2025-04-25,0.583,-0.55
2025-04-28,0.5778,-0.89
2025-04-29,0.5775,-0.05
2025-04-30,0.5799,0.42
2025-05-06,0.5926,2.19
2025-05-07,0.5973,0.79
2025-05-08,0.5996,0.39
2025-05-09,0.5842,-2.57
2025-05-12,0.5949,1.83
2025-05-13,0.5942,-0.12
2025-05-14,0.5906,-0.61
2025-05-15,0.5794,-1.9
2025-05-16,0.5801,0.12
2025-05-19,0.5762,-0.67
2025-05-20,0.5807,0.78
2025-05-21,0.5785,-0.38
2025-05-22,0.5747,-0.66
2025-05-23,0.568,-1.17
2025-05-26,0.569,0.18
2025-05-27,0.5604,-1.51
2025-05-28,0.5536,-1.21
2025-05-29,0.5588,0.94
2025-05-30,0.5423,-2.95
2025-06-03,0.5429,0.11
2025-06-04,0.5522,1.71
2025-06-05,0.5598,1.38
2025-06-06,0.5573,-0.45
2025-06-09,0.568,1.92
2025-06-10,0.5615,-1.14
2025-06-11,0.5646,0.55
2025-06-12,0.5707,1.08
2025-06-13,0.5686,-0.37
2025-06-16,0.5793,1.88
2025-06-17,0.5682,-1.92
2025-06-18,0.5719,0.65
2025-06-19,0.5534,-3.23
2025-06-20,0.5464,-1.26
2025-06-23,0.5495,0.57
2025-06-24,0.5661,3.02
2025-06-25,0.5724,1.11
2025-06-26,0.5661,-1.1
2025-06-27,0.5722,1.08
2025-06-30,0.5805,1.45
2025-07-01,0.5811,0.1
2025-07-02,0.5724,-1.5
2025-07-03,0.5671,-0.93
2025-07-04,0.568,0.16
2025-07-07,0.5689,0.16
2025-07-08,0.5769,1.41
2025-07-09,0.5751,-0.31
2025-07-10,0.5759,0.14
2025-07-11,0.5739,-0.35
2025-07-14,0.5715,-0.42
2025-07-15,0.5713,-0.03
2025-07-16,0.5792,1.38
2025-07-17,0.5825,0.57
2025-07-18,0.5801,-0.41
2025-07-21,0.5794,-0.12
2025-07-22,0.5743,-0.88
2025-07-23,0.5745,0.03
2025-07-24,0.5781,0.63
2025-07-25,0.5774,-0.12
2025-07-28,0.5756,-0.31
2025-07-29,0.5782,0.45
2025-07-30,0.5709,-1.26
2025-07-31,0.5663,-0.81
2025-08-01,0.5659,-0.07
2025-08-04,0.5733,1.31
2025-08-05,0.5772,0.68
2025-08-06,0.5803,0.54
2025-08-07,0.5783,-0.34
2025-08-08,0.5784,0.02
2025-08-11,0.5941,2.71
2025-08-12,0.6004,1.06
2025-08-13,0.6135,2.18
2025-08-14,0.6026,-1.78
2025-08-15,0.6242,3.58
2025-08-18,0.6351,1.75
2025-08-19,0.6322,-0.46
2025-08-20,0.6333,0.17
2025-08-21,0.6236,-1.53
2025-08-22,0.6438,3.24
2025-08-25,0.6558,1.86
2025-08-26,0.6494,-0.98
2025-08-27,0.6501,0.11
2025-08-28,0.6758,3.95
2025-08-29,0.6805,0.7
2025-09-01,0.6906,1.48
2025-09-02,0.6707,-2.88
2025-09-03,0.6873,2.48
2025-09-04,0.6773,-1.45
2025-09-05,0.7312,7.96
2025-09-08,0.7427,1.57
2025-09-09,0.7345,-1.1
2025-09-10,0.7224,-1.65
2025-09-11,0.7431,2.87
2025-09-12,0.7385,-0.62
2025-09-15,0.7423,0.51
2025-09-16,0.7549,1.7
2025-09-17,0.7585,0.48
2025-09-18,0.7459,-1.66
2025-09-19,0.7351,-1.45
2025-09-22,0.7496,1.97
2025-09-23,0.7633,1.83
2025-09-24,0.7832,2.61
2025-09-25,0.7906,0.94
2025-09-26,0.7758,-1.87
2025-09-29,0.8047,3.73
2025-09-30,0.8153,1.32
2025-10-09,0.8361,2.55
2025-10-10,0.8011,-4.19
2025-10-13,0.8106,1.19
2025-10-14,0.777,-4.15
2025-10-15,0.788,1.42
2025-10-16,0.7815,-0.82
2025-10-17,0.7391,-5.43
2025-10-20,0.7486,1.29
2025-10-21,0.7606,1.6
2025-10-22,0.7527,-1.04
2025-10-23,0.7521,-0.08
2025-10-24,0.7747,3.0
2025-10-27,0.7784,0.48
2025-10-28,0.7806,0.28
2025-10-29,0.8115,3.96
2025-10-30,0.8187,0.89
2025-10-31,0.8106,-0.99
2025-11-03,0.8236,1.6
2025-11-04,0.8041,-2.37
2025-11-05,0.8492,5.61
2025-11-06,0.8637,1.71
2025-11-07,0.9049,4.77
2025-11-10,0.9219,1.88
2025-11-11,0.9293,0.8
2025-11-12,0.9278,-0.16
2025-11-13,0.9809,5.72
2025-11-14,0.9781,-0.29
2025-11-17,0.9952,1.75
2025-11-18,0.9354,-6.01
2025-11-19,0.9439,0.91
2025-11-20,0.9331,-1.14
2025-11-21,0.8509,-8.81
2025-11-24,0.8359,-1.76
2025-11-25,0.8614,3.05
2025-11-26,0.8671,0.66
2025-11-27,0.8907,2.72
2025-11-28,0.9238,3.72
2025-12-01,0.9058,-1.95
2025-12-02,0.8863,-2.15
2025-12-03,0.8653,-2.37
2025-12-04,0.8622,-0.36
2025-12-05,0.8657,0.41
2025-12-08,0.8987,3.81
2025-12-09,0.897,-0.19
2025-12-10,0.9032,0.69
2025-12-11,0.9037,0.06
2025-12-12,0.9019,-0.2
2025-12-15,0.882,-2.21
2025-12-16,0.8488,-3.76
2025-12-17,0.8791,3.57
2025-12-18,0.8519,-3.09
2025-12-19,0.8503,-0.19
2025-12-22,0.8723,2.59
2025-12-23,0.8874,1.73
2025-12-24,0.9046,1.94
2025-12-25,0.9037,-0.1
2025-12-26,0.9407,4.09
