序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,02869,绿城服务,10.19,2695.2,10570.65,2025年1季度股票投资明细
2,00696,中国民航信息网络,9.42,916.2,9773.94,2025年1季度股票投资明细
3,000733,振华科技,8.91,171.97,9243.32,2025年1季度股票投资明细
4,000651,格力电器,6.17,140.76,6398.95,2025年1季度股票投资明细
5,00694,北京首都机场股份,4.64,1854.8,4809.78,2025年1季度股票投资明细
6,603345,安井食品,4.24,55.17,4402.57,2025年1季度股票投资明细
7,02319,蒙牛乳业,3.48,203.8,3611.0,2025年1季度股票投资明细
8,603599,广信股份,3.39,300.4,3514.69,2025年1季度股票投资明细
9,000333,美的集团,3.04,40.14,3150.99,2025年1季度股票投资明细
10,600690,海尔智家,3.0,114.01,3117.03,2025年1季度股票投资明细
11,02869,绿城服务,9.97,2434.2,9723.02,2025年2季度股票投资明细
12,00696,中国民航信息网络,8.99,916.2,8773.05,2025年2季度股票投资明细
13,000733,振华科技,8.42,164.06,8211.14,2025年2季度股票投资明细
14,603599,广信股份,5.55,507.22,5412.05,2025年2季度股票投资明细
15,02057,中通快递-W,5.19,40.08,5061.68,2025年2季度股票投资明细
16,00694,北京首都机场股份,5.13,1854.8,5006.8,2025年2季度股票投资明细
17,600233,圆通速递,5.06,383.02,4937.13,2025年2季度股票投资明细
18,02319,蒙牛乳业,4.13,274.4,4028.85,2025年2季度股票投资明细
19,00909,明源云,3.64,1404.6,3548.16,2025年2季度股票投资明细
20,603301,振德医疗,2.96,136.7,2885.74,2025年2季度股票投资明细
21,600690,海尔智家,2.9,114.01,2825.17,2025年2季度股票投资明细
22,01368,特步国际,2.88,547.05,2808.71,2025年2季度股票投资明细
23,03900,绿城中国,2.46,278.55,2400.52,2025年2季度股票投资明细
24,600998,九州通,2.44,462.84,2379.01,2025年2季度股票投资明细
25,688389,普门科技,2.04,153.67,1985.44,2025年2季度股票投资明细
26,002986,宇新股份,1.85,157.71,1802.58,2025年2季度股票投资明细
27,002179,中航光电,1.82,44.02,1776.65,2025年2季度股票投资明细
28,605377,华旺科技,1.82,201.64,1776.44,2025年2季度股票投资明细
29,002078,太阳纸业,1.45,104.86,1411.42,2025年2季度股票投资明细
30,00525,广深铁路股份,1.35,771.6,1315.85,2025年2季度股票投资明细
31,600079,人福医药,1.33,61.81,1296.77,2025年2季度股票投资明细
32,603345,安井食品,1.31,15.89,1277.87,2025年2季度股票投资明细
33,605183,确成股份,1.17,65.49,1146.08,2025年2季度股票投资明细
34,000960,锡业股份,1.06,67.89,1038.72,2025年2季度股票投资明细
