序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,300308,中际旭创,6.38,3.45,503.22,2025年2季度股票投资明细
2,688256,寒武纪,6.24,0.82,491.91,2025年2季度股票投资明细
3,300502,新易盛,6.14,3.81,483.95,2025年2季度股票投资明细
4,002230,科大讯飞,5.45,8.97,429.48,2025年2季度股票投资明细
5,603501,豪威集团,5.36,3.31,422.52,2025年2季度股票投资明细
6,603019,中科曙光,5.07,5.68,399.87,2025年2季度股票投资明细
7,002415,海康威视,5.04,14.33,397.37,2025年2季度股票投资明细
8,688008,澜起科技,4.59,4.42,362.1,2025年2季度股票投资明细
9,688111,金山办公,3.22,0.91,254.09,2025年2季度股票投资明细
10,000977,浪潮信息,2.58,4.0,203.52,2025年2季度股票投资明细
11,000938,紫光股份,2.37,7.77,186.4,2025年2季度股票投资明细
12,601360,三六零,1.76,13.58,138.52,2025年2季度股票投资明细
13,688521,芯原股份,1.68,1.37,132.58,2025年2季度股票投资明细
14,300442,润泽科技,1.67,2.66,131.75,2025年2季度股票投资明细
15,688169,石头科技,1.61,0.81,126.95,2025年2季度股票投资明细
16,603893,瑞芯微,1.56,0.81,123.01,2025年2季度股票投资明细
17,002236,大华股份,1.55,7.68,121.96,2025年2季度股票投资明细
18,002261,拓维信息,1.53,3.9,120.71,2025年2季度股票投资明细
19,688608,恒玄科技,1.45,0.33,114.52,2025年2季度股票投资明细
20,300418,昆仑万维,1.44,3.38,113.67,2025年2季度股票投资明细
21,002920,德赛西威,1.4,1.08,110.3,2025年2季度股票投资明细
22,600536,中国软件,1.37,2.31,108.04,2025年2季度股票投资明细
23,600588,用友网络,1.35,7.94,106.16,2025年2季度股票投资明细
24,002555,三七互娱,1.27,5.77,99.76,2025年2季度股票投资明细
25,688099,晶晨股份,1.19,1.32,93.68,2025年2季度股票投资明细
26,002281,光迅科技,1.18,1.88,92.72,2025年2季度股票投资明细
27,300454,深信服,1.17,0.98,92.3,2025年2季度股票投资明细
28,300223,北京君正,1.15,1.31,90.65,2025年2季度股票投资明细
29,300474,景嘉微,1.13,1.22,89.06,2025年2季度股票投资明细
30,300458,全志科技,1.13,2.24,88.91,2025年2季度股票投资明细
31,300002,神州泰岳,1.1,7.36,86.85,2025年2季度股票投资明细
32,002065,东华软件,1.06,8.71,83.62,2025年2季度股票投资明细
33,300496,中科创达,1.04,1.43,81.82,2025年2季度股票投资明细
34,300857,协创数据,1.02,0.93,80.04,2025年2季度股票投资明细
35,600845,宝信软件,1.0,3.35,79.13,2025年2季度股票投资明细
36,300383,光环新网,1.0,5.53,79.08,2025年2季度股票投资明细
37,002405,四维图新,0.99,9.13,77.97,2025年2季度股票投资明细
38,603160,汇顶科技,0.97,1.08,76.71,2025年2季度股票投资明细
39,600699,均胜电子,0.85,3.82,66.62,2025年2季度股票投资明细
40,600100,同方股份,0.84,9.1,65.88,2025年2季度股票投资明细
41,002152,广电运通,0.82,4.82,64.78,2025年2季度股票投资明细
42,688385,复旦微电,0.77,1.23,60.78,2025年2季度股票投资明细
43,688568,中科星图,0.72,1.59,57.14,2025年2季度股票投资明细
44,688018,乐鑫科技,0.68,0.37,53.82,2025年2季度股票投资明细
45,603486,科沃斯,0.63,0.85,49.5,2025年2季度股票投资明细
46,002439,启明星辰,0.57,2.82,45.09,2025年2季度股票投资明细
47,301536,星宸科技,0.5,0.65,39.2,2025年2季度股票投资明细
48,688561,奇安信,0.46,1.07,36.5,2025年2季度股票投资明细
49,000032,深桑达A,0.45,1.76,35.6,2025年2季度股票投资明细
50,688475,萤石网络,0.25,0.62,19.44,2025年2季度股票投资明细
51,300502,新易盛,11.13,6.07,2220.22,2025年3季度股票投资明细
52,300308,中际旭创,11.01,5.44,2196.02,2025年3季度股票投资明细
53,688256,寒武纪,8.41,1.27,1676.79,2025年3季度股票投资明细
54,688008,澜起科技,5.43,7.0,1083.66,2025年3季度股票投资明细
55,603019,中科曙光,5.35,8.95,1067.29,2025年3季度股票投资明细
56,002230,科大讯飞,3.97,14.14,792.55,2025年3季度股票投资明细
57,603501,豪威集团,3.95,5.21,787.6,2025年3季度股票投资明细
58,002415,海康威视,3.57,22.58,711.72,2025年3季度股票投资明细
59,000977,浪潮信息,2.35,6.3,468.85,2025年3季度股票投资明细
60,688111,金山办公,2.23,1.4,444.3,2025年3季度股票投资明细
61,301656,联合动力,0.01,0.12,2.93,2025年3季度股票投资明细
62,301563,云汉芯城,0.0,0.01,0.94,2025年3季度股票投资明细
63,301584,建发致新,0.0,0.04,0.92,2025年3季度股票投资明细
64,301668,昊创瑞通,0.0,0.01,0.31,2025年3季度股票投资明细
65,603418,友升股份,0.0,0.0,0.27,2025年3季度股票投资明细
