序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,00175,吉利汽车,4.77,53.0,813.86,2025年1季度股票投资明细
2,01070,TCL电子,4.75,93.8,811.08,2025年1季度股票投资明细
3,09988,阿里巴巴-W,3.01,4.35,513.83,2025年1季度股票投资明细
4,600276,恒瑞医药,2.61,9.05,445.24,2025年1季度股票投资明细
5,002179,中航光电,2.57,10.71,439.39,2025年1季度股票投资明细
6,00700,腾讯控股,2.37,0.88,405.44,2025年1季度股票投资明细
7,688630,芯碁微装,2.19,5.05,373.75,2025年1季度股票投资明细
8,002371,北方华创,2.02,0.83,345.28,2025年1季度股票投资明细
9,09868,小鹏汽车-W,1.95,4.58,333.05,2025年1季度股票投资明细
10,300014,亿纬锂能,1.84,6.67,314.22,2025年1季度股票投资明细
11,01070,TCL电子,4.53,88.6,770.82,2025年2季度股票投资明细
12,00175,吉利汽车,4.14,48.4,704.45,2025年2季度股票投资明细
13,02015,理想汽车-W,3.09,5.39,525.95,2025年2季度股票投资明细
14,00700,腾讯控股,2.57,0.95,437.61,2025年2季度股票投资明细
15,688630,芯碁微装,2.57,5.51,436.94,2025年2季度股票投资明细
16,09988,阿里巴巴-W,2.56,4.35,435.57,2025年2季度股票投资明细
17,002179,中航光电,2.54,10.71,432.22,2025年2季度股票投资明细
18,600276,恒瑞医药,2.5,8.18,424.52,2025年2季度股票投资明细
19,002371,北方华创,2.16,0.83,367.03,2025年2季度股票投资明细
20,002384,东山精密,2.14,9.61,362.97,2025年2季度股票投资明细
21,002850,科达利,2.05,3.08,348.56,2025年2季度股票投资明细
22,300001,特锐德,1.9,13.5,323.6,2025年2季度股票投资明细
23,300014,亿纬锂能,1.8,6.67,305.55,2025年2季度股票投资明细
24,601689,拓普集团,1.78,6.4,302.4,2025年2季度股票投资明细
25,600036,招商银行,1.78,6.58,302.35,2025年2季度股票投资明细
26,002127,南极电商,1.73,73.98,293.7,2025年2季度股票投资明细
27,300347,泰格医药,1.63,5.19,276.73,2025年2季度股票投资明细
28,603997,继峰股份,1.54,20.05,261.45,2025年2季度股票投资明细
29,002353,杰瑞股份,1.52,7.38,258.3,2025年2季度股票投资明细
30,600309,万华化学,1.47,4.62,250.68,2025年2季度股票投资明细
31,300033,同花顺,1.43,0.89,242.98,2025年2季度股票投资明细
32,688025,杰普特,1.41,3.36,240.46,2025年2季度股票投资明细
33,600760,中航沈飞,1.22,3.55,208.1,2025年2季度股票投资明细
34,600031,三一重工,1.21,11.48,206.07,2025年2季度股票投资明细
35,002180,纳思达,1.18,8.78,201.41,2025年2季度股票投资明细
36,300454,深信服,1.17,2.11,198.72,2025年2季度股票投资明细
37,002311,海大集团,1.09,3.16,185.14,2025年2季度股票投资明细
38,603939,益丰药房,1.08,7.52,184.11,2025年2季度股票投资明细
39,600988,赤峰黄金,1.08,7.4,184.11,2025年2季度股票投资明细
40,688111,金山办公,1.04,0.63,176.71,2025年2季度股票投资明细
41,601208,东材科技,1.0,17.95,170.17,2025年2季度股票投资明细
42,02382,舜宇光学科技,1.0,2.69,170.13,2025年2季度股票投资明细
43,002044,美年健康,0.99,32.7,168.08,2025年2季度股票投资明细
44,002080,中材科技,0.94,8.23,160.49,2025年2季度股票投资明细
45,601899,紫金矿业,0.94,8.23,160.49,2025年2季度股票投资明细
46,002709,天赐材料,0.93,8.73,158.19,2025年2季度股票投资明细
47,688002,睿创微纳,0.91,2.21,153.96,2025年2季度股票投资明细
48,09636,九方智投控股,0.9,3.5,152.89,2025年2季度股票投资明细
49,688608,恒玄科技,0.9,0.44,152.35,2025年2季度股票投资明细
50,01357,美图公司,0.89,18.4,151.52,2025年2季度股票投资明细
51,688157,松井股份,0.87,3.71,147.93,2025年2季度股票投资明细
52,01801,信达生物,0.86,2.05,146.57,2025年2季度股票投资明细
53,00981,中芯国际,0.83,3.45,140.64,2025年2季度股票投资明细
54,300896,爱美客,0.82,0.8,139.85,2025年2季度股票投资明细
55,601021,春秋航空,0.77,2.35,130.78,2025年2季度股票投资明细
56,01055,中国南方航空股份,0.76,35.4,129.78,2025年2季度股票投资明细
57,300820,英杰电气,0.76,2.81,128.61,2025年2季度股票投资明细
58,605068,明新旭腾,0.73,6.86,123.27,2025年2季度股票投资明细
59,688631,莱斯信息,0.72,1.37,122.62,2025年2季度股票投资明细
60,01209,华润万象生活,0.7,3.44,119.05,2025年2季度股票投资明细
61,000786,北新建材,0.7,4.49,118.9,2025年2季度股票投资明细
62,000568,泸州老窖,0.69,1.04,117.94,2025年2季度股票投资明细
