序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,01024,快手-W,12.0,191.4,9599.82,2025年1季度股票投资明细
2,00700,腾讯控股,11.31,19.73,9049.1,2025年1季度股票投资明细
3,09618,京东集团-SW,11.21,60.45,8970.92,2025年1季度股票投资明细
4,09988,阿里巴巴-W,11.19,75.78,8951.3,2025年1季度股票投资明细
5,03690,美团-W,10.8,60.08,8638.12,2025年1季度股票投资明细
6,09999,网易-S,8.35,45.83,6681.63,2025年1季度股票投资明细
7,09888,百度集团-SW,5.84,56.28,4671.61,2025年1季度股票投资明细
8,09626,哔哩哔哩-W,3.59,20.95,2875.13,2025年1季度股票投资明细
9,00020,商汤-W,3.16,1840.7,2530.99,2025年1季度股票投资明细
10,00268,金蝶国际,3.07,202.1,2454.39,2025年1季度股票投资明细
11,01024,快手-W,11.92,166.07,9586.63,2025年2季度股票投资明细
12,09999,网易-S,11.04,46.18,8885.08,2025年2季度股票投资明细
13,00700,腾讯控股,10.29,18.04,8275.14,2025年2季度股票投资明细
14,09618,京东集团-SW,10.27,70.84,8263.2,2025年2季度股票投资明细
15,09988,阿里巴巴-W,9.95,79.99,8009.57,2025年2季度股票投资明细
16,03690,美团-W,9.47,66.7,7621.63,2025年2季度股票投资明细
17,09888,百度集团-SW,6.63,70.1,5334.66,2025年2季度股票投资明细
18,09626,哔哩哔哩-W,3.06,16.11,2464.07,2025年2季度股票投资明细
19,00268,金蝶国际,2.91,166.1,2338.77,2025年2季度股票投资明细
20,00020,商汤-W,2.58,1528.4,2076.8,2025年2季度股票投资明细
21,03888,金山软件,2.39,51.46,1919.39,2025年2季度股票投资明细
22,01357,美图公司,1.8,175.8,1447.7,2025年2季度股票投资明细
23,09880,优必选,1.44,15.33,1158.58,2025年2季度股票投资明细
24,02400,心动公司,0.89,16.22,713.71,2025年2季度股票投资明细
25,03896,金山云,0.87,115.2,697.58,2025年2季度股票投资明细
26,00354,中国软件国际,0.77,135.4,616.16,2025年2季度股票投资明细
27,00696,中国民航信息网络,0.61,51.4,492.18,2025年2季度股票投资明细
28,09698,万国数据-SW,0.56,16.79,451.58,2025年2季度股票投资明细
29,02533,黑芝麻智能,0.54,26.0,432.01,2025年2季度股票投资明细
30,09660,地平线机器人-W,0.48,65.4,387.07,2025年2季度股票投资明细
31,02013,微盟集团,0.39,189.2,312.3,2025年2季度股票投资明细
32,01797,东方甄选,0.35,25.9,280.13,2025年2季度股票投资明细
33,02556,迈富时,0.23,4.23,187.48,2025年2季度股票投资明细
34,00856,伟仕佳杰,0.21,23.6,167.23,2025年2季度股票投资明细
35,09890,中旭未来,0.2,13.24,163.73,2025年2季度股票投资明细
36,02432,越疆,0.2,2.96,157.78,2025年2季度股票投资明细
37,00777,网龙,0.18,14.65,143.49,2025年2季度股票投资明细
38,09898,微博-SW,0.17,2.01,139.71,2025年2季度股票投资明细
39,02562,狮腾控股,0.13,6.0,105.38,2025年2季度股票投资明细
40,02550,宜搜科技,0.06,10.85,47.59,2025年2季度股票投资明细
41,09988,阿里巴巴-W,15.31,129.71,20960.81,2025年3季度股票投资明细
42,00700,腾讯控股,12.86,29.09,17608.34,2025年3季度股票投资明细
43,01024,快手-W,9.16,162.34,12538.83,2025年3季度股票投资明细
44,09618,京东集团-SW,9.0,97.39,12314.69,2025年3季度股票投资明细
45,09999,网易-S,8.6,54.48,11777.17,2025年3季度股票投资明细
46,03690,美团-W,8.03,115.21,10991.77,2025年3季度股票投资明细
47,09888,百度集团-SW,6.44,72.52,8818.91,2025年3季度股票投资明细
48,09660,地平线机器人-W,3.79,593.1,5187.46,2025年3季度股票投资明细
49,00020,商汤-W,3.05,1581.2,4172.02,2025年3季度股票投资明细
50,09626,哔哩哔哩-W,2.51,16.78,3441.24,2025年3季度股票投资明细
