序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,002311,海大集团,9.73,2.02,100.9,2025年1季度股票投资明细
2,002714,牧原股份,9.68,2.59,100.31,2025年1季度股票投资明细
3,002299,圣农发展,6.04,4.17,62.63,2025年1季度股票投资明细
4,300498,温氏股份,5.92,3.68,61.35,2025年1季度股票投资明细
5,603477,巨星农牧,5.89,3.15,61.02,2025年1季度股票投资明细
6,002891,中宠股份,4.58,1.1,47.5,2025年1季度股票投资明细
7,300761,立华股份,2.9,1.61,30.07,2025年1季度股票投资明细
8,603151,邦基科技,2.02,1.7,20.91,2025年1季度股票投资明细
9,600598,北大荒,1.96,1.47,20.34,2025年1季度股票投资明细
10,300138,晨光生物,0.95,1.05,9.8,2025年1季度股票投资明细
11,02419,德康农牧,9.93,5.25,380.86,2025年2季度股票投资明细
12,300498,温氏股份,9.55,21.44,366.2,2025年2季度股票投资明细
13,002714,牧原股份,9.45,8.63,362.55,2025年2季度股票投资明细
14,09858,优然牧业,9.15,146.4,351.13,2025年2季度股票投资明细
15,002299,圣农发展,9.09,24.41,348.82,2025年2季度股票投资明细
16,002311,海大集团,7.42,4.86,284.75,2025年2季度股票投资明细
17,002891,中宠股份,7.32,4.54,280.89,2025年2季度股票投资明细
18,603477,巨星农牧,6.15,11.46,235.85,2025年2季度股票投资明细
19,300761,立华股份,6.13,12.51,235.06,2025年2季度股票投资明细
20,603151,邦基科技,5.05,9.6,193.92,2025年2季度股票投资明细
21,01117,现代牧业,3.05,124.6,117.04,2025年2季度股票投资明细
22,600598,北大荒,1.66,4.41,63.59,2025年2季度股票投资明细
23,605296,神农集团,1.55,1.93,59.33,2025年2季度股票投资明细
24,000998,隆平高科,1.48,5.78,56.93,2025年2季度股票投资明细
25,300138,晨光生物,0.33,1.05,12.73,2025年2季度股票投资明细
26,002714,牧原股份,9.84,60.93,3229.5,2025年3季度股票投资明细
27,01117,现代牧业,9.81,2671.6,3219.63,2025年3季度股票投资明细
28,09858,优然牧业,9.46,1030.9,3105.93,2025年3季度股票投资明细
29,603151,邦基科技,9.41,121.73,3088.29,2025年3季度股票投资明细
30,02419,德康农牧,8.97,42.51,2943.8,2025年3季度股票投资明细
31,002772,众兴菌业,8.93,282.6,2930.56,2025年3季度股票投资明细
32,300761,立华股份,8.34,126.12,2738.07,2025年3季度股票投资明细
33,002100,天康生物,8.3,369.64,2724.25,2025年3季度股票投资明细
34,300498,温氏股份,6.09,107.41,1998.83,2025年3季度股票投资明细
35,002311,海大集团,4.37,22.48,1433.55,2025年3季度股票投资明细
