序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,600988,赤峰黄金,3.13,74.46,1705.13,2025年1季度股票投资明细
2,689009,九号公司,2.71,22.62,1475.08,2025年1季度股票投资明细
3,002273,水晶光电,2.61,62.11,1422.32,2025年1季度股票投资明细
4,300476,胜宏科技,2.53,17.02,1378.79,2025年1季度股票投资明细
5,601168,西部矿业,2.35,75.34,1281.53,2025年1季度股票投资明细
6,000423,东阿阿胶,2.23,20.12,1216.25,2025年1季度股票投资明细
7,002517,恺英网络,2.21,74.97,1204.02,2025年1季度股票投资明细
8,688099,晶晨股份,2.21,14.43,1203.87,2025年1季度股票投资明细
9,300002,神州泰岳,2.15,88.79,1173.8,2025年1季度股票投资明细
10,600885,宏发股份,1.87,27.6,1016.51,2025年1季度股票投资明细
11,301626,苏州天脉,0.01,0.1,8.03,2025年1季度股票投资明细
12,688449,联芸科技,0.01,0.14,6.22,2025年1季度股票投资明细
13,688605,先锋精科,0.01,0.07,5.38,2025年1季度股票投资明细
14,301658,首航新能,0.01,0.44,5.16,2025年1季度股票投资明细
15,688708,佳驰科技,0.01,0.08,4.27,2025年1季度股票投资明细
16,601555,东吴证券,2.7,160.26,1402.28,2025年2季度股票投资明细
17,002517,恺英网络,2.46,66.13,1276.97,2025年2季度股票投资明细
18,688608,恒玄科技,2.12,3.17,1102.19,2025年2季度股票投资明细
19,000988,华工科技,2.11,23.31,1095.8,2025年2季度股票投资明细
20,688617,惠泰医疗,1.99,3.47,1031.78,2025年2季度股票投资明细
21,603129,春风动力,1.88,4.52,978.6,2025年2季度股票投资明细
22,002273,水晶光电,1.87,48.58,970.14,2025年2季度股票投资明细
23,002532,天山铝业,1.75,109.44,909.45,2025年2季度股票投资明细
24,000783,长江证券,1.73,129.61,898.2,2025年2季度股票投资明细
25,002138,顺络电子,1.68,31.0,871.72,2025年2季度股票投资明细
26,601128,常熟银行,1.64,115.5,851.27,2025年2季度股票投资明细
27,002130,沃尔核材,1.63,35.55,846.8,2025年2季度股票投资明细
28,002155,湖南黄金,1.59,46.28,826.06,2025年2季度股票投资明细
29,002595,豪迈科技,1.55,13.57,803.62,2025年2季度股票投资明细
30,002850,科达利,1.51,6.95,786.53,2025年2季度股票投资明细
31,600885,宏发股份,1.51,35.25,786.34,2025年2季度股票投资明细
32,300627,华测导航,1.47,21.76,761.74,2025年2季度股票投资明细
33,002353,杰瑞股份,1.42,21.13,739.55,2025年2季度股票投资明细
