序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,002625,光启技术,1.13,9.32,388.46,2025年2季度股票投资明细
2,600893,航发动力,0.91,9.22,313.48,2025年2季度股票投资明细
3,600760,中航沈飞,0.83,5.97,287.34,2025年2季度股票投资明细
4,000768,中航西飞,0.63,8.77,217.67,2025年2季度股票投资明细
5,600372,中航机载,0.51,15.22,174.88,2025年2季度股票投资明细
6,600879,航天电子,0.46,17.57,157.43,2025年2季度股票投资明细
7,600862,中航高科,0.36,5.37,125.39,2025年2季度股票投资明细
8,600118,中国卫星,0.31,4.04,108.19,2025年2季度股票投资明细
9,600765,中航重机,0.3,6.5,104.78,2025年2季度股票投资明细
10,000519,中兵红箭,0.28,5.69,95.36,2025年2季度股票投资明细
11,002625,光启技术,9.84,97.16,4877.43,2025年3季度股票投资明细
12,600760,中航沈飞,9.22,63.63,4570.54,2025年3季度股票投资明细
13,600893,航发动力,8.11,95.25,4017.59,2025年3季度股票投资明细
14,000768,中航西飞,4.95,91.23,2451.35,2025年3季度股票投资明细
15,600879,航天电子,4.21,178.97,2088.58,2025年3季度股票投资明细
16,600372,中航机载,4.01,157.72,1988.84,2025年3季度股票投资明细
17,302132,中航成飞,3.55,19.52,1759.73,2025年3季度股票投资明细
18,600118,中国卫星,3.12,41.82,1546.92,2025年3季度股票投资明细
19,600862,中航高科,2.66,55.56,1316.22,2025年3季度股票投资明细
20,600765,中航重机,2.21,67.3,1094.3,2025年3季度股票投资明细
21,301656,联合动力,0.01,0.25,6.16,2025年3季度股票投资明细
22,688729,屹唐股份,0.0,0.07,1.63,2025年3季度股票投资明细
23,301632,广东建科,0.0,0.07,1.34,2025年3季度股票投资明细
24,301491,汉桑科技,0.0,0.02,1.27,2025年3季度股票投资明细
25,301609,山大电力,0.0,0.03,1.02,2025年3季度股票投资明细
