序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,688147,微导纳米,0.0,0.02,0.48,2025年1季度股票投资明细
2,688390,固德威,0.0,0.01,0.46,2025年1季度股票投资明细
3,688063,派能科技,0.0,0.01,0.42,2025年1季度股票投资明细
4,688516,奥特维,0.0,0.01,0.32,2025年1季度股票投资明细
5,688032,禾迈股份,0.0,0.0,0.08,2025年1季度股票投资明细
6,688063,派能科技,0.0,0.01,0.47,2025年2季度股票投资明细
7,688147,微导纳米,0.0,0.02,0.47,2025年2季度股票投资明细
8,688390,固德威,0.0,0.01,0.44,2025年2季度股票投资明细
9,605117,德业股份,0.0,0.0,0.21,2025年2季度股票投资明细
10,688147,微导纳米,0.0,0.02,0.91,2025年3季度股票投资明细
11,688063,派能科技,0.0,0.01,0.77,2025年3季度股票投资明细
12,688390,固德威,0.0,0.01,0.65,2025年3季度股票投资明细
13,605117,德业股份,0.0,0.0,0.32,2025年3季度股票投资明细
