序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,688213,思特威,0.03,3.63,352.73,2025年1季度股票投资明细
2,688578,艾力斯,0.02,2.94,250.62,2025年1季度股票投资明细
3,688008,澜起科技,0.02,2.85,222.75,2025年1季度股票投资明细
4,688981,中芯国际,0.02,2.06,183.96,2025年1季度股票投资明细
5,688278,特宝生物,0.02,2.14,166.66,2025年1季度股票投资明细
6,688041,海光信息,0.01,0.85,120.32,2025年1季度股票投资明细
7,688256,寒武纪,0.01,0.16,99.99,2025年1季度股票投资明细
8,688111,金山办公,0.01,0.28,82.5,2025年1季度股票投资明细
9,688036,传音控股,0.01,0.83,75.44,2025年1季度股票投资明细
10,688271,联影医疗,0.01,0.59,71.45,2025年1季度股票投资明细
11,688981,中芯国际,0.08,9.06,798.58,2025年2季度股票投资明细
12,688041,海光信息,0.07,4.72,667.48,2025年2季度股票投资明细
13,688256,寒武纪,0.06,1.06,637.95,2025年2季度股票投资明细
14,688008,澜起科技,0.05,5.82,476.99,2025年2季度股票投资明细
15,688012,中微公司,0.04,2.22,405.25,2025年2季度股票投资明细
16,688111,金山办公,0.03,1.18,329.56,2025年2季度股票投资明细
17,688271,联影医疗,0.03,2.51,320.97,2025年2季度股票投资明细
18,688036,传音控股,0.02,2.31,184.28,2025年2季度股票投资明细
19,689009,九号公司,0.02,2.92,172.53,2025年2季度股票投资明细
20,688521,芯原股份,0.02,1.78,171.91,2025年2季度股票投资明细
21,688169,石头科技,0.02,1.05,164.69,2025年2季度股票投资明细
22,688126,沪硅产业,0.02,8.38,156.79,2025年2季度股票投资明细
23,688608,恒玄科技,0.02,0.43,148.59,2025年2季度股票投资明细
24,688213,思特威,0.01,1.43,146.1,2025年2季度股票投资明细
25,688777,中控技术,0.01,3.21,144.33,2025年2季度股票投资明细
26,688120,华海清科,0.01,0.84,142.05,2025年2季度股票投资明细
27,688617,惠泰医疗,0.01,0.43,127.68,2025年2季度股票投资明细
28,688396,华润微,0.01,2.7,127.25,2025年2季度股票投资明细
29,688099,晶晨股份,0.01,1.72,121.93,2025年2季度股票投资明细
30,688506,百利天恒,0.01,0.41,120.67,2025年2季度股票投资明细
31,688122,西部超导,0.01,2.31,120.0,2025年2季度股票投资明细
32,688469,芯联集成,0.01,25.14,119.94,2025年2季度股票投资明细
33,688525,佰维存储,0.01,1.64,110.58,2025年2季度股票投资明细
34,688072,拓荆科技,0.01,0.71,109.24,2025年2季度股票投资明细
35,688047,龙芯中科,0.01,0.82,108.71,2025年2季度股票投资明细
36,688578,艾力斯,0.01,1.14,106.37,2025年2季度股票投资明细
37,688223,晶科能源,0.01,20.34,105.54,2025年2季度股票投资明细
38,688599,天合光能,0.01,6.64,96.54,2025年2季度股票投资明细
39,688180,君实生物,0.01,2.73,92.63,2025年2季度股票投资明细
40,688065,凯赛生物,0.01,1.83,86.31,2025年2季度股票投资明细
41,688249,晶合集成,0.01,4.08,82.65,2025年2季度股票投资明细
42,688188,柏楚电子,0.01,0.59,77.18,2025年2季度股票投资明细
43,688303,大全能源,0.01,3.27,69.72,2025年2季度股票投资明细
44,688114,华大智造,0.01,1.06,68.6,2025年2季度股票投资明细
45,688472,阿特斯,0.01,7.5,68.59,2025年2季度股票投资明细
46,688009,中国通号,0.01,13.14,67.55,2025年2季度股票投资明细
47,688538,和辉光电,0.01,28.11,65.79,2025年2季度股票投资明细
48,688728,格科微,0.01,3.96,61.05,2025年2季度股票投资明细
49,688278,特宝生物,0.01,0.83,59.62,2025年2季度股票投资明细
50,688187,时代电气,0.01,1.32,56.49,2025年2季度股票投资明细
51,688297,中无人机,0.01,1.03,54.95,2025年2季度股票投资明细
52,688234,天岳先进,0.01,0.87,51.14,2025年2季度股票投资明细
53,688082,盛美上海,0.01,0.45,51.1,2025年2季度股票投资明细
54,688363,华熙生物,0.01,0.98,50.27,2025年2季度股票投资明细
55,688561,奇安信,0.0,1.38,47.05,2025年2季度股票投资明细
56,688563,航材股份,0.0,0.69,38.85,2025年2季度股票投资明细
57,688349,三一重能,0.0,1.25,31.08,2025年2季度股票投资明细
58,688475,萤石网络,0.0,0.8,25.23,2025年2季度股票投资明细
59,688375,国博电子,0.0,0.41,24.72,2025年2季度股票投资明细
60,688819,天能股份,0.0,0.69,19.2,2025年2季度股票投资明细
61,688545,兴福电子,0.0,0.1,2.68,2025年2季度股票投资明细
62,688583,思看科技,0.0,0.02,1.81,2025年2季度股票投资明细
63,688757,胜科纳米,0.0,0.05,1.39,2025年2季度股票投资明细
64,603072,天和磁材,0.0,0.02,1.23,2025年2季度股票投资明细
65,603210,泰鸿万立,0.0,0.03,0.45,2025年2季度股票投资明细
66,603271,永杰新材,0.0,0.01,0.44,2025年2季度股票投资明细
67,603124,江南新材,0.0,0.01,0.41,2025年2季度股票投资明细
68,603409,汇通控股,0.0,0.01,0.33,2025年2季度股票投资明细
69,603257,中国瑞林,0.0,0.01,0.29,2025年2季度股票投资明细
70,603120,肯特催化,0.0,0.01,0.22,2025年2季度股票投资明细
71,688981,中芯国际,0.08,6.0,841.44,2025年3季度股票投资明细
72,688041,海光信息,0.08,3.33,840.78,2025年3季度股票投资明细
73,688256,寒武纪,0.07,0.57,752.87,2025年3季度股票投资明细
74,688008,澜起科技,0.06,4.1,634.43,2025年3季度股票投资明细
75,688012,中微公司,0.04,1.57,468.31,2025年3季度股票投资明细
76,688271,联影医疗,0.03,1.87,284.12,2025年3季度股票投资明细
77,688111,金山办公,0.03,0.88,277.63,2025年3季度股票投资明细
78,688521,芯原股份,0.02,1.33,243.01,2025年3季度股票投资明细
79,688169,石头科技,0.02,0.78,164.49,2025年3季度股票投资明细
80,688036,传音控股,0.02,1.73,162.74,2025年3季度股票投资明细
