序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,600036,招商银行,8.79,146.71,6350.98,2025年1季度股票投资明细
2,00700,腾讯控股,8.01,12.62,5788.12,2025年1季度股票投资明细
3,002142,宁波银行,4.85,135.66,3502.74,2025年1季度股票投资明细
4,02382,舜宇光学科技,4.53,49.75,3275.74,2025年1季度股票投资明细
5,000528,柳工,3.72,240.78,2691.92,2025年1季度股票投资明细
6,601899,紫金矿业,3.72,148.53,2691.27,2025年1季度股票投资明细
7,601318,中国平安,3.26,45.7,2359.43,2025年1季度股票投资明细
8,002475,立讯精密,2.86,50.61,2069.44,2025年1季度股票投资明细
9,000858,五粮液,2.83,15.55,2042.86,2025年1季度股票投资明细
10,09988,阿里巴巴-W,2.76,16.92,1998.63,2025年1季度股票投资明细
11,600036,招商银行,9.28,146.71,6741.23,2025年2季度股票投资明细
12,00700,腾讯控股,8.27,13.1,6009.11,2025年2季度股票投资明细
13,601899,紫金矿业,5.82,216.8,4227.5,2025年2季度股票投资明细
14,002142,宁波银行,5.23,138.86,3799.21,2025年2季度股票投资明细
15,09988,阿里巴巴-W,4.38,31.73,3177.19,2025年2季度股票投资明细
16,02382,舜宇光学科技,4.35,50.0,3162.19,2025年2季度股票投资明细
17,601318,中国平安,3.32,43.44,2409.99,2025年2季度股票投资明细
18,000651,格力电器,3.25,52.49,2357.85,2025年2季度股票投资明细
19,01801,信达生物,2.85,28.9,2066.26,2025年2季度股票投资明细
20,002475,立讯精密,2.57,53.9,1869.79,2025年2季度股票投资明细
21,01818,招金矿业,2.48,96.75,1799.92,2025年2季度股票投资明细
22,603885,吉祥航空,2.42,130.34,1755.68,2025年2季度股票投资明细
23,601021,春秋航空,2.3,30.0,1669.39,2025年2季度股票投资明细
24,00753,中国国航,2.1,280.6,1525.12,2025年2季度股票投资明细
25,600426,华鲁恒升,2.0,66.97,1451.24,2025年2季度股票投资明细
26,000528,柳工,1.91,144.12,1384.99,2025年2季度股票投资明细
27,02018,瑞声科技,1.77,34.7,1287.94,2025年2季度股票投资明细
28,000858,五粮液,1.75,10.72,1274.43,2025年2季度股票投资明细
29,09969,诺诚健华,1.7,103.6,1237.66,2025年2季度股票投资明细
30,03692,翰森制药,1.61,43.0,1166.61,2025年2季度股票投资明细
31,01093,石药集团,1.59,164.6,1155.82,2025年2季度股票投资明细
32,600276,恒瑞医药,1.53,21.4,1110.66,2025年2季度股票投资明细
33,000963,华东医药,1.36,24.48,988.01,2025年2季度股票投资明细
34,02333,长城汽车,1.21,79.6,876.9,2025年2季度股票投资明细
35,00388,香港交易所,1.16,2.2,840.23,2025年2季度股票投资明细
36,00189,东岳集团,1.05,79.6,760.76,2025年2季度股票投资明细
37,09899,网易云音乐,1.03,3.4,747.25,2025年2季度股票投资明细
38,01928,金沙中国有限公司,1.03,50.0,745.06,2025年2季度股票投资明细
39,000333,美的集团,0.87,8.72,629.58,2025年2季度股票投资明细
40,00670,中国东方航空股份,0.82,207.6,598.25,2025年2季度股票投资明细
41,601168,西部矿业,0.8,34.98,581.72,2025年2季度股票投资明细
42,02096,先声药业,0.8,57.3,581.07,2025年2季度股票投资明细
43,01787,山东黄金,0.67,19.73,490.18,2025年2季度股票投资明细
44,600900,长江电力,0.67,16.2,488.27,2025年2季度股票投资明细
45,600486,扬农化工,0.62,7.72,447.76,2025年2季度股票投资明细
46,01177,中国生物制药,0.6,90.3,433.16,2025年2季度股票投资明细
47,06821,凯莱英,0.59,5.93,425.31,2025年2季度股票投资明细
48,601128,常熟银行,0.54,53.12,391.49,2025年2季度股票投资明细
49,000403,派林生物,0.53,21.36,387.24,2025年2季度股票投资明细
50,000975,山金国际,0.47,17.96,340.16,2025年2季度股票投资明细
51,000921,海信家电,0.46,12.93,332.3,2025年2季度股票投资明细
52,02162,康诺亚-B,0.46,7.85,330.74,2025年2季度股票投资明细
53,01055,中国南方航空股份,0.45,88.8,325.54,2025年2季度股票投资明细
54,02869,绿城服务,0.36,64.6,258.03,2025年2季度股票投资明细
55,002372,伟星新材,0.35,24.75,256.43,2025年2季度股票投资明细
56,002532,天山铝业,0.31,27.27,226.61,2025年2季度股票投资明细
57,600585,海螺水泥,0.24,7.96,170.9,2025年2季度股票投资明细
58,06160,百济神州,0.18,0.98,132.09,2025年2季度股票投资明细
59,002966,苏州银行,0.15,12.49,109.66,2025年2季度股票投资明细
60,01530,三生制药,0.06,2.0,43.14,2025年2季度股票投资明细
61,301678,新恒汇,0.0,0.04,1.7,2025年2季度股票投资明细
62,001388,信通电子,0.0,0.09,1.54,2025年2季度股票投资明细
63,603049,中策橡胶,0.0,0.03,1.43,2025年2季度股票投资明细
