序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,00941,中国移动,15.53,17.65,1364.93,2025年1季度股票投资明细
2,00883,中国海洋石油,12.27,63.1,1078.43,2025年1季度股票投资明细
3,02328,中国财险,8.81,58.36,774.49,2025年1季度股票投资明细
4,00016,新鸿基地产,7.56,9.75,664.92,2025年1季度股票投资明细
5,00006,电能实业,5.63,11.5,494.54,2025年1季度股票投资明细
6,00992,联想集团,5.35,48.6,470.02,2025年1季度股票投资明细
7,00003,香港中华煤气,4.75,67.6,417.34,2025年1季度股票投资明细
8,00857,中国石油股份,4.52,68.5,397.59,2025年1季度股票投资明细
9,01088,中国神华,3.98,12.0,349.52,2025年1季度股票投资明细
10,01038,长江基建集团,2.54,5.2,223.62,2025年1季度股票投资明细
11,00941,中国移动,14.88,20.45,1624.36,2025年2季度股票投资明细
12,00883,中国海洋石油,10.79,72.9,1178.05,2025年2季度股票投资明细
13,02328,中国财险,8.55,67.36,933.76,2025年2季度股票投资明细
14,00016,新鸿基地产,8.5,11.3,927.97,2025年2季度股票投资明细
15,00006,电能实业,5.61,13.3,611.9,2025年2季度股票投资明细
16,00857,中国石油股份,4.47,79.3,488.12,2025年2季度股票投资明细
17,00992,联想集团,4.42,56.2,482.79,2025年2季度股票投资明细
18,00003,香港中华煤气,4.31,78.2,469.96,2025年2季度股票投资明细
19,01088,中国神华,3.54,13.9,386.12,2025年2季度股票投资明细
20,01093,石药集团,2.74,42.6,299.14,2025年2季度股票投资明细
21,01038,长江基建集团,2.6,6.0,284.25,2025年2季度股票投资明细
22,00836,华润电力,2.18,13.8,238.36,2025年2季度股票投资明细
23,06186,中国飞鹤,2.07,43.32,225.59,2025年2季度股票投资明细
24,02688,新奥能源,2.04,3.9,223.0,2025年2季度股票投资明细
25,00019,太古股份公司A,1.69,3.0,183.99,2025年2季度股票投资明细
26,03606,福耀玻璃,1.54,3.29,167.93,2025年2季度股票投资明细
27,01929,周大福,1.35,12.0,146.86,2025年2季度股票投资明细
28,03998,波司登,1.3,33.48,141.66,2025年2季度股票投资明细
29,01530,三生制药,1.24,6.3,135.88,2025年2季度股票投资明细
30,03808,中国重汽,1.16,6.05,126.35,2025年2季度股票投资明细
31,03668,兖煤澳大利亚,1.07,4.32,116.42,2025年2季度股票投资明细
32,00868,信义玻璃,0.95,15.1,103.83,2025年2季度股票投资明细
33,00358,江西铜业股份,0.94,7.4,102.85,2025年2季度股票投资明细
34,01898,中煤能源,0.93,12.22,101.16,2025年2季度股票投资明细
35,00220,统一企业中国,0.9,11.4,98.76,2025年2季度股票投资明细
36,00867,康哲药业,0.89,8.86,96.98,2025年2季度股票投资明细
37,01258,中国有色矿业,0.72,11.8,78.45,2025年2季度股票投资明细
38,00968,信义光能,0.5,24.0,54.5,2025年2季度股票投资明细
39,01368,特步国际,0.34,7.2,36.97,2025年2季度股票投资明细
40,01579,颐海国际,0.3,2.6,32.96,2025年2季度股票投资明细
41,00941,中国移动,13.67,20.5,1581.51,2025年3季度股票投资明细
42,00883,中国海洋石油,10.98,73.1,1270.71,2025年3季度股票投资明细
43,02328,中国财险,9.36,67.56,1083.17,2025年3季度股票投资明细
44,00016,新鸿基地产,8.31,11.3,961.51,2025年3季度股票投资明细
45,00006,电能实业,5.19,13.35,600.64,2025年3季度股票投资明细
46,00992,联想集团,5.12,56.2,592.62,2025年3季度股票投资明细
47,00857,中国石油股份,4.44,79.5,513.85,2025年3季度股票投资明细
48,00003,香港中华煤气,4.18,78.4,483.86,2025年3季度股票投资明细
49,01088,中国神华,4.08,13.9,472.24,2025年3季度股票投资明细
50,01093,石药集团,3.16,42.8,366.14,2025年3季度股票投资明细
