序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,00700,腾讯控股,8.09,2.86,1311.73,2025年1季度股票投资明细
2,001380,华纬科技,5.22,27.0,847.26,2025年1季度股票投资明细
3,00168,青岛啤酒股份,4.71,14.8,764.84,2025年1季度股票投资明细
4,000333,美的集团,4.35,9.0,706.5,2025年1季度股票投资明细
5,600885,宏发股份,4.09,18.0,662.94,2025年1季度股票投资明细
6,000921,海信家电,3.6,19.65,583.8,2025年1季度股票投资明细
7,000858,五粮液,3.38,4.17,547.73,2025年1季度股票投资明细
8,00921,海信家电,3.3,22.2,534.71,2025年1季度股票投资明细
9,09988,阿里巴巴-W,3.09,4.24,500.84,2025年1季度股票投资明细
10,002011,盾安环境,2.99,40.0,484.4,2025年1季度股票投资明细
11,002138,顺络电子,2.77,15.55,449.08,2025年1季度股票投资明细
12,00700,腾讯控股,9.22,2.71,1243.11,2025年2季度股票投资明细
13,000333,美的集团,5.79,10.82,781.2,2025年2季度股票投资明细
14,09988,阿里巴巴-W,5.29,7.12,712.94,2025年2季度股票投资明细
15,00168,青岛啤酒股份,5.13,14.8,691.71,2025年2季度股票投资明细
16,600885,宏发股份,4.63,28.0,624.68,2025年2季度股票投资明细
17,000921,海信家电,3.74,19.65,505.01,2025年2季度股票投资明细
18,300750,宁德时代,3.55,1.9,479.22,2025年2季度股票投资明细
19,002011,盾安环境,3.44,40.0,464.0,2025年2季度股票投资明细
20,002138,顺络电子,3.24,15.55,437.27,2025年2季度股票投资明细
21,600809,山西汾酒,3.2,2.45,432.16,2025年2季度股票投资明细
22,02423,贝壳-W,3.03,9.45,408.49,2025年2季度股票投资明细
23,300037,新宙邦,2.94,11.27,396.7,2025年2季度股票投资明细
24,02869,绿城服务,2.75,93.0,371.47,2025年2季度股票投资明细
25,00921,海信家电,2.74,18.9,368.85,2025年2季度股票投资明细
26,000858,五粮液,2.65,3.0,356.7,2025年2季度股票投资明细
27,300408,三环集团,1.93,7.8,260.52,2025年2季度股票投资明细
28,06049,保利物业,1.79,8.0,241.85,2025年2季度股票投资明细
29,001380,华纬科技,1.77,11.64,238.39,2025年2季度股票投资明细
30,000915,华特达因,1.75,6.68,236.14,2025年2季度股票投资明细
31,000957,中通客车,1.67,20.6,225.16,2025年2季度股票投资明细
32,601702,华峰铝业,1.65,14.04,223.1,2025年2季度股票投资明细
33,02669,中海物业,1.48,40.0,199.9,2025年2季度股票投资明细
34,600499,科达制造,1.47,20.2,197.96,2025年2季度股票投资明细
35,688019,安集科技,1.46,1.3,197.34,2025年2季度股票投资明细
36,002594,比亚迪,1.45,0.59,195.83,2025年2季度股票投资明细
37,03900,绿城中国,1.42,22.2,191.32,2025年2季度股票投资明细
38,603596,伯特利,1.33,3.4,179.15,2025年2季度股票投资明细
39,601688,华泰证券,1.2,9.11,162.25,2025年2季度股票投资明细
40,02382,舜宇光学科技,1.17,2.5,158.11,2025年2季度股票投资明细
41,00960,龙湖集团,1.13,18.0,152.0,2025年2季度股票投资明细
42,02015,理想汽车-W,1.04,1.44,140.51,2025年2季度股票投资明细
43,600276,恒瑞医药,1.0,2.6,134.94,2025年2季度股票投资明细
44,00013,和黄医药,0.99,6.2,133.15,2025年2季度股票投资明细
45,02318,中国平安,0.89,2.65,120.47,2025年2季度股票投资明细
46,603369,今世缘,0.87,3.0,116.79,2025年2季度股票投资明细
47,06886,华泰证券,0.86,8.0,116.0,2025年2季度股票投资明细
48,03347,泰格医药,0.85,3.29,114.76,2025年2季度股票投资明细
49,02196,复星医药,0.8,7.0,107.76,2025年2季度股票投资明细
50,603325,博隆技术,0.67,1.0,90.29,2025年2季度股票投资明细
51,03908,中金公司,0.59,4.96,80.06,2025年2季度股票投资明细
52,002487,大金重工,0.58,2.38,78.3,2025年2季度股票投资明细
53,688212,澳华内镜,0.36,1.0,49.0,2025年2季度股票投资明细
54,000786,北新建材,0.35,1.8,47.66,2025年2季度股票投资明细
55,600801,华新水泥,0.35,3.98,47.12,2025年2季度股票投资明细
56,300633,开立医疗,0.33,1.5,44.58,2025年2季度股票投资明细
57,03958,东方证券,0.08,2.0,10.14,2025年2季度股票投资明细
58,301535,浙江华远,0.01,0.05,0.94,2025年2季度股票投资明细
59,301602,超研股份,0.01,0.04,0.93,2025年2季度股票投资明细
60,001391,国货航,0.01,0.1,0.69,2025年2季度股票投资明细
61,301662,宏工科技,0.0,0.01,0.64,2025年2季度股票投资明细
62,301479,弘景光电,0.0,0.01,0.62,2025年2季度股票投资明细
63,301275,汉朔科技,0.0,0.01,0.49,2025年2季度股票投资明细
64,001382,新亚电缆,0.0,0.02,0.44,2025年2季度股票投资明细
65,301173,毓恬冠佳,0.0,0.01,0.38,2025年2季度股票投资明细
66,301501,恒鑫生活,0.0,0.01,0.38,2025年2季度股票投资明细
67,001356,富岭股份,0.0,0.03,0.37,2025年2季度股票投资明细
68,001395,亚联机械,0.0,0.01,0.34,2025年2季度股票投资明细
69,001335,信凯科技,0.0,0.01,0.22,2025年2季度股票投资明细
70,00700,腾讯控股,9.64,2.22,1343.78,2025年3季度股票投资明细
71,09988,阿里巴巴-W,8.95,7.72,1247.53,2025年3季度股票投资明细
72,300750,宁德时代,5.48,1.9,763.8,2025年3季度股票投资明细
73,600885,宏发股份,5.3,28.0,738.08,2025年3季度股票投资明细
74,00168,青岛啤酒股份,4.37,12.6,609.69,2025年3季度股票投资明细
75,002138,顺络电子,3.71,14.7,516.85,2025年3季度股票投资明细
76,000333,美的集团,3.62,6.94,504.26,2025年3季度股票投资明细
77,300037,新宙邦,3.55,9.27,494.83,2025年3季度股票投资明细
78,600809,山西汾酒,3.41,2.45,475.32,2025年3季度股票投资明细
79,000921,海信家电,3.03,16.2,421.85,2025年3季度股票投资明细
80,00921,海信家电,2.53,15.9,352.46,2025年3季度股票投资明细
