序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,000333,美的集团,10.34,34.98,2745.93,2025年1季度股票投资明细
2,601899,紫金矿业,10.08,147.85,2679.04,2025年1季度股票投资明细
3,002003,伟星股份,8.7,192.62,2311.48,2025年1季度股票投资明细
4,002415,海康威视,7.42,64.22,1971.55,2025年1季度股票投资明细
5,600309,万华化学,6.86,27.1,1821.26,2025年1季度股票投资明细
6,002027,分众传媒,5.78,218.82,1536.12,2025年1季度股票投资明细
7,002318,久立特材,5.02,53.24,1334.19,2025年1季度股票投资明细
8,603997,继峰股份,4.82,111.25,1280.49,2025年1季度股票投资明细
9,603730,岱美股份,4.47,139.48,1186.96,2025年1季度股票投资明细
10,601677,明泰铝业,3.95,82.43,1050.16,2025年1季度股票投资明细
11,601899,紫金矿业,10.29,131.76,2569.32,2025年2季度股票投资明细
12,000333,美的集团,9.51,32.88,2373.94,2025年2季度股票投资明细
13,002003,伟星股份,8.42,192.62,2101.52,2025年2季度股票投资明细
14,002415,海康威视,6.93,62.43,1731.18,2025年2季度股票投资明细
15,002027,分众传媒,6.4,218.82,1597.39,2025年2季度股票投资明细
16,603997,继峰股份,5.78,110.63,1442.62,2025年2季度股票投资明细
17,002318,久立特材,4.99,53.24,1245.28,2025年2季度股票投资明细
18,603337,杰克股份,4.46,31.02,1113.0,2025年2季度股票投资明细
19,601677,明泰铝业,4.1,82.43,1023.78,2025年2季度股票投资明细
20,603730,岱美股份,3.56,156.15,888.51,2025年2季度股票投资明细
21,688349,三一重能,3.53,35.33,881.03,2025年2季度股票投资明细
22,002984,森麒麟,3.42,45.58,854.63,2025年2季度股票投资明细
23,600489,中金黄金,3.19,54.51,797.48,2025年2季度股票投资明细
24,002588,史丹利,2.53,71.82,632.73,2025年2季度股票投资明细
25,600309,万华化学,2.15,9.88,536.2,2025年2季度股票投资明细
26,603091,众鑫股份,2.05,8.08,511.13,2025年2季度股票投资明细
27,600547,山东黄金,2.02,15.81,504.81,2025年2季度股票投资明细
28,600933,爱柯迪,1.96,30.6,489.91,2025年2季度股票投资明细
29,002595,豪迈科技,1.89,7.96,471.39,2025年2季度股票投资明细
30,002028,思源电气,1.56,5.35,390.07,2025年2季度股票投资明细
31,002078,太阳纸业,1.37,25.41,342.02,2025年2季度股票投资明细
32,600885,宏发股份,1.16,12.96,289.05,2025年2季度股票投资明细
33,600585,海螺水泥,1.15,13.32,285.98,2025年2季度股票投资明细
34,601117,中国化学,0.91,29.62,227.19,2025年2季度股票投资明细
35,000975,山金国际,0.56,7.38,139.78,2025年2季度股票投资明细
36,600563,法拉电子,0.31,0.71,77.45,2025年2季度股票投资明细
37,000858,五粮液,0.1,0.2,23.78,2025年2季度股票投资明细
38,600499,科达制造,0.02,0.5,4.9,2025年2季度股票投资明细
39,688411,海博思创,0.02,0.06,4.68,2025年2季度股票投资明细
40,688545,兴福电子,0.01,0.09,2.5,2025年2季度股票投资明细
41,688583,思看科技,0.01,0.02,1.81,2025年2季度股票投资明细
42,301678,新恒汇,0.01,0.04,1.67,2025年2季度股票投资明细
43,301602,超研股份,0.01,0.07,1.63,2025年2季度股票投资明细
44,001388,信通电子,0.01,0.09,1.54,2025年2季度股票投资明细
45,301479,弘景光电,0.01,0.02,1.42,2025年2季度股票投资明细
46,301535,浙江华远,0.01,0.07,1.39,2025年2季度股票投资明细
47,688757,胜科纳米,0.01,0.05,1.39,2025年2季度股票投资明细
48,301275,汉朔科技,0.01,0.02,1.35,2025年2季度股票投资明细
49,688758,赛分科技,0.01,0.08,1.32,2025年2季度股票投资明细
50,603072,天和磁材,0.0,0.02,1.23,2025年2季度股票投资明细
51,301501,恒鑫生活,0.0,0.02,1.04,2025年2季度股票投资明细
52,001356,富岭股份,0.0,0.07,1.02,2025年2季度股票投资明细
53,301658,首航新能,0.0,0.04,1.0,2025年2季度股票投资明细
54,301665,泰禾股份,0.0,0.04,0.88,2025年2季度股票投资明细
55,301590,优优绿能,0.0,0.01,0.82,2025年2季度股票投资明细
56,688755,汉邦科技,0.0,0.02,0.8,2025年2季度股票投资明细
57,301173,毓恬冠佳,0.0,0.02,0.78,2025年2季度股票投资明细
58,301636,泽润新能,0.0,0.01,0.61,2025年2季度股票投资明细
59,301595,太力科技,0.0,0.02,0.57,2025年2季度股票投资明细
60,301560,众捷汽车,0.0,0.02,0.52,2025年2季度股票投资明细
61,603210,泰鸿万立,0.0,0.03,0.45,2025年2季度股票投资明细
62,603271,永杰新材,0.0,0.01,0.42,2025年2季度股票投资明细
63,603014,威高血净,0.0,0.01,0.42,2025年2季度股票投资明细
64,603124,江南新材,0.0,0.01,0.41,2025年2季度股票投资明细
65,001395,亚联机械,0.0,0.01,0.38,2025年2季度股票投资明细
66,603202,天有为,0.0,0.0,0.34,2025年2季度股票投资明细
67,603409,汇通控股,0.0,0.01,0.33,2025年2季度股票投资明细
68,001390,古麒绒材,0.0,0.02,0.32,2025年2季度股票投资明细
69,603257,中国瑞林,0.0,0.01,0.29,2025年2季度股票投资明细
70,603400,华之杰,0.0,0.01,0.25,2025年2季度股票投资明细
71,603382,海阳科技,0.0,0.01,0.24,2025年2季度股票投资明细
72,603120,肯特催化,0.0,0.01,0.22,2025年2季度股票投资明细
73,002832,比音勒芬,0.0,0.01,0.1,2025年2季度股票投资明细
74,601899,紫金矿业,11.05,89.75,2642.24,2025年3季度股票投资明细
75,000333,美的集团,9.05,29.79,2164.54,2025年3季度股票投资明细
76,002003,伟星股份,7.42,174.28,1774.2,2025年3季度股票投资明细
77,002415,海康威视,7.15,54.27,1710.59,2025年3季度股票投资明细
78,002027,分众传媒,6.98,207.15,1669.63,2025年3季度股票投资明细
79,603997,继峰股份,5.93,106.89,1418.43,2025年3季度股票投资明细
80,603337,杰克科技,5.55,27.93,1328.63,2025年3季度股票投资明细
81,002318,久立特材,5.05,49.54,1207.29,2025年3季度股票投资明细
82,601677,明泰铝业,4.65,77.23,1112.88,2025年3季度股票投资明细
83,688349,三一重能,4.49,35.33,1073.56,2025年3季度股票投资明细
