序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,603606,东方电缆,8.44,186.96,9104.85,2025年1季度股票投资明细
2,300274,阳光电源,5.46,84.8,5885.94,2025年1季度股票投资明细
3,002371,北方华创,4.05,10.49,4363.09,2025年1季度股票投资明细
4,300850,新强联,3.12,127.69,3364.55,2025年1季度股票投资明细
5,300750,宁德时代,3.01,12.85,3249.24,2025年1季度股票投资明细
6,002475,立讯精密,2.91,76.85,3142.4,2025年1季度股票投资明细
7,603236,移远通信,2.45,29.82,2638.09,2025年1季度股票投资明细
8,300433,蓝思科技,2.31,98.42,2492.98,2025年1季度股票投资明细
9,603067,振华股份,2.2,135.61,2377.16,2025年1季度股票投资明细
10,600487,亨通光电,2.07,134.19,2232.93,2025年1季度股票投资明细
11,603606,东方电缆,9.45,129.29,6685.48,2025年2季度股票投资明细
12,300274,阳光电源,4.03,42.09,2852.41,2025年2季度股票投资明细
13,300750,宁德时代,3.48,9.77,2463.16,2025年2季度股票投资明细
14,300850,新强联,3.25,64.26,2301.83,2025年2季度股票投资明细
15,688093,世华科技,3.1,70.65,2193.58,2025年2季度股票投资明细
16,002050,三花智控,3.1,82.98,2189.01,2025年2季度股票投资明细
17,002475,立讯精密,2.87,58.41,2026.24,2025年2季度股票投资明细
18,603236,移远通信,2.79,23.04,1976.46,2025年2季度股票投资明细
19,603067,振华股份,2.41,111.76,1703.25,2025年2季度股票投资明细
20,688608,恒玄科技,2.4,4.88,1698.35,2025年2季度股票投资明细
21,600522,中天科技,2.33,113.93,1647.43,2025年2季度股票投资明细
22,002531,天顺风能,2.26,223.79,1597.84,2025年2季度股票投资明细
23,600487,亨通光电,2.21,101.99,1560.45,2025年2季度股票投资明细
24,002371,北方华创,2.19,3.5,1546.94,2025年2季度股票投资明细
25,301155,海力风电,2.11,20.71,1488.81,2025年2季度股票投资明细
26,300990,同飞股份,2.09,29.64,1479.04,2025年2季度股票投资明细
27,300433,蓝思科技,2.0,63.57,1417.61,2025年2季度股票投资明细
28,603218,日月股份,1.88,104.51,1326.23,2025年2季度股票投资明细
29,605589,圣泉集团,1.73,44.0,1221.0,2025年2季度股票投资明细
30,002245,蔚蓝锂芯,1.72,94.69,1214.87,2025年2季度股票投资明细
31,689009,九号公司,1.69,20.23,1197.04,2025年2季度股票投资明细
32,002517,恺英网络,1.68,61.35,1184.67,2025年2季度股票投资明细
33,688127,蓝特光学,1.52,41.73,1072.97,2025年2季度股票投资明细
34,002273,水晶光电,1.49,52.88,1056.01,2025年2季度股票投资明细
35,002487,大金重工,1.47,31.55,1038.0,2025年2季度股票投资明细
36,002384,东山精密,1.44,26.98,1019.03,2025年2季度股票投资明细
37,688252,天德钰,1.29,37.44,912.89,2025年2季度股票投资明细
38,002850,科达利,1.23,7.71,872.54,2025年2季度股票投资明细
39,603062,麦加芯彩,1.23,19.8,870.61,2025年2季度股票投资明细
40,301291,明阳电气,1.15,19.83,816.0,2025年2季度股票投资明细
41,688099,晶晨股份,1.07,10.64,755.65,2025年2季度股票投资明细
42,300680,隆盛科技,1.04,19.38,734.7,2025年2季度股票投资明细
43,688411,海博思创,1.04,8.62,734.3,2025年2季度股票投资明细
44,688401,路维光电,1.01,20.49,711.08,2025年2季度股票投资明细
45,301392,汇成真空,1.0,5.94,708.11,2025年2季度股票投资明细
46,601689,拓普集团,1.0,14.94,705.92,2025年2季度股票投资明细
47,605305,中际联合,1.0,25.38,705.06,2025年2季度股票投资明细
48,603809,豪能股份,0.98,45.13,690.55,2025年2季度股票投资明细
49,002202,金风科技,0.97,66.74,684.04,2025年2季度股票投资明细
50,600480,凌云股份,0.94,54.68,665.43,2025年2季度股票投资明细
51,002605,姚记科技,0.87,22.08,616.03,2025年2季度股票投资明细
52,301363,美好医疗,0.84,33.67,593.9,2025年2季度股票投资明细
53,002965,祥鑫科技,0.8,14.46,566.96,2025年2季度股票投资明细
54,688041,海光信息,0.79,3.98,561.97,2025年2季度股票投资明细
55,300354,东华测试,0.73,13.27,515.94,2025年2季度股票投资明细
56,002130,沃尔核材,0.7,20.67,492.36,2025年2季度股票投资明细
57,000733,振华科技,0.56,7.9,395.4,2025年2季度股票投资明细
58,688596,正帆科技,0.54,11.22,380.66,2025年2季度股票投资明细
