序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,601838,成都银行,6.14,63.16,1085.72,2025年1季度股票投资明细
2,02328,中国财险,5.56,74.0,981.98,2025年1季度股票投资明细
3,01339,中国人民保险集团,5.53,263.2,976.47,2025年1季度股票投资明细
4,601077,渝农商行,5.47,159.04,966.96,2025年1季度股票投资明细
5,600919,江苏银行,5.16,95.91,911.15,2025年1季度股票投资明细
6,300033,同花顺,4.56,2.82,805.39,2025年1季度股票投资明细
7,01398,工商银行,4.48,154.9,791.54,2025年1季度股票投资明细
8,00939,建设银行,4.47,124.4,789.94,2025年1季度股票投资明细
9,09636,九方智投控股,4.13,20.65,728.95,2025年1季度股票投资明细
10,601288,农业银行,3.54,120.77,625.59,2025年1季度股票投资明细
11,01288,农业银行,1.89,77.4,334.37,2025年1季度股票投资明细
12,601939,建设银行,1.58,31.67,279.65,2025年1季度股票投资明细
13,600919,江苏银行,9.1,67.83,809.89,2025年2季度股票投资明细
14,601288,农业银行,8.32,125.93,740.47,2025年2季度股票投资明细
15,09636,九方智投控股,8.15,16.61,725.56,2025年2季度股票投资明细
16,00939,建设银行,8.15,100.42,725.0,2025年2季度股票投资明细
17,601838,成都银行,7.54,33.37,670.74,2025年2季度股票投资明细
18,02328,中国财险,5.82,37.38,518.06,2025年2季度股票投资明细
19,03908,中金公司,5.68,31.32,505.5,2025年2季度股票投资明细
20,01339,中国人民保险集团,4.95,80.9,440.1,2025年2季度股票投资明细
21,600926,杭州银行,4.94,26.13,439.51,2025年2季度股票投资明细
22,300033,同花顺,3.59,1.17,319.42,2025年2季度股票投资明细
23,601166,兴业银行,3.42,13.05,304.59,2025年2季度股票投资明细
24,300059,东方财富,3.08,11.84,273.86,2025年2季度股票投资明细
25,000001,平安银行,2.96,21.84,263.61,2025年2季度股票投资明细
26,00966,中国太平,2.71,17.26,240.78,2025年2季度股票投资明细
27,601077,渝农商行,2.09,26.06,186.07,2025年2季度股票投资明细
28,02628,中国人寿,1.8,9.3,159.77,2025年2季度股票投资明细
29,00388,香港交易所,1.29,0.3,114.58,2025年2季度股票投资明细
30,601628,中国人寿,1.29,2.78,114.51,2025年2季度股票投资明细
31,01398,工商银行,1.27,20.01,113.45,2025年2季度股票投资明细
32,002142,宁波银行,1.02,3.31,90.56,2025年2季度股票投资明细
33,603072,天和磁材,0.01,0.02,1.03,2025年2季度股票投资明细
34,603124,江南新材,0.0,0.01,0.41,2025年2季度股票投资明细
35,603210,泰鸿万立,0.0,0.02,0.35,2025年2季度股票投资明细
36,603014,威高血净,0.0,0.01,0.28,2025年2季度股票投资明细
37,603202,天有为,0.0,0.0,0.24,2025年2季度股票投资明细
38,603257,中国瑞林,0.0,0.01,0.24,2025年2季度股票投资明细
39,603271,永杰新材,0.0,0.01,0.22,2025年2季度股票投资明细
40,603120,肯特催化,0.0,0.01,0.22,2025年2季度股票投资明细
41,603409,汇通控股,0.0,0.01,0.18,2025年2季度股票投资明细
42,02669,中海物业,0.0,0.0,0.0,2025年2季度股票投资明细
43,09636,九方智投控股,9.87,11.46,780.6,2025年3季度股票投资明细
44,600208,衢州发展,6.98,122.13,552.03,2025年3季度股票投资明细
45,01339,中国人民保险集团,6.36,80.9,503.2,2025年3季度股票投资明细
46,300033,同花顺,5.5,1.17,434.97,2025年3季度股票投资明细
47,600926,杭州银行,5.05,26.13,399.01,2025年3季度股票投资明细
48,600919,江苏银行,4.74,37.37,374.82,2025年3季度股票投资明细
49,601838,成都银行,4.5,20.64,356.04,2025年3季度股票投资明细
50,600895,张江高科,3.6,5.18,284.64,2025年3季度股票投资明细
51,300803,指南针,3.15,1.49,249.02,2025年3季度股票投资明细
52,000776,广发证券,3.01,10.68,237.95,2025年3季度股票投资明细
