序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,02899,紫金矿业,6.69,9.6,175.53,2025年2季度股票投资明细
2,00883,中国海洋石油,5.91,9.6,155.13,2025年2季度股票投资明细
3,01378,中国宏桥,5.75,9.2,150.85,2025年2季度股票投资明细
4,600489,中金黄金,5.61,10.07,147.32,2025年2季度股票投资明细
5,000975,山金国际,5.01,6.95,131.63,2025年2季度股票投资明细
6,600988,赤峰黄金,4.25,4.48,111.46,2025年2季度股票投资明细
7,002532,天山铝业,4.01,12.66,105.2,2025年2季度股票投资明细
8,02600,中国铝业,3.85,21.0,101.12,2025年2季度股票投资明细
9,000807,云铝股份,3.63,5.96,95.24,2025年2季度股票投资明细
10,000933,神火股份,3.61,5.69,94.68,2025年2季度股票投资明细
11,01088,中国神华,3.28,3.1,86.08,2025年2季度股票投资明细
12,002466,天齐锂业,2.86,2.34,74.97,2025年2季度股票投资明细
13,600549,厦门钨业,2.84,3.57,74.68,2025年2季度股票投资明细
14,00857,中国石油股份,2.77,11.8,72.64,2025年2季度股票投资明细
15,601168,西部矿业,2.39,3.78,62.86,2025年2季度股票投资明细
16,01772,赣锋锂业,2.33,2.94,61.13,2025年2季度股票投资明细
17,002756,永兴材料,2.24,1.85,58.74,2025年2季度股票投资明细
18,600096,云天化,2.01,2.4,52.73,2025年2季度股票投资明细
19,000792,盐湖股份,1.85,2.85,48.68,2025年2季度股票投资明细
20,002738,中矿资源,1.48,1.21,38.91,2025年2季度股票投资明细
21,601225,陕西煤业,1.46,1.99,38.29,2025年2季度股票投资明细
22,00358,江西铜业股份,1.38,2.6,36.14,2025年2季度股票投资明细
23,03993,洛阳钼业,1.25,4.5,32.75,2025年2季度股票投资明细
24,603993,洛阳钼业,1.18,3.68,30.99,2025年2季度股票投资明细
25,603799,华友钴业,1.02,0.73,26.84,2025年2季度股票投资明细
26,000408,藏格矿业,1.01,0.62,26.46,2025年2季度股票投资明细
27,002128,电投能源,1.0,1.33,26.31,2025年2季度股票投资明细
28,000708,中信特钢,0.96,2.15,25.28,2025年2季度股票投资明细
29,600989,宝丰能源,0.92,1.49,24.05,2025年2季度股票投资明细
30,600938,中国海油,0.85,0.85,22.19,2025年2季度股票投资明细
31,601898,中煤能源,0.81,1.94,21.22,2025年2季度股票投资明细
32,600346,恒力石化,0.72,1.33,18.97,2025年2季度股票投资明细
33,601857,中国石油,0.65,2.01,17.19,2025年2季度股票投资明细
34,01898,中煤能源,0.54,1.7,14.08,2025年2季度股票投资明细
35,601088,中国神华,0.53,0.34,13.78,2025年2季度股票投资明细
36,600282,南钢股份,0.49,3.05,12.81,2025年2季度股票投资明细
37,002460,赣锋锂业,0.48,0.37,12.49,2025年2季度股票投资明细
38,601899,紫金矿业,0.44,0.59,11.51,2025年2季度股票投资明细
39,00386,中国石油化工股份,0.31,2.2,8.25,2025年2季度股票投资明细
40,02899,紫金矿业,4.04,8.6,255.96,2025年3季度股票投资明细
41,000630,铜陵有色,3.7,43.77,234.61,2025年3季度股票投资明细
42,01258,中国有色矿业,3.61,16.7,228.4,2025年3季度股票投资明细
43,00358,江西铜业股份,3.56,8.1,225.55,2025年3季度股票投资明细
44,002532,天山铝业,3.52,19.23,222.88,2025年3季度股票投资明细
45,000807,云铝股份,3.42,10.5,216.3,2025年3季度股票投资明细
46,600489,中金黄金,3.33,9.61,210.75,2025年3季度股票投资明细
47,600595,中孚实业,3.33,40.57,210.56,2025年3季度股票投资明细
48,600549,厦门钨业,3.23,6.9,204.24,2025年3季度股票投资明细
49,02600,中国铝业,2.37,20.4,150.3,2025年3季度股票投资明细
50,601600,中国铝业,1.11,8.53,70.29,2025年3季度股票投资明细
51,601899,紫金矿业,0.23,0.5,14.72,2025年3季度股票投资明细
