序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,600153,建发股份,4.68,843.82,8750.45,2025年1季度股票投资明细
2,300750,宁德时代,4.13,30.51,7717.2,2025年1季度股票投资明细
3,601899,紫金矿业,2.76,284.67,5158.28,2025年1季度股票投资明细
4,000921,海信家电,2.51,157.64,4683.57,2025年1季度股票投资明细
5,300416,苏试试验,2.09,228.16,3912.86,2025年1季度股票投资明细
6,603993,洛阳钼业,1.86,458.39,3483.76,2025年1季度股票投资明细
7,600988,赤峰黄金,1.74,141.72,3245.39,2025年1季度股票投资明细
8,300442,润泽科技,1.63,53.4,3051.28,2025年1季度股票投资明细
9,000425,徐工机械,1.6,348.09,3000.54,2025年1季度股票投资明细
10,300502,新易盛,1.59,30.34,2976.96,2025年1季度股票投资明细
11,600153,建发股份,4.41,780.6,8094.86,2025年2季度股票投资明细
12,601899,紫金矿业,3.8,357.15,6964.49,2025年2季度股票投资明细
13,300502,新易盛,3.75,54.21,6885.5,2025年2季度股票投资明细
14,300750,宁德时代,3.38,24.59,6202.09,2025年2季度股票投资明细
15,300394,天孚通信,3.35,77.03,6150.11,2025年2季度股票投资明细
16,002463,沪电股份,3.02,130.0,5535.4,2025年2季度股票投资明细
17,000921,海信家电,2.21,157.64,4051.42,2025年2季度股票投资明细
18,002048,宁波华翔,2.06,205.47,3782.7,2025年2季度股票投资明细
19,002371,北方华创,2.0,8.3,3670.34,2025年2季度股票投资明细
20,603993,洛阳钼业,1.95,425.85,3585.66,2025年2季度股票投资明细
21,600039,四川路桥,1.93,356.97,3534.04,2025年2季度股票投资明细
22,000333,美的集团,1.89,48.0,3465.6,2025年2季度股票投资明细
23,605499,东鹏饮料,1.85,10.81,3394.57,2025年2季度股票投资明细
24,605319,无锡振华,1.68,90.0,3074.4,2025年2季度股票投资明细
25,601138,工业富联,1.6,137.14,2932.05,2025年2季度股票投资明细
26,600323,瀚蓝环境,1.53,115.5,2812.43,2025年2季度股票投资明细
27,688041,海光信息,1.51,19.57,2764.65,2025年2季度股票投资明细
28,600919,江苏银行,1.45,223.15,2664.41,2025年2季度股票投资明细
29,002244,滨江集团,1.36,255.6,2492.1,2025年2季度股票投资明细
30,600967,内蒙一机,1.34,127.17,2460.74,2025年2季度股票投资明细
31,601009,南京银行,1.3,204.97,2381.8,2025年2季度股票投资明细
32,600900,长江电力,1.27,77.05,2322.29,2025年2季度股票投资明细
33,002384,东山精密,1.24,60.1,2269.98,2025年2季度股票投资明细
34,300476,胜宏科技,1.21,16.5,2217.27,2025年2季度股票投资明细
35,300416,苏试试验,1.15,146.65,2101.49,2025年2季度股票投资明细
36,603019,中科曙光,1.1,28.6,2013.44,2025年2季度股票投资明细
37,300433,蓝思科技,1.05,86.48,1928.5,2025年2季度股票投资明细
38,002966,苏州银行,1.02,213.12,1871.19,2025年2季度股票投资明细
39,600079,人福医药,1.02,88.78,1862.6,2025年2季度股票投资明细
40,600114,东睦股份,1.0,90.0,1830.6,2025年2季度股票投资明细
41,000425,徐工机械,0.99,234.83,1824.63,2025年2季度股票投资明细
42,000528,柳工,0.98,187.36,1800.57,2025年2季度股票投资明细
43,00700,腾讯控股,0.92,3.67,1683.47,2025年2季度股票投资明细
44,600487,亨通光电,0.9,107.55,1645.52,2025年2季度股票投资明细
45,01810,小米集团-W,0.89,30.0,1640.14,2025年2季度股票投资明细
46,002970,锐明技术,0.88,32.76,1618.34,2025年2季度股票投资明细
47,002487,大金重工,0.85,47.12,1550.08,2025年2季度股票投资明细
48,600547,山东黄金,0.84,48.4,1545.41,2025年2季度股票投资明细
49,603885,吉祥航空,0.83,112.46,1514.84,2025年2季度股票投资明细
50,600690,海尔智家,0.82,60.8,1506.62,2025年2季度股票投资明细
51,300037,新宙邦,0.82,42.69,1502.69,2025年2季度股票投资明细
52,600782,新钢股份,0.8,412.23,1459.29,2025年2季度股票投资明细
53,003000,劲仔食品,0.74,101.96,1348.93,2025年2季度股票投资明细
54,688213,思特威,0.71,12.71,1299.15,2025年2季度股票投资明细
55,601117,中国化学,0.68,162.93,1249.67,2025年2季度股票投资明细
56,603063,禾望电气,0.66,35.82,1212.87,2025年2季度股票投资明细
57,603179,新泉股份,0.65,25.38,1192.1,2025年2季度股票投资明细
58,601166,兴业银行,0.63,49.27,1149.96,2025年2季度股票投资明细
59,300203,聚光科技,0.62,51.31,1135.49,2025年2季度股票投资明细
60,601288,农业银行,0.61,189.1,1111.91,2025年2季度股票投资明细
61,000975,山金国际,0.59,57.1,1081.55,2025年2季度股票投资明细
62,300401,花园生物,0.59,70.81,1077.02,2025年2季度股票投资明细
63,002335,科华数据,0.58,25.0,1067.0,2025年2季度股票投资明细
64,000932,华菱钢铁,0.58,241.59,1063.0,2025年2季度股票投资明细
65,002170,芭田股份,0.56,100.83,1033.51,2025年2季度股票投资明细
66,600027,华电国际,0.56,188.62,1031.75,2025年2季度股票投资明细
67,600649,城投控股,0.56,239.71,1028.36,2025年2季度股票投资明细
68,002895,川恒股份,0.53,43.36,978.2,2025年2季度股票投资明细
69,09992,泡泡玛特,0.53,4.0,972.5,2025年2季度股票投资明细
70,002837,英维克,0.49,30.0,891.3,2025年2季度股票投资明细
71,002967,广电计量,0.48,49.96,878.8,2025年2季度股票投资明细
72,002532,天山铝业,0.48,105.43,876.12,2025年2季度股票投资明细
73,300308,中际旭创,0.47,5.95,867.87,2025年2季度股票投资明细
74,300738,奥飞数据,0.45,39.11,818.57,2025年2季度股票投资明细
75,000729,燕京啤酒,0.42,58.98,762.59,2025年2季度股票投资明细
76,603893,瑞芯微,0.4,4.89,742.6,2025年2季度股票投资明细
77,605080,浙江自然,0.39,25.87,719.19,2025年2季度股票投资明细
78,301155,海力风电,0.37,9.34,671.55,2025年2季度股票投资明细
79,300138,晨光生物,0.36,55.18,668.78,2025年2季度股票投资明细
80,600060,海信视像,0.36,28.77,662.29,2025年2季度股票投资明细
