序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,300750,宁德时代,5.63,10.96,2771.21,2025年1季度股票投资明细
2,000333,美的集团,3.33,20.87,1638.22,2025年1季度股票投资明细
3,002594,比亚迪,2.76,3.62,1358.49,2025年1季度股票投资明细
4,300059,东方财富,2.44,53.22,1201.66,2025年1季度股票投资明细
5,000858,五粮液,2.06,7.73,1015.87,2025年1季度股票投资明细
6,000651,格力电器,1.72,18.57,844.37,2025年1季度股票投资明细
7,002475,立讯精密,1.65,19.84,811.29,2025年1季度股票投资明细
8,000725,京东方A,1.2,141.77,588.36,2025年1季度股票投资明细
9,300124,汇川技术,1.1,7.97,543.25,2025年1季度股票投资明细
10,300760,迈瑞医疗,1.08,2.28,533.52,2025年1季度股票投资明细
11,400174,中天3,0.0,10.01,1.4,2025年1季度股票投资明细
12,300750,宁德时代,5.53,10.43,2629.65,2025年2季度股票投资明细
13,000333,美的集团,3.03,19.93,1438.88,2025年2季度股票投资明细
14,300059,东方财富,2.46,50.67,1171.95,2025年2季度股票投资明细
15,002594,比亚迪,2.39,3.42,1136.33,2025年2季度股票投资明细
16,000858,五粮液,1.84,7.34,873.21,2025年2季度股票投资明细
17,000651,格力电器,1.66,17.6,790.77,2025年2季度股票投资明细
18,002475,立讯精密,1.38,18.92,656.36,2025年2季度股票投资明细
19,000725,京东方A,1.13,134.12,535.16,2025年2季度股票投资明细
20,300124,汇川技术,1.09,8.05,519.73,2025年2季度股票投资明细
21,300308,中际旭创,1.07,3.48,508.06,2025年2季度股票投资明细
22,002371,北方华创,1.06,1.14,504.12,2025年2季度股票投资明细
23,300760,迈瑞医疗,1.04,2.21,496.7,2025年2季度股票投资明细
24,300502,新易盛,0.95,3.54,449.98,2025年2季度股票投资明细
25,002352,顺丰控股,0.92,8.95,436.32,2025年2季度股票投资明细
26,002714,牧原股份,0.9,10.15,426.33,2025年2季度股票投资明细
27,002415,海康威视,0.89,15.28,423.66,2025年2季度股票投资明细
28,000063,中兴通讯,0.88,12.91,419.55,2025年2季度股票投资明细
