序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,002371,北方华创,15.0,5.81,2416.13,2025年1季度股票投资明细
2,688012,中微公司,12.34,10.79,1988.58,2025年1季度股票投资明细
3,688981,中芯国际,11.28,20.34,1816.53,2025年1季度股票投资明细
4,688041,海光信息,8.34,9.51,1343.54,2025年1季度股票投资明细
5,603501,韦尔股份,7.18,8.71,1155.99,2025年1季度股票投资明细
6,688120,华海清科,4.09,3.99,659.17,2025年1季度股票投资明细
7,688072,拓荆科技,3.82,3.91,615.22,2025年1季度股票投资明细
8,300346,南大光电,3.66,16.16,588.98,2025年1季度股票投资明细
9,300604,长川科技,3.19,12.31,513.08,2025年1季度股票投资明细
10,688126,沪硅产业,2.67,23.13,429.56,2025年1季度股票投资明细
11,688605,先锋精科,0.02,0.05,3.53,2025年1季度股票投资明细
12,688449,联芸科技,0.01,0.04,1.96,2025年1季度股票投资明细
13,688411,海博思创,0.01,0.03,1.86,2025年1季度股票投资明细
14,688583,思看科技,0.01,0.02,1.44,2025年1季度股票投资明细
15,688545,兴福电子,0.01,0.05,1.2,2025年1季度股票投资明细
16,002371,北方华创,14.2,5.78,2555.09,2025年2季度股票投资明细
17,688012,中微公司,14.07,13.89,2531.27,2025年2季度股票投资明细
18,688981,中芯国际,9.54,19.48,1717.15,2025年2季度股票投资明细
19,688041,海光信息,7.15,9.11,1286.66,2025年2季度股票投资明细
20,688256,寒武纪,6.8,2.03,1223.75,2025年2季度股票投资明细
21,688120,华海清科,5.11,5.45,920.02,2025年2季度股票投资明细
22,300346,南大光电,4.0,22.74,719.61,2025年2季度股票投资明细
23,688072,拓荆科技,3.93,4.6,707.54,2025年2季度股票投资明细
24,300604,长川科技,3.62,14.52,652.09,2025年2季度股票投资明细
25,688361,中科飞测,3.45,7.37,620.66,2025年2季度股票投资明细
26,688019,安集科技,3.26,3.87,587.18,2025年2季度股票投资明细
27,688126,沪硅产业,2.82,27.12,507.76,2025年2季度股票投资明细
28,688200,华峰测控,2.14,2.67,384.68,2025年2季度股票投资明细
29,688082,盛美上海,1.84,2.9,330.31,2025年2季度股票投资明细
30,688037,芯源微,1.57,2.64,283.12,2025年2季度股票投资明细
31,300666,江丰电子,1.44,3.49,258.61,2025年2季度股票投资明细
32,002409,雅克科技,1.43,4.72,258.14,2025年2季度股票投资明细
33,605358,立昂微,1.14,8.83,205.83,2025年2季度股票投资明细
34,688234,天岳先进,0.92,2.82,165.25,2025年2季度股票投资明细
35,300236,上海新阳,0.78,3.62,140.64,2025年2季度股票投资明细
36,688409,富创精密,0.77,2.53,139.28,2025年2季度股票投资明细
37,301611,珂玛科技,0.62,2.02,111.12,2025年2季度股票投资明细
38,600206,有研新材,0.52,4.9,93.64,2025年2季度股票投资明细
39,688652,京仪装备,0.44,1.39,79.62,2025年2季度股票投资明细
40,688146,中船特气,0.42,2.63,75.93,2025年2季度股票投资明细
41,300655,晶瑞电材,0.39,7.01,70.17,2025年2季度股票投资明细
42,688584,上海合晶,0.33,3.3,59.03,2025年2季度股票投资明细
43,603690,至纯科技,0.31,2.22,55.48,2025年2季度股票投资明细
44,603061,金海通,0.28,0.6,50.73,2025年2季度股票投资明细
45,688549,中巨芯,0.21,4.89,37.82,2025年2季度股票投资明细
46,002119,康强电子,0.21,2.17,37.09,2025年2季度股票投资明细
47,603078,江化微,0.2,1.91,35.6,2025年2季度股票投资明细
