序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,09992,泡泡玛特,3.48,0.82,118.43,2025年1季度股票投资明细
2,00728,中国电信,2.28,14.4,77.61,2025年1季度股票投资明细
3,09926,康方生物,1.65,0.8,56.26,2025年1季度股票投资明细
4,00168,青岛啤酒股份,1.52,1.0,51.68,2025年1季度股票投资明细
5,00788,中国铁塔,1.36,4.8,46.33,2025年1季度股票投资明细
6,02018,瑞声科技,1.21,0.95,41.29,2025年1季度股票投资明细
7,00268,金蝶国际,1.21,3.4,41.29,2025年1季度股票投资明细
8,00020,商汤-W,1.21,29.9,41.11,2025年1季度股票投资明细
9,00300,美的集团,1.16,0.54,39.37,2025年1季度股票投资明细
10,00019,太古股份公司A,0.93,0.5,31.65,2025年1季度股票投资明细
11,00087,太古股份公司B,0.37,1.25,12.48,2025年1季度股票投资明细
12,09992,泡泡玛特,5.35,1.5,364.69,2025年2季度股票投资明细
13,00728,中国电信,2.0,26.8,136.38,2025年2季度股票投资明细
14,09926,康方生物,1.72,1.4,117.4,2025年2季度股票投资明细
15,01339,中国人民保险集团,1.41,17.7,96.36,2025年2季度股票投资明细
16,00788,中国铁塔,1.35,9.0,92.09,2025年2季度股票投资明细
17,00268,金蝶国际,1.26,6.1,85.89,2025年2季度股票投资明细
18,00300,美的集团,1.25,1.26,85.55,2025年2季度股票投资明细
19,01530,三生制药,1.23,3.9,84.11,2025年2季度股票投资明细
20,01336,新华保险,1.14,2.0,77.97,2025年2季度股票投资明细
21,00020,商汤-W,1.12,56.4,76.64,2025年2季度股票投资明细
22,06030,中信证券,1.09,3.45,74.57,2025年2季度股票投资明细
23,01919,中远海控,1.07,5.85,72.77,2025年2季度股票投资明细
24,03888,金山软件,1.04,1.9,70.87,2025年2季度股票投资明细
25,01898,中煤能源,1.01,8.3,68.73,2025年2季度股票投资明细
26,09863,零跑汽车,0.99,1.36,67.84,2025年2季度股票投资明细
27,00168,青岛啤酒股份,0.96,1.4,65.43,2025年2季度股票投资明细
28,03606,福耀玻璃,0.93,1.24,63.38,2025年2季度股票投资明细
29,00412,山高控股,0.91,4.3,62.11,2025年2季度股票投资明细
30,01308,海丰国际,0.91,2.7,61.93,2025年2季度股票投资明细
31,01988,民生银行,0.9,15.2,61.68,2025年2季度股票投资明细
32,02611,国泰海通,0.9,5.34,61.41,2025年2季度股票投资明细
33,01818,招金矿业,0.87,3.2,59.53,2025年2季度股票投资明细
34,02018,瑞声科技,0.84,1.55,57.53,2025年2季度股票投资明细
35,06881,中国银河,0.84,7.1,57.17,2025年2季度股票投资明细
36,02338,潍柴动力,0.83,3.9,56.69,2025年2季度股票投资明细
37,09688,再鼎医药,0.82,2.23,55.82,2025年2季度股票投资明细
38,03993,洛阳钼业,0.8,7.5,54.58,2025年2季度股票投资明细
39,03908,中金公司,0.78,3.28,52.94,2025年2季度股票投资明细
40,01816,中广核电力,0.77,21.5,52.35,2025年2季度股票投资明细
41,02333,长城汽车,0.76,4.7,51.78,2025年2季度股票投资明细
42,00136,中国儒意,0.74,22.0,50.76,2025年2季度股票投资明细
43,00780,同程旅行,0.74,2.84,50.71,2025年2季度股票投资明细
44,02359,药明康德,0.74,0.71,50.64,2025年2季度股票投资明细
45,02367,巨子生物,0.73,0.94,49.46,2025年2季度股票投资明细
46,06186,中国飞鹤,0.7,9.2,47.91,2025年2季度股票投资明细
47,01347,华虹半导体,0.7,1.5,47.47,2025年2季度股票投资明细
48,01171,兖矿能源,0.69,6.61,47.08,2025年2季度股票投资明细
49,00019,太古股份公司A,0.67,0.75,46.0,2025年2季度股票投资明细
50,01099,国药控股,0.67,2.72,45.59,2025年2季度股票投资明细
51,00914,海螺水泥,0.67,2.5,45.51,2025年2季度股票投资明细
52,09880,优必选,0.63,0.57,42.71,2025年2季度股票投资明细
53,03800,协鑫科技,0.62,46.3,42.22,2025年2季度股票投资明细
54,01800,中国交通建设,0.62,9.0,42.1,2025年2季度股票投资明细
55,02799,中信金融资产,0.61,35.9,41.91,2025年2季度股票投资明细
56,00916,龙源电力,0.61,6.4,41.26,2025年2季度股票投资明细
57,03311,中国建筑国际,0.6,3.8,41.03,2025年2季度股票投资明细
58,00966,中国太平,0.6,2.92,40.74,2025年2季度股票投资明细
59,00384,中国燃气,0.6,6.08,40.64,2025年2季度股票投资明细
60,06886,华泰证券,0.6,2.8,40.6,2025年2季度股票投资明细
61,03998,波司登,0.58,9.4,39.78,2025年2季度股票投资明细
62,00902,华能国际电力股份,0.58,8.6,39.68,2025年2季度股票投资明细
63,02600,中国铝业,0.56,8.0,38.52,2025年2季度股票投资明细
64,01766,中国中车,0.56,8.9,38.47,2025年2季度股票投资明细
65,00008,电讯盈科,0.56,7.9,38.42,2025年2季度股票投资明细
66,01548,金斯瑞生物科技,0.55,2.8,37.79,2025年2季度股票投资明细
67,00270,粤海投资,0.53,6.0,35.89,2025年2季度股票投资明细
68,00522,ASMPT,0.52,0.68,35.69,2025年2季度股票投资明细
69,01910,新秀丽,0.52,2.67,35.55,2025年2季度股票投资明细
70,00763,中兴通讯,0.5,1.54,34.13,2025年2季度股票投资明细
71,09899,网易云音乐,0.5,0.16,34.07,2025年2季度股票投资明细
72,00144,招商局港口,0.5,2.6,33.91,2025年2季度股票投资明细
73,06990,科伦博泰生物-B,0.48,0.11,32.82,2025年2季度股票投资明细
74,00425,敏实集团,0.48,1.6,32.68,2025年2季度股票投资明细
75,00358,江西铜业股份,0.47,2.3,31.97,2025年2季度股票投资明细
76,02099,中国黄金国际,0.46,0.48,31.08,2025年2季度股票投资明细
77,00148,建滔集团,0.45,1.35,30.9,2025年2季度股票投资明细
78,01208,五矿资源,0.45,8.8,30.74,2025年2季度股票投资明细
79,00868,信义玻璃,0.44,4.4,30.25,2025年2季度股票投资明细
