序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,601058,赛轮轮胎,9.58,3317.34,47869.28,2025年1季度股票投资明细
2,600378,昊华科技,9.01,1690.31,45046.74,2025年1季度股票投资明细
3,000807,云铝股份,8.06,2323.81,40294.8,2025年1季度股票投资明细
4,601600,中国铝业,8.01,5369.72,40058.11,2025年1季度股票投资明细
5,600547,山东黄金,7.37,1370.21,36831.3,2025年1季度股票投资明细
6,002149,西部材料,6.48,1619.55,32407.2,2025年1季度股票投资明细
7,600489,中金黄金,5.43,1927.84,27124.66,2025年1季度股票投资明细
8,000811,冰轮环境,5.38,2192.45,26879.48,2025年1季度股票投资明细
9,601899,紫金矿业,5.13,1414.88,25637.63,2025年1季度股票投资明细
10,000422,湖北宜化,3.71,1362.25,18540.28,2025年1季度股票投资明细
11,600366,宁波韵升,2.97,1821.88,14830.12,2025年1季度股票投资明细
12,603067,振华股份,2.54,724.08,12693.04,2025年1季度股票投资明细
13,600259,广晟有色,1.2,179.77,5986.34,2025年1季度股票投资明细
14,603773,沃格光电,1.01,200.3,5041.65,2025年1季度股票投资明细
15,603970,中农立华,0.78,292.63,3883.25,2025年1季度股票投资明细
16,688523,航天环宇,0.52,129.2,2578.85,2025年1季度股票投资明细
17,301606,绿联科技,0.47,58.13,2325.87,2025年1季度股票投资明细
18,301548,崇德科技,0.38,38.7,1895.91,2025年1季度股票投资明细
19,601058,赛轮轮胎,9.15,3359.63,44078.4,2025年2季度股票投资明细
20,600547,山东黄金,9.08,1370.21,43750.87,2025年2季度股票投资明细
21,600259,广晟有色,7.67,695.13,36925.31,2025年2季度股票投资明细
22,600378,昊华科技,7.28,1295.66,35073.4,2025年2季度股票投资明细
23,600489,中金黄金,7.24,2384.96,34891.91,2025年2季度股票投资明细
24,000426,兴业银锡,6.68,2037.05,32185.43,2025年2季度股票投资明细
25,601688,华泰证券,5.75,1556.52,27721.61,2025年2季度股票投资明细
26,601899,紫金矿业,5.73,1414.88,27590.16,2025年2季度股票投资明细
27,000807,云铝股份,4.94,1489.55,23802.95,2025年2季度股票投资明细
28,601600,中国铝业,4.0,2735.96,19261.16,2025年2季度股票投资明细
29,603067,振华股份,3.7,1169.5,17823.14,2025年2季度股票投资明细
30,601628,中国人寿,2.94,344.17,14176.33,2025年2季度股票投资明细
31,601336,新华保险,2.9,239.01,13982.09,2025年2季度股票投资明细
32,603619,中曼石油,2.85,685.1,13750.06,2025年2季度股票投资明细
33,601601,中国太保,2.42,310.74,11655.96,2025年2季度股票投资明细
