序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,00700,腾讯控股,5.29,2.28,1043.88,2025年1季度股票投资明细
2,601168,西部矿业,4.37,50.74,863.09,2025年1季度股票投资明细
3,09988,阿里巴巴-W,3.4,5.69,672.12,2025年1季度股票投资明细
4,002837,英维克,3.1,15.72,612.12,2025年1季度股票投资明细
5,603833,欧派家居,2.87,9.07,566.69,2025年1季度股票投资明细
6,300454,深信服,2.77,5.1,546.26,2025年1季度股票投资明细
7,600048,保利发展,2.67,63.8,526.99,2025年1季度股票投资明细
8,603129,春风动力,2.63,2.77,518.35,2025年1季度股票投资明细
9,689009,九号公司,2.59,7.84,511.11,2025年1季度股票投资明细
10,002833,弘亚数控,2.57,27.19,507.37,2025年1季度股票投资明细
11,02015,理想汽车-W,4.89,8.83,861.62,2025年2季度股票投资明细
12,09992,泡泡玛特,4.69,3.4,826.63,2025年2季度股票投资明细
13,300207,欣旺达,4.5,39.53,792.97,2025年2季度股票投资明细
14,002837,英维克,4.46,26.43,785.26,2025年2季度股票投资明细
15,00939,建设银行,4.02,97.9,707.1,2025年2季度股票投资明细
16,603129,春风动力,3.75,3.05,660.33,2025年2季度股票投资明细
17,06969,思摩尔国际,3.68,39.0,648.72,2025年2季度股票投资明细
18,01398,工商银行,3.02,93.8,532.06,2025年2季度股票投资明细
19,601168,西部矿业,2.99,31.62,525.84,2025年2季度股票投资明细
20,00700,腾讯控股,2.96,1.14,521.1,2025年2季度股票投资明细
21,02099,中国黄金国际,2.95,8.01,518.64,2025年2季度股票投资明细
22,09988,阿里巴巴-W,2.94,5.17,517.68,2025年2季度股票投资明细
23,000733,振华科技,2.77,9.74,487.49,2025年2季度股票投资明细
24,600547,山东黄金,2.76,15.24,486.61,2025年2季度股票投资明细
25,01530,三生制药,2.44,19.9,429.2,2025年2季度股票投资明细
26,600489,中金黄金,2.38,28.66,419.3,2025年2季度股票投资明细
27,300454,深信服,2.38,4.45,419.1,2025年2季度股票投资明细
28,300395,菲利华,2.35,8.09,413.14,2025年2季度股票投资明细
29,00981,中芯国际,2.13,9.2,375.03,2025年2季度股票投资明细
30,01686,新意网集团,2.04,52.0,358.51,2025年2季度股票投资明细
31,688169,石头科技,1.89,2.13,332.68,2025年2季度股票投资明细
32,600048,保利发展,1.84,39.94,323.51,2025年2季度股票投资明细
33,600988,赤峰黄金,1.78,12.58,312.99,2025年2季度股票投资明细
34,603833,欧派家居,1.78,5.54,312.73,2025年2季度股票投资明细
35,603197,保隆科技,1.77,7.96,311.0,2025年2季度股票投资明细
36,300593,新雷能,1.48,19.47,260.9,2025年2季度股票投资明细
37,689009,九号公司,1.42,4.21,249.26,2025年2季度股票投资明细
38,002558,巨人网络,1.35,10.08,237.38,2025年2季度股票投资明细
39,300811,铂科新材,1.28,4.85,224.87,2025年2季度股票投资明细
40,601898,中煤能源,1.27,20.38,222.96,2025年2季度股票投资明细
41,06936,顺丰控股,1.26,5.38,221.76,2025年2季度股票投资明细
42,002475,立讯精密,1.24,6.3,218.55,2025年2季度股票投资明细
43,09863,零跑汽车,1.1,3.9,194.55,2025年2季度股票投资明细
44,001283,豪鹏科技,1.08,3.5,190.58,2025年2季度股票投资明细
45,01801,信达生物,1.08,2.65,189.47,2025年2季度股票投资明细
46,01070,TCL电子,1.07,21.75,189.25,2025年2季度股票投资明细
47,00586,海螺创业,1.07,22.85,188.79,2025年2季度股票投资明细
48,03939,万国黄金集团,1.07,6.6,188.69,2025年2季度股票投资明细
49,603986,兆易创新,1.03,1.44,182.2,2025年2季度股票投资明细
50,00175,吉利汽车,1.02,12.3,179.02,2025年2季度股票投资明细
51,603171,税友股份,0.95,3.9,167.35,2025年2季度股票投资明细
52,300693,盛弘股份,0.49,2.89,86.58,2025年2季度股票投资明细
53,920982,锦波生物,0.02,0.01,3.77,2025年2季度股票投资明细
54,301535,浙江华远,0.01,0.07,1.39,2025年2季度股票投资明细
55,301658,首航新能,0.01,0.04,1.0,2025年2季度股票投资明细
56,301665,泰禾股份,0.0,0.04,0.88,2025年2季度股票投资明细
57,301560,众捷汽车,0.0,0.02,0.52,2025年2季度股票投资明细
58,300207,欣旺达,5.87,36.52,1234.01,2025年3季度股票投资明细
59,688256,寒武纪,5.03,0.8,1057.22,2025年3季度股票投资明细
60,02099,中国黄金国际,4.83,8.01,1015.04,2025年3季度股票投资明细
61,600489,中金黄金,4.32,41.43,908.56,2025年3季度股票投资明细
62,002558,巨人网络,4.0,18.59,839.9,2025年3季度股票投资明细
63,002837,英维克,3.85,10.11,808.65,2025年3季度股票投资明细
64,300395,菲利华,3.73,10.35,783.12,2025年3季度股票投资明细
65,600547,山东黄金,3.46,18.47,726.43,2025年3季度股票投资明细
66,002384,东山精密,3.35,9.84,703.56,2025年3季度股票投资明细
67,02015,理想汽车-W,3.21,7.29,674.88,2025年3季度股票投资明细
