序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,688235,百济神州,0.44,0.07,17.72,2025年1季度股票投资明细
2,601939,建设银行,0.42,1.9,16.78,2025年1季度股票投资明细
3,688582,芯动联科,0.41,0.27,16.46,2025年1季度股票投资明细
4,601083,锦江航运,0.41,1.73,16.42,2025年1季度股票投资明细
5,002948,青岛银行,0.41,3.87,16.33,2025年1季度股票投资明细
6,600489,中金黄金,0.41,1.16,16.32,2025年1季度股票投资明细
7,300303,聚飞光电,0.4,2.55,16.27,2025年1季度股票投资明细
8,000543,皖能电力,0.4,2.18,16.26,2025年1季度股票投资明细
9,300001,特锐德,0.4,0.67,16.23,2025年1季度股票投资明细
10,002405,四维图新,0.4,1.85,16.21,2025年1季度股票投资明细
11,688273,麦澜德,0.39,2.04,61.5,2025年2季度股票投资明细
12,688018,乐鑫科技,0.39,0.42,61.36,2025年2季度股票投资明细
13,603456,九洲药业,0.39,4.02,61.14,2025年2季度股票投资明细
14,300113,顺网科技,0.39,3.09,61.06,2025年2季度股票投资明细
15,300755,华致酒行,0.38,3.13,60.41,2025年2季度股票投资明细
16,002075,沙钢股份,0.38,10.34,60.18,2025年2季度股票投资明细
17,300406,九强生物,0.38,4.23,59.85,2025年2季度股票投资明细
18,603025,大豪科技,0.38,4.26,59.73,2025年2季度股票投资明细
19,300303,聚飞光电,0.38,9.41,59.66,2025年2季度股票投资明细
20,002801,微光股份,0.38,1.84,59.56,2025年2季度股票投资明细
21,603466,风语筑,0.38,5.89,59.43,2025年2季度股票投资明细
22,300236,上海新阳,0.38,1.53,59.36,2025年2季度股票投资明细
23,001368,通达创智,0.38,2.55,59.34,2025年2季度股票投资明细
24,300456,赛微电子,0.38,3.45,59.31,2025年2季度股票投资明细
25,600480,凌云股份,0.38,4.86,59.18,2025年2季度股票投资明细
26,300446,航天智造,0.37,3.41,59.06,2025年2季度股票投资明细
27,300284,苏交科,0.37,6.49,59.06,2025年2季度股票投资明细
28,001282,三联锻造,0.37,2.9,59.0,2025年2季度股票投资明细
29,300596,利安隆,0.37,2.05,58.98,2025年2季度股票投资明细
30,603326,我乐家居,0.37,7.12,58.95,2025年2季度股票投资明细
31,002881,美格智能,0.37,1.27,58.93,2025年2季度股票投资明细
32,688088,虹软科技,0.37,1.22,58.87,2025年2季度股票投资明细
33,688280,精进电动,0.37,8.09,58.8,2025年2季度股票投资明细
34,002434,万里扬,0.37,8.02,58.79,2025年2季度股票投资明细
35,600850,电科数字,0.37,2.43,58.78,2025年2季度股票投资明细
36,300206,理邦仪器,0.37,4.89,58.78,2025年2季度股票投资明细
37,300685,艾德生物,0.37,2.73,58.78,2025年2季度股票投资明细
38,603344,星德胜,0.37,2.31,58.77,2025年2季度股票投资明细
39,300777,中简科技,0.37,1.62,58.73,2025年2季度股票投资明细
40,002483,润邦股份,0.37,9.39,58.69,2025年2季度股票投资明细
41,002121,科陆电子,0.37,11.73,58.65,2025年2季度股票投资明细
42,300762,上海瀚讯,0.37,2.59,58.61,2025年2季度股票投资明细
43,603588,高能环境,0.37,10.39,58.6,2025年2季度股票投资明细
44,002815,崇达技术,0.37,5.17,58.58,2025年2季度股票投资明细
45,688147,微导纳米,0.37,1.94,58.55,2025年2季度股票投资明细
46,300602,飞荣达,0.37,2.76,58.54,2025年2季度股票投资明细
47,002296,辉煌科技,0.37,5.25,58.54,2025年2季度股票投资明细
48,600361,创新新材,0.37,14.67,58.53,2025年2季度股票投资明细
49,300182,捷成股份,0.37,10.62,58.52,2025年2季度股票投资明细
50,002823,凯中精密,0.37,4.17,58.51,2025年2季度股票投资明细
51,002587,奥拓电子,0.37,9.07,58.5,2025年2季度股票投资明细
52,300151,昌红科技,0.37,4.75,58.47,2025年2季度股票投资明细
53,300119,瑞普生物,0.37,3.01,58.45,2025年2季度股票投资明细
54,688400,凌云光,0.37,2.12,58.45,2025年2季度股票投资明细
55,301239,普瑞眼科,0.37,1.49,58.41,2025年2季度股票投资明细
56,002063,远光软件,0.37,9.81,58.37,2025年2季度股票投资明细
57,300133,华策影视,0.37,7.77,58.35,2025年2季度股票投资明细
58,300416,苏试试验,0.37,4.07,58.32,2025年2季度股票投资明细
59,002373,千方科技,0.37,6.27,58.31,2025年2季度股票投资明细
60,000988,华工科技,0.37,1.24,58.29,2025年2季度股票投资明细
61,301171,易点天下,0.37,2.18,58.27,2025年2季度股票投资明细
