序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,300750,宁德时代,4.41,3.81,960.96,2025年2季度股票投资明细
2,601318,中国平安,3.04,11.92,661.32,2025年2季度股票投资明细
3,600519,贵州茅台,2.91,0.45,634.28,2025年2季度股票投资明细
4,601899,紫金矿业,2.85,31.77,619.52,2025年2季度股票投资明细
5,002594,比亚迪,2.74,1.8,597.44,2025年2季度股票投资明细
6,000333,美的集团,2.68,8.09,584.1,2025年2季度股票投资明细
7,603259,药明康德,2.47,7.74,538.32,2025年2季度股票投资明细
8,601328,交通银行,2.19,59.69,477.52,2025年2季度股票投资明细
9,600030,中信证券,2.09,16.48,455.18,2025年2季度股票投资明细
10,000725,京东方A,2.01,109.76,437.94,2025年2季度股票投资明细
11,600050,中国联通,1.76,71.94,384.16,2025年2季度股票投资明细
12,000100,TCL科技,1.75,88.24,382.08,2025年2季度股票投资明细
13,601988,中国银行,1.75,67.86,381.37,2025年2季度股票投资明细
14,601766,中国中车,1.71,52.79,371.64,2025年2季度股票投资明细
15,603799,华友钴业,1.7,9.97,369.09,2025年2季度股票投资明细
16,600031,三一重工,1.66,20.15,361.69,2025年2季度股票投资明细
17,688120,华海清科,1.62,2.09,352.75,2025年2季度股票投资明细
18,688111,金山办公,1.62,1.26,352.25,2025年2季度股票投资明细
19,600482,中国动力,1.58,14.95,344.9,2025年2季度股票投资明细
20,688256,寒武纪,1.55,0.56,336.84,2025年2季度股票投资明细
21,600166,福田汽车,1.52,121.85,330.21,2025年2季度股票投资明细
22,002648,卫星化学,1.5,18.88,327.19,2025年2季度股票投资明细
23,300496,中科创达,1.45,5.51,315.28,2025年2季度股票投资明细
24,002230,科大讯飞,1.41,6.42,307.39,2025年2季度股票投资明细
25,000001,平安银行,1.4,25.28,305.13,2025年2季度股票投资明细
26,000063,中兴通讯,1.34,8.95,290.79,2025年2季度股票投资明细
27,600690,海尔智家,1.3,11.4,282.49,2025年2季度股票投资明细
28,601628,中国人寿,1.25,6.6,271.85,2025年2季度股票投资明细
29,601398,工商银行,1.22,35.09,266.33,2025年2季度股票投资明细
30,000708,中信特钢,1.2,22.17,260.72,2025年2季度股票投资明细
31,600089,特变电工,1.19,21.7,258.88,2025年2季度股票投资明细
32,601658,邮储银行,1.18,46.9,256.54,2025年2季度股票投资明细
33,603288,海天味业,1.14,6.39,248.63,2025年2季度股票投资明细
34,002202,金风科技,1.12,23.83,244.26,2025年2季度股票投资明细
35,600176,中国巨石,1.05,20.07,228.8,2025年2季度股票投资明细
36,002001,新和成,1.04,10.69,227.31,2025年2季度股票投资明细
37,002384,东山精密,1.02,5.88,222.09,2025年2季度股票投资明细
38,601609,金田股份,1.01,31.43,220.32,2025年2季度股票投资明细
39,000988,华工科技,0.99,4.57,214.84,2025年2季度股票投资明细
40,300573,兴齐眼药,0.98,4.12,213.58,2025年2季度股票投资明细
41,600699,均胜电子,0.96,11.99,209.11,2025年2季度股票投资明细
42,000893,亚钾国际,0.92,6.67,201.03,2025年2季度股票投资明细
43,600703,三安光电,0.91,15.88,197.23,2025年2季度股票投资明细
44,600143,金发科技,0.87,18.38,189.5,2025年2季度股票投资明细
45,600989,宝丰能源,0.84,11.38,183.67,2025年2季度股票投资明细
46,000528,柳工,0.84,19.02,182.78,2025年2季度股票投资明细
47,603296,华勤技术,0.73,1.98,159.75,2025年2季度股票投资明细
48,600000,浦发银行,0.72,11.34,157.4,2025年2季度股票投资明细
49,000534,万泽股份,0.7,10.18,151.89,2025年2季度股票投资明细
50,601211,国泰海通,0.7,7.92,151.75,2025年2季度股票投资明细
51,601166,兴业银行,0.69,6.48,151.24,2025年2季度股票投资明细
52,300274,阳光电源,0.69,2.21,149.77,2025年2季度股票投资明细
53,688095,福昕软件,0.68,2.17,147.21,2025年2季度股票投资明细
54,603341,龙旗科技,0.67,3.61,146.67,2025年2季度股票投资明细
55,300206,理邦仪器,0.67,12.08,145.2,2025年2季度股票投资明细
56,002010,传化智联,0.66,25.67,143.24,2025年2季度股票投资明细
57,000990,诚志股份,0.65,18.61,140.69,2025年2季度股票投资明细
58,301109,军信股份,0.63,9.21,136.99,2025年2季度股票投资明细
59,601939,建设银行,0.62,14.24,134.43,2025年2季度股票投资明细
60,600900,长江电力,0.61,4.42,133.22,2025年2季度股票投资明细
61,603529,爱玛科技,0.59,3.72,127.97,2025年2季度股票投资明细
62,000977,浪潮信息,0.58,2.5,127.2,2025年2季度股票投资明细
63,689009,九号公司,0.56,2.08,122.78,2025年2季度股票投资明细
64,688526,科前生物,0.55,7.66,119.38,2025年2季度股票投资明细
65,603103,横店影视,0.55,7.42,119.09,2025年2季度股票投资明细
66,002920,德赛西威,0.53,1.14,116.43,2025年2季度股票投资明细
67,600219,南山铝业,0.51,28.88,110.61,2025年2季度股票投资明细
68,000651,格力电器,0.48,2.32,104.21,2025年2季度股票投资明细
69,002258,利尔化学,0.46,9.1,100.46,2025年2季度股票投资明细
70,600016,民生银行,0.45,20.72,98.42,2025年2季度股票投资明细
71,002517,恺英网络,0.45,5.04,97.32,2025年2季度股票投资明细
72,300251,光线传媒,0.45,4.8,97.3,2025年2季度股票投资明细
73,601298,青岛港,0.44,11.13,96.72,2025年2季度股票投资明细
74,603113,金能科技,0.44,13.86,96.05,2025年2季度股票投资明细
75,000921,海信家电,0.44,3.71,95.35,2025年2季度股票投资明细
76,002281,光迅科技,0.43,1.88,92.72,2025年2季度股票投资明细
77,603486,科沃斯,0.37,1.4,81.52,2025年2季度股票投资明细
78,000858,五粮液,0.35,0.64,76.1,2025年2季度股票投资明细
79,600866,星湖科技,0.34,10.64,73.52,2025年2季度股票投资明细
80,600269,赣粤高速,0.29,12.33,62.39,2025年2季度股票投资明细
81,600183,生益科技,0.25,1.82,54.87,2025年2季度股票投资明细
82,300059,东方财富,0.21,1.97,45.57,2025年2季度股票投资明细
83,688015,交控科技,0.2,2.1,43.76,2025年2季度股票投资明细
84,300476,胜宏科技,0.17,0.28,37.63,2025年2季度股票投资明细
85,002821,凯莱英,0.14,0.35,30.89,2025年2季度股票投资明细
86,603408,建霖家居,0.13,2.57,28.19,2025年2季度股票投资明细
87,688041,海光信息,0.12,0.18,25.43,2025年2季度股票投资明细
88,300207,欣旺达,0.1,1.06,21.26,2025年2季度股票投资明细
89,688591,泰凌微,0.08,0.35,16.77,2025年2季度股票投资明细
90,601989,中国重工,0.08,3.61,16.75,2025年2季度股票投资明细
91,688775,影石创新,0.01,0.02,2.2,2025年2季度股票投资明细
92,001388,信通电子,0.01,0.09,1.54,2025年2季度股票投资明细
93,301678,新恒汇,0.01,0.03,1.44,2025年2季度股票投资明细
94,688755,汉邦科技,0.0,0.02,0.8,2025年2季度股票投资明细
95,301590,优优绿能,0.0,0.0,0.68,2025年2季度股票投资明细
96,301636,泽润新能,0.0,0.01,0.61,2025年2季度股票投资明细
97,301595,太力科技,0.0,0.02,0.57,2025年2季度股票投资明细
98,603049,中策橡胶,0.0,0.01,0.42,2025年2季度股票投资明细
99,603014,威高血净,0.0,0.01,0.37,2025年2季度股票投资明细
100,001390,古麒绒材,0.0,0.02,0.32,2025年2季度股票投资明细
101,603400,华之杰,0.0,0.01,0.25,2025年2季度股票投资明细
102,603948,建业股份,0.0,0.01,0.24,2025年2季度股票投资明细
103,603382,海阳科技,0.0,0.01,0.24,2025年2季度股票投资明细
104,600737,中粮糖业,0.0,0.01,0.09,2025年2季度股票投资明细
105,002687,乔治白,0.0,0.02,0.08,2025年2季度股票投资明细
106,601006,大秦铁路,0.0,0.01,0.07,2025年2季度股票投资明细
107,002302,西部建设,0.0,0.01,0.06,2025年2季度股票投资明细
108,600008,首创环保,0.0,0.01,0.03,2025年2季度股票投资明细
109,300750,宁德时代,4.98,2.88,1157.76,2025年3季度股票投资明细
110,601899,紫金矿业,2.98,23.48,691.25,2025年3季度股票投资明细
111,601318,中国平安,2.94,12.41,683.92,2025年3季度股票投资明细
112,600519,贵州茅台,2.18,0.35,505.4,2025年3季度股票投资明细
113,000333,美的集团,2.15,6.88,499.9,2025年3季度股票投资明细
114,603259,药明康德,2.14,4.43,496.29,2025年3季度股票投资明细
115,600276,恒瑞医药,2.09,6.8,486.54,2025年3季度股票投资明细
116,688256,寒武纪,2.0,0.35,463.75,2025年3季度股票投资明细
117,600031,三一重工,1.51,15.11,351.16,2025年3季度股票投资明细
118,300124,汇川技术,1.49,4.14,347.01,2025年3季度股票投资明细
