序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,000333,美的集团,8.15,24.7,1938.95,2025年1季度股票投资明细
2,605183,确成股份,7.09,94.05,1687.26,2025年1季度股票投资明细
3,301039,中集车辆,6.63,174.62,1578.56,2025年1季度股票投资明细
4,603367,辰欣药业,5.78,100.39,1375.34,2025年1季度股票投资明细
5,605507,国邦医药,5.54,64.56,1317.67,2025年1季度股票投资明细
6,000739,普洛药业,5.45,86.18,1296.15,2025年1季度股票投资明细
7,603112,华翔股份,5.43,82.42,1291.44,2025年1季度股票投资明细
8,603599,广信股份,4.78,97.25,1137.83,2025年1季度股票投资明细
9,600583,海油工程,3.95,164.76,939.13,2025年1季度股票投资明细
10,00867,康哲药业,3.9,134.9,927.45,2025年1季度股票投资明细
11,00941,中国移动,7.62,8.45,671.19,2025年2季度股票投资明细
12,002901,大博医疗,6.02,14.64,530.55,2025年2季度股票投资明细
13,600993,马应龙,6.0,18.68,528.27,2025年2季度股票投资明细
14,00867,康哲药业,5.92,47.6,520.91,2025年2季度股票投资明细
15,00939,建设银行,4.72,57.5,415.3,2025年2季度股票投资明细
16,600583,海油工程,4.58,73.8,402.95,2025年2季度股票投资明细
17,600298,安琪酵母,4.41,11.05,388.63,2025年2季度股票投资明细
18,603599,广信股份,4.2,34.7,370.25,2025年2季度股票投资明细
19,603367,辰欣药业,3.98,24.98,350.22,2025年2季度股票投资明细
20,601665,齐鲁银行,3.86,53.74,339.64,2025年2季度股票投资明细
21,601398,工商银行,3.82,44.3,336.24,2025年2季度股票投资明细
22,601939,建设银行,3.7,34.52,325.87,2025年2季度股票投资明细
23,01398,工商银行,3.65,56.7,321.62,2025年2季度股票投资明细
24,06936,顺丰控股,3.16,6.76,278.65,2025年2季度股票投资明细
25,301033,迈普医学,3.16,4.63,278.08,2025年2季度股票投资明细
26,301093,华兰股份,3.08,8.56,271.18,2025年2季度股票投资明细
27,688085,三友医疗,2.96,13.56,260.67,2025年2季度股票投资明细
28,600085,同仁堂,2.29,5.59,201.58,2025年2季度股票投资明细
29,600511,国药股份,2.22,6.7,195.37,2025年2季度股票投资明细
30,605183,确成股份,2.01,10.12,177.1,2025年2季度股票投资明细
31,601187,厦门银行,1.23,15.94,108.23,2025年2季度股票投资明细
32,601077,渝农商行,1.12,13.84,98.82,2025年2季度股票投资明细
33,00874,白云山,1.12,6.2,98.38,2025年2季度股票投资明细
34,600789,鲁抗医药,1.04,9.12,91.29,2025年2季度股票投资明细
35,300677,英科医疗,1.01,3.77,89.37,2025年2季度股票投资明细
36,002352,顺丰控股,1.0,1.81,88.26,2025年2季度股票投资明细
37,600998,九州通,0.53,9.03,46.41,2025年2季度股票投资明细
38,301458,钧崴电子,0.27,0.69,23.61,2025年2季度股票投资明细
39,688775,影石创新,0.23,0.12,20.22,2025年2季度股票投资明细
40,301602,超研股份,0.19,0.66,16.55,2025年2季度股票投资明细
41,301601,惠通科技,0.13,0.34,11.85,2025年2季度股票投资明细
42,001391,国货航,0.13,1.73,11.65,2025年2季度股票投资明细
43,603072,天和磁材,0.12,0.19,10.57,2025年2季度股票投资明细
44,001356,富岭股份,0.1,0.62,9.08,2025年2季度股票投资明细
45,603194,中力股份,0.09,0.18,7.99,2025年2季度股票投资明细
46,001395,亚联机械,0.04,0.08,3.84,2025年2季度股票投资明细
47,603049,中策橡胶,0.04,0.08,3.45,2025年2季度股票投资明细
48,001335,信凯科技,0.03,0.08,2.98,2025年2季度股票投资明细
49,301662,宏工科技,0.02,0.02,2.09,2025年2季度股票投资明细
50,301535,浙江华远,0.02,0.07,1.39,2025年2季度股票投资明细
51,688757,胜科纳米,0.02,0.05,1.39,2025年2季度股票投资明细
52,301479,弘景光电,0.02,0.02,1.39,2025年2季度股票投资明细
53,301658,首航新能,0.01,0.04,1.0,2025年2季度股票投资明细
54,301501,恒鑫生活,0.01,0.02,0.93,2025年2季度股票投资明细
55,688755,汉邦科技,0.01,0.02,0.8,2025年2季度股票投资明细
56,301173,毓恬冠佳,0.01,0.02,0.78,2025年2季度股票投资明细
57,920108,宏海科技,0.01,0.03,0.75,2025年2季度股票投资明细
58,001382,新亚电缆,0.01,0.04,0.74,2025年2季度股票投资明细
59,603120,肯特催化,0.01,0.01,0.57,2025年2季度股票投资明细
60,301560,众捷汽车,0.01,0.02,0.52,2025年2季度股票投资明细
61,603124,江南新材,0.0,0.01,0.41,2025年2季度股票投资明细
62,603014,威高血净,0.0,0.01,0.39,2025年2季度股票投资明细
63,603271,永杰新材,0.0,0.01,0.36,2025年2季度股票投资明细
64,603257,中国瑞林,0.0,0.01,0.29,2025年2季度股票投资明细
65,603409,汇通控股,0.0,0.01,0.28,2025年2季度股票投资明细
66,603382,海阳科技,0.0,0.01,0.24,2025年2季度股票投资明细
67,688029,南微医学,8.36,3.83,383.98,2025年3季度股票投资明细
68,600298,安琪酵母,8.05,9.34,369.4,2025年3季度股票投资明细
69,300357,我武生物,7.9,12.43,362.83,2025年3季度股票投资明细
70,300677,英科医疗,7.41,9.26,340.36,2025年3季度股票投资明细
71,600993,马应龙,7.12,12.35,326.66,2025年3季度股票投资明细
72,601665,齐鲁银行,6.94,55.53,318.74,2025年3季度股票投资明细
73,688085,三友医疗,6.17,14.4,283.45,2025年3季度股票投资明细
74,00867,康哲药业,5.04,18.1,231.18,2025年3季度股票投资明细
75,00941,中国移动,4.62,2.75,212.15,2025年3季度股票投资明细
76,301039,中集车辆,4.1,19.59,188.26,2025年3季度股票投资明细
