序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,002475,立讯精密,7.8,4308.76,176185.06,2025年1季度股票投资明细
2,688099,晶晨股份,7.03,1923.35,158972.9,2025年1季度股票投资明细
3,600160,巨化股份,5.22,4772.24,117922.11,2025年1季度股票投资明细
4,300750,宁德时代,3.91,349.53,88410.19,2025年1季度股票投资明细
5,002938,鹏鼎控股,3.33,2071.46,75152.39,2025年1季度股票投资明细
6,600690,海尔智家,3.14,2596.18,70979.51,2025年1季度股票投资明细
7,002594,比亚迪,3.01,181.46,68028.3,2025年1季度股票投资明细
8,002311,海大集团,2.9,1311.15,65491.82,2025年1季度股票投资明细
9,002624,完美世界,2.86,5629.21,64567.06,2025年1季度股票投资明细
10,600873,梅花生物,2.63,5752.36,59479.39,2025年1季度股票投资明细
11,688052,纳芯微,2.22,358.13,50246.23,2025年1季度股票投资明细
12,603195,公牛集团,1.89,593.49,42737.29,2025年1季度股票投资明细
13,300832,新产业,1.89,731.95,42614.26,2025年1季度股票投资明细
14,603486,科沃斯,1.72,632.2,38880.1,2025年1季度股票投资明细
15,688322,奥比中光,1.53,625.19,34604.27,2025年1季度股票投资明细
16,603786,科博达,1.2,453.05,27228.13,2025年1季度股票投资明细
17,300533,冰川网络,1.18,1087.28,26757.92,2025年1季度股票投资明细
18,688095,福昕软件,1.13,409.22,25543.32,2025年1季度股票投资明细
19,002064,华峰化学,1.04,3011.95,23402.87,2025年1季度股票投资明细
20,688319,欧林生物,1.02,1544.02,23083.03,2025年1季度股票投资明细
21,603997,继峰股份,1.01,1975.11,22733.52,2025年1季度股票投资明细
22,688428,诺诚健华,1.0,1203.92,22525.26,2025年1季度股票投资明细
23,603713,密尔克卫,0.94,427.68,21230.17,2025年1季度股票投资明细
24,688630,芯碁微装,0.89,271.61,20120.8,2025年1季度股票投资明细
25,688083,中望软件,0.84,212.76,18888.73,2025年1季度股票投资明细
26,301101,明月镜片,0.66,275.73,14814.7,2025年1季度股票投资明细
27,300662,科锐国际,0.62,403.93,13975.98,2025年1季度股票投资明细
28,301171,易点天下,0.49,413.33,11073.21,2025年1季度股票投资明细
29,002080,中材科技,0.39,592.43,8827.21,2025年1季度股票投资明细
30,600160,巨化股份,6.62,5047.39,144759.07,2025年2季度股票投资明细
31,688099,晶晨股份,6.33,1954.23,138427.98,2025年2季度股票投资明细
32,002475,立讯精密,6.09,3837.34,133117.15,2025年2季度股票投资明细
33,300750,宁德时代,3.74,324.11,81747.45,2025年2季度股票投资明细
34,002311,海大集团,3.42,1275.26,74717.34,2025年2季度股票投资明细
35,002624,完美世界,3.41,4911.49,74507.33,2025年2季度股票投资明细
36,002027,分众传媒,3.25,9736.41,71075.82,2025年2季度股票投资明细
37,002938,鹏鼎控股,3.04,2071.46,66348.71,2025年2季度股票投资明细
38,300433,蓝思科技,2.86,2798.72,62411.36,2025年2季度股票投资明细
39,600873,梅花生物,2.81,5752.36,61492.72,2025年2季度股票投资明细
40,688052,纳芯微,2.76,353.34,60253.55,2025年2季度股票投资明细
41,300204,舒泰神,2.68,1572.1,58608.01,2025年2季度股票投资明细
42,002371,北方华创,2.52,124.36,54993.81,2025年2季度股票投资明细
43,688608,恒玄科技,2.23,140.12,48758.99,2025年2季度股票投资明细
44,600031,三一重工,2.13,2593.11,46546.32,2025年2季度股票投资明细
45,603501,豪威集团,1.95,334.48,42695.82,2025年2季度股票投资明细
46,000661,长春高新,1.89,415.41,41200.77,2025年2季度股票投资明细
47,603195,公牛集团,1.83,830.89,40090.32,2025年2季度股票投资明细
48,600426,华鲁恒升,1.75,1761.52,38172.07,2025年2季度股票投资明细
49,688617,惠泰医疗,1.49,109.8,32611.52,2025年2季度股票投资明细
50,300347,泰格医药,1.46,599.72,31976.82,2025年2季度股票投资明细
51,002568,百润股份,1.45,1241.06,31783.6,2025年2季度股票投资明细
52,688008,澜起科技,1.44,383.14,31417.17,2025年2季度股票投资明细
53,688322,奥比中光,1.34,497.4,29351.51,2025年2季度股票投资明细
54,603997,继峰股份,1.18,1975.11,25755.44,2025年2季度股票投资明细
55,603885,吉祥航空,1.16,1878.65,25305.47,2025年2季度股票投资明细
56,600690,海尔智家,1.11,978.82,24255.08,2025年2季度股票投资明细
57,688319,欧林生物,1.11,1544.02,24179.28,2025年2季度股票投资明细
58,603786,科博达,1.1,435.77,24145.86,2025年2季度股票投资明细
59,600584,长电科技,1.04,677.12,22812.24,2025年2季度股票投资明细
60,603713,密尔克卫,1.04,427.68,22804.04,2025年2季度股票投资明细
61,688630,芯碁微装,0.99,271.61,21557.61,2025年2季度股票投资明细
62,601111,中国国航,0.98,2706.23,21352.15,2025年2季度股票投资明细
63,000568,泸州老窖,0.97,186.02,21094.67,2025年2季度股票投资明细
64,601555,东吴证券,0.96,2397.67,20979.61,2025年2季度股票投资明细
65,688627,精智达,0.94,233.74,20571.56,2025年2季度股票投资明细
66,688095,福昕软件,0.94,302.89,20569.1,2025年2季度股票投资明细
67,600519,贵州茅台,0.88,13.68,19286.18,2025年2季度股票投资明细
68,688083,中望软件,0.88,297.86,19185.31,2025年2季度股票投资明细
69,301308,江波龙,0.86,215.48,18852.4,2025年2季度股票投资明细
70,300662,科锐国际,0.76,561.87,16693.16,2025年2季度股票投资明细
71,000786,北新建材,0.64,531.67,14078.5,2025年2季度股票投资明细
72,688525,佰维存储,0.61,198.11,13352.86,2025年2季度股票投资明细
73,603233,大参林,0.47,636.06,10367.76,2025年2季度股票投资明细
74,688062,迈威生物,0.44,339.0,9587.03,2025年2季度股票投资明细
75,301171,易点天下,0.38,315.14,8310.37,2025年2季度股票投资明细
76,002940,昂利康,0.3,179.15,6648.39,2025年2季度股票投资明细
