序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,AAPL,苹果,8.51,70.37,112212.33,2025年1季度股票投资明细
2,MSFT,微软,7.12,34.83,93844.07,2025年1季度股票投资明细
3,NVDA,英伟达,6.74,114.31,88928.73,2025年1季度股票投资明细
4,AMZN,亚马逊,5.14,49.65,67805.21,2025年1季度股票投资明细
5,AVGO,博通,3.31,36.32,43649.0,2025年1季度股票投资明细
6,META,Meta Platforms Inc-A,3.22,10.26,42444.23,2025年1季度股票投资明细
7,COST,开市客,2.63,5.12,34733.87,2025年1季度股票投资明细
8,NFLX,奈飞,2.5,4.93,33002.2,2025年1季度股票投资明细
9,TSLA,特斯拉,2.4,17.03,31676.11,2025年1季度股票投资明细
10,GOOGL,谷歌-A,2.3,27.33,30333.2,2025年1季度股票投资明细
11,GOOG,谷歌-C,2.19,25.75,28879.81,2025年1季度股票投资明细
12,NVDA,英伟达,8.3,113.34,128181.91,2025年2季度股票投资明细
13,MSFT,微软,7.96,34.52,122930.23,2025年2季度股票投资明细
14,AAPL,苹果,6.6,69.38,101894.46,2025年2季度股票投资明细
15,AMZN,亚马逊,5.01,49.31,77446.06,2025年2季度股票投资明细
16,AVGO,博通,4.61,36.12,71277.6,2025年2季度股票投资明细
17,META,Meta Platforms Inc-A,3.45,10.08,53285.5,2025年2季度股票投资明细
18,NFLX,奈飞,3.02,4.86,46621.99,2025年2季度股票投资明细
19,TSLA,特斯拉,2.49,16.91,38444.26,2025年2季度股票投资明细
20,COST,开市客,2.33,5.07,35930.4,2025年2季度股票投资明细
21,GOOGL,谷歌-A,2.21,27.03,34104.38,2025年2季度股票投资明细
22,GOOG,谷歌-C,2.08,25.36,32199.56,2025年2季度股票投资明细
23,PLTR,Palantir Technologies Inc-A,1.63,25.86,25235.55,2025年2季度股票投资明细
24,CSCO,思科,1.46,45.25,22475.92,2025年2季度股票投资明细
25,TMUS,T-Mobile US Inc,1.43,12.98,22131.29,2025年2季度股票投资明细
26,AMD,超威半导体,1.22,18.53,18821.76,2025年2季度股票投资明细
27,LIN,Linde plc,1.17,5.38,18067.64,2025年2季度股票投资明细
28,INTU,财捷,1.16,3.19,17973.86,2025年2季度股票投资明细
29,ISRG,直觉外科,1.03,4.1,15933.28,2025年2季度股票投资明细
30,TXN,德州仪器,1.0,10.38,15430.14,2025年2季度股票投资明细
31,BKNG,Booking Holdings,1.0,0.37,15412.6,2025年2季度股票投资明细
32,PEP,百事,0.96,15.67,14810.01,2025年2季度股票投资明细
33,QCOM,高通,0.93,12.55,14305.36,2025年2季度股票投资明细
34,ADBE,奥多比,0.87,4.87,13488.94,2025年2季度股票投资明细
35,AMGN,安进,0.8,6.14,12281.74,2025年2季度股票投资明细
36,HON,霍尼韦尔(US),0.79,7.34,12243.98,2025年2季度股票投资明细
37,AMAT,应用材料,0.78,9.17,12018.56,2025年2季度股票投资明细
38,SHOP,Shopify Inc-A,0.74,13.92,11493.7,2025年2季度股票投资明细
39,GILD,吉利德科学,0.73,14.22,11282.31,2025年2季度股票投资明细
40,MU,美光科技,0.73,12.77,11268.09,2025年2季度股票投资明细
41,PANW,派拓网络,0.72,7.62,11162.81,2025年2季度股票投资明细
42,CMCSA,康卡斯特,0.7,42.56,10873.65,2025年2季度股票投资明细
43,MELI,MercadoLibre Inc,0.7,0.58,10838.66,2025年2季度股票投资明细
44,CRWD,CrowdStrike Holdings Inc-A,0.67,2.85,10377.09,2025年2季度股票投资明细
45,ADP,自动数据处理,0.66,4.64,10241.14,2025年2季度股票投资明细
46,LRCX,拉姆研究,0.66,14.62,10185.74,2025年2季度股票投资明细
47,KLAC,科磊,0.63,1.51,9690.82,2025年2季度股票投资明细
48,ADI,亚德诺,0.63,5.67,9662.59,2025年2季度股票投资明细
49,VRTX,福泰制药,0.61,2.93,9352.6,2025年2季度股票投资明细
50,APP,Applovin Corp-A,0.57,3.52,8812.14,2025年2季度股票投资明细
51,SBUX,星巴克,0.55,12.99,8518.33,2025年2季度股票投资明细
52,MSTR,Strategy Inc-A,0.54,2.9,8391.5,2025年2季度股票投资明细
53,CEG,Constellation Energy Corp,0.54,3.58,8275.32,2025年2季度股票投资明细
54,DASH,DoorDash Inc-A,0.52,4.56,8039.82,2025年2季度股票投资明细
55,INTC,英特尔,0.52,49.85,7993.21,2025年2季度股票投资明细
56,CTAS,信达思,0.48,4.61,7361.83,2025年2季度股票投资明细
57,MDLZ,亿滋国际,0.46,14.8,7143.49,2025年2季度股票投资明细
58,CDNS,铿腾电子,0.45,3.12,6883.14,2025年2季度股票投资明细
59,FTNT,防特网,0.43,8.75,6619.79,2025年2季度股票投资明细
60,SNPS,新思科技,0.42,1.77,6507.4,2025年2季度股票投资明细
61,ORLY,奥莱利,0.41,9.77,6302.94,2025年2季度股票投资明细
62,MAR,万豪国际,0.4,3.13,6121.85,2025年2季度股票投资明细
63,PYPL,PayPal Holdings Inc,0.38,11.11,5912.9,2025年2季度股票投资明细
64,ASML,阿斯麦,0.37,1.0,5730.52,2025年2季度股票投资明细
65,PDD,拼多多,0.37,7.63,5718.64,2025年2季度股票投资明细
66,MRVL,迈威尔科技,0.35,9.85,5459.31,2025年2季度股票投资明细
67,ADSK,欧特克,0.35,2.45,5419.66,2025年2季度股票投资明细
68,AXON,Axon Enterprise Inc,0.34,0.89,5272.56,2025年2季度股票投资明细
69,CSX,CSX运输,0.32,21.47,5014.51,2025年2季度股票投资明细
70,MNST,怪物饮料,0.32,11.14,4997.49,2025年2季度股票投资明细
71,ROP,儒博实业,0.32,1.23,4985.39,2025年2季度股票投资明细
72,CHTR,特许通讯,0.3,1.6,4694.41,2025年2季度股票投资明细
73,ABNB,爱彼迎,0.3,4.93,4672.71,2025年2季度股票投资明细
74,REGN,再生元制药,0.3,1.21,4559.15,2025年2季度股票投资明细
75,AEP,美国电力,0.29,6.1,4534.35,2025年2季度股票投资明细
76,NXPI,恩智浦半导体,0.29,2.89,4515.51,2025年2季度股票投资明细
77,PAYX,沛齐,0.28,4.12,4286.05,2025年2季度股票投资明细
78,WDAY,Workday Inc-A,0.27,2.47,4240.7,2025年2季度股票投资明细
79,PCAR,帕卡,0.26,6.0,4082.3,2025年2季度股票投资明细
80,ZS,Zscaler Inc,0.26,1.78,3998.52,2025年2季度股票投资明细
81,FAST,快扣,0.26,13.11,3941.76,2025年2季度股票投资明细
82,CPRT,科帕特,0.25,11.04,3878.12,2025年2季度股票投资明细
83,KDP,Keurig Dr Pepper Inc,0.24,15.52,3673.2,2025年2季度股票投资明细
84,TTWO,Take-Two Interactive Software Inc,0.23,2.08,3619.14,2025年2季度股票投资明细
85,EXC,爱克斯龙电力,0.23,11.54,3585.88,2025年2季度股票投资明细
86,VRSK,Verisk分析,0.23,1.6,3564.72,2025年2季度股票投资明细
87,IDXX,IDEXX实验室,0.23,0.92,3528.83,2025年2季度股票投资明细
88,DDOG,Datadog Inc-A,0.23,3.65,3510.95,2025年2季度股票投资明细
89,CCEP,可口可乐欧洲太平洋合伙(US),0.23,5.25,3483.47,2025年2季度股票投资明细
90,ROST,罗斯百货,0.22,3.76,3432.07,2025年2季度股票投资明细
91,AZN,阿斯利康(US ADR),0.22,6.81,3407.1,2025年2季度股票投资明细
92,FANG,Diamondback Energy Inc,0.21,3.34,3284.02,2025年2季度股票投资明细
93,EA,艺电,0.21,2.87,3276.15,2025年2季度股票投资明细
94,XEL,埃克西尔能源,0.21,6.59,3213.12,2025年2季度股票投资明细
95,CTSH,高知特,0.2,5.63,3146.68,2025年2季度股票投资明细
96,BKR,Baker Hughes Co-A,0.2,11.32,3107.44,2025年2季度股票投资明细
97,MCHP,微芯科技,0.2,6.16,3105.17,2025年2季度股票投资明细
98,ODFL,Old Dominion Freight Line Inc,0.18,2.42,2805.85,2025年2季度股票投资明细
99,DXCM,德康医疗,0.18,4.48,2799.94,2025年2季度股票投资明细
100,CSGP,科斯塔,0.18,4.82,2774.85,2025年2季度股票投资明细
101,GEHC,GE HealthCare Technologies Inc,0.18,5.23,2774.47,2025年2季度股票投资明细
102,TEAM,Atlassian Corp-A,0.18,1.89,2745.29,2025年2季度股票投资明细
103,TTD,The Trade Desk Inc-A,0.17,5.12,2639.2,2025年2季度股票投资明细
104,ANSS,安西斯,0.16,1.0,2525.81,2025年2季度股票投资明细
105,KHC,卡夫亨氏,0.16,13.53,2499.93,2025年2季度股票投资明细
106,WBD,华纳兄弟探索,0.15,28.27,2319.45,2025年2季度股票投资明细
107,LULU,lululemon athletica inc,0.14,1.31,2235.79,2025年2季度股票投资明细
108,CDW,CDW Corp,0.12,1.5,1923.95,2025年2季度股票投资明细
109,ON,安森美半导体,0.12,4.78,1791.68,2025年2季度股票投资明细
