序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,600519,贵州茅台,9.75,1.63,2544.43,2025年1季度股票投资明细
2,002027,分众传媒,4.57,170.0,1193.4,2025年1季度股票投资明细
3,601816,京沪高铁,4.38,205.0,1141.85,2025年1季度股票投资明细
4,000858,五粮液,4.28,8.5,1116.48,2025年1季度股票投资明细
5,300750,宁德时代,3.88,4.0,1011.76,2025年1季度股票投资明细
6,600993,马应龙,3.74,40.0,976.8,2025年1季度股票投资明细
7,000792,盐湖股份,3.62,57.0,943.92,2025年1季度股票投资明细
8,688581,安杰思,3.18,11.66,828.47,2025年1季度股票投资明细
9,603599,广信股份,3.05,68.0,795.6,2025年1季度股票投资明细
10,300770,新媒股份,3.04,20.0,792.6,2025年1季度股票投资明细
11,600519,贵州茅台,9.61,1.81,2551.23,2025年2季度股票投资明细
12,600426,华鲁恒升,5.55,68.01,1473.7,2025年2季度股票投资明细
13,601816,京沪高铁,4.83,223.0,1282.25,2025年2季度股票投资明细
14,600511,国药股份,3.77,34.3,1000.19,2025年2季度股票投资明细
15,000792,盐湖股份,3.67,57.0,973.56,2025年2季度股票投资明细
16,300750,宁德时代,3.23,3.4,857.55,2025年2季度股票投资明细
17,603599,广信股份,3.21,80.0,853.6,2025年2季度股票投资明细
18,002027,分众传媒,3.15,114.5,835.85,2025年2季度股票投资明细
19,600993,马应龙,2.88,27.0,763.56,2025年2季度股票投资明细
20,300770,新媒股份,2.49,16.5,659.84,2025年2季度股票投资明细
21,600373,中文传媒,2.32,60.0,616.2,2025年2季度股票投资明细
22,601155,新城控股,2.06,40.0,547.2,2025年2季度股票投资明细
23,688606,奥泰生物,2.02,8.0,537.6,2025年2季度股票投资明细
24,601000,唐山港,1.99,130.0,527.8,2025年2季度股票投资明细
25,688581,安杰思,1.97,8.06,522.45,2025年2季度股票投资明细
26,600740,山西焦化,1.96,140.0,519.4,2025年2季度股票投资明细
27,600600,青岛啤酒,1.83,7.0,486.22,2025年2季度股票投资明细
28,603515,欧普照明,1.83,26.99,485.55,2025年2季度股票投资明细
29,002756,永兴材料,1.79,15.0,476.25,2025年2季度股票投资明细
30,002557,洽洽食品,1.78,21.92,473.91,2025年2季度股票投资明细
31,600803,新奥股份,1.78,25.0,472.5,2025年2季度股票投资明细
32,603367,辰欣药业,1.58,30.0,420.6,2025年2季度股票投资明细
33,600219,南山铝业,1.56,108.0,413.64,2025年2季度股票投资明细
34,002233,塔牌集团,1.39,50.0,370.0,2025年2季度股票投资明细
35,600036,招商银行,1.38,8.0,367.6,2025年2季度股票投资明细
36,000858,五粮液,1.34,3.0,356.7,2025年2季度股票投资明细
37,301283,聚胶股份,1.34,10.0,355.5,2025年2季度股票投资明细
38,603806,福斯特,1.32,27.0,349.92,2025年2季度股票投资明细
39,002032,苏泊尔,1.28,6.5,340.54,2025年2季度股票投资明细
40,603886,元祖股份,1.23,25.0,326.75,2025年2季度股票投资明细
41,688518,联赢激光,1.23,16.0,326.24,2025年2季度股票投资明细
42,000910,大亚圣象,1.14,40.0,302.4,2025年2季度股票投资明细
43,300384,三联虹普,1.13,17.0,299.03,2025年2季度股票投资明细
44,601156,东航物流,1.08,22.0,287.98,2025年2季度股票投资明细
45,000923,河钢资源,1.04,20.0,276.8,2025年2季度股票投资明细
46,000729,燕京啤酒,1.02,20.99,271.4,2025年2季度股票投资明细
47,002478,常宝股份,0.99,50.0,262.5,2025年2季度股票投资明细
48,002304,洋河股份,0.97,4.0,258.2,2025年2季度股票投资明细
49,000333,美的集团,0.95,3.5,252.7,2025年2季度股票投资明细
50,600499,科达制造,0.85,23.0,225.4,2025年2季度股票投资明细
51,600941,中国移动,0.85,2.0,225.1,2025年2季度股票投资明细
52,688717,艾罗能源,0.81,4.0,215.32,2025年2季度股票投资明细
53,000731,四川美丰,0.78,30.0,207.0,2025年2季度股票投资明细
54,603565,中谷物流,0.72,20.0,191.0,2025年2季度股票投资明细
55,688789,宏华数科,0.69,2.5,182.6,2025年2季度股票投资明细
56,000915,华特达因,0.67,5.0,176.75,2025年2季度股票投资明细
57,002818,富森美,0.66,14.0,174.72,2025年2季度股票投资明细
58,000688,国城矿业,0.65,13.0,173.07,2025年2季度股票投资明细
59,605166,聚合顺,0.59,14.0,156.66,2025年2季度股票投资明细
60,688411,海博思创,0.02,0.06,4.68,2025年2季度股票投资明细
61,688775,影石创新,0.01,0.02,2.96,2025年2季度股票投资明细
