序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,300779,惠城环保,3.21,3.65,525.02,2025年1季度股票投资明细
2,002255,海陆重工,2.41,52.59,393.9,2025年1季度股票投资明细
3,000967,盈峰环境,2.31,61.96,377.96,2025年1季度股票投资明细
4,002645,华宏科技,2.31,40.44,376.9,2025年1季度股票投资明细
5,002549,凯美特气,2.23,43.61,364.17,2025年1季度股票投资明细
6,603291,联合水务,2.2,27.49,359.02,2025年1季度股票投资明细
7,600283,钱江水利,2.13,35.51,347.98,2025年1季度股票投资明细
8,002534,西子洁能,2.09,26.79,342.11,2025年1季度股票投资明细
9,600323,瀚蓝环境,2.06,14.09,336.59,2025年1季度股票投资明细
10,301500,飞南资源,2.04,15.83,333.85,2025年1季度股票投资明细
11,603200,上海洗霸,2.36,7.81,366.05,2025年2季度股票投资明细
12,300072,海新能科,2.12,93.23,329.1,2025年2季度股票投资明细
13,002210,飞马国际,2.09,114.96,325.34,2025年2季度股票投资明细
14,300263,隆华科技,2.09,41.85,324.34,2025年2季度股票投资明细
15,301127,武汉天源,2.08,18.95,323.82,2025年2季度股票投资明细
16,001269,欧晶科技,1.97,11.98,306.79,2025年2季度股票投资明细
17,600481,双良节能,1.97,63.51,306.12,2025年2季度股票投资明细
18,301500,飞南资源,1.94,14.06,301.17,2025年2季度股票投资明细
19,301030,仕净科技,1.94,17.16,301.16,2025年2季度股票投资明细
20,002340,格林美,1.93,47.21,299.81,2025年2季度股票投资明细
21,300197,节能铁汉,1.93,143.28,299.45,2025年2季度股票投资明细
22,600388,龙净环保,1.92,24.93,299.16,2025年2季度股票投资明细
23,600874,创业环保,1.91,49.64,296.35,2025年2季度股票投资明细
24,000685,中山公用,1.9,33.71,295.97,2025年2季度股票投资明细
25,600461,洪城环境,1.9,30.68,295.76,2025年2季度股票投资明细
26,300779,惠城环保,1.9,1.66,295.58,2025年2季度股票投资明细
27,000551,创元科技,1.9,22.96,295.04,2025年2季度股票投资明细
28,300140,节能环境,1.88,47.45,292.77,2025年2季度股票投资明细
29,300388,节能国祯,1.88,42.03,292.53,2025年2季度股票投资明细
30,601200,上海环境,1.88,36.77,291.95,2025年2季度股票投资明细
31,601388,怡球资源,1.87,115.42,290.86,2025年2季度股票投资明细
32,300070,碧水源,1.87,64.49,290.21,2025年2季度股票投资明细
33,301175,中科环保,1.86,56.04,289.73,2025年2季度股票投资明细
34,600817,宇通重工,1.86,24.38,288.66,2025年2季度股票投资明细
35,002534,西子洁能,1.86,25.68,288.64,2025年2季度股票投资明细
36,002549,凯美特气,1.86,27.99,288.33,2025年2季度股票投资明细
37,000544,中原环保,1.85,35.43,288.05,2025年2季度股票投资明细
38,601033,永兴股份,1.85,18.19,287.58,2025年2季度股票投资明细
39,603568,伟明环保,1.84,15.01,286.4,2025年2季度股票投资明细
40,603588,高能环境,1.84,50.76,286.3,2025年2季度股票投资明细
41,600283,钱江水利,1.84,28.0,286.14,2025年2季度股票投资明细
42,600008,首创环保,1.84,94.74,286.13,2025年2季度股票投资明细
43,300815,玉禾田,1.84,13.92,286.06,2025年2季度股票投资明细
44,600323,瀚蓝环境,1.84,11.74,285.85,2025年2季度股票投资明细
45,600217,中再资环,1.83,63.51,284.52,2025年2季度股票投资明细
46,000155,川能动力,1.82,28.8,282.82,2025年2季度股票投资明细
47,000598,兴蓉环境,1.82,39.2,282.62,2025年2季度股票投资明细
48,301109,军信股份,1.82,18.99,282.53,2025年2季度股票投资明细
49,000885,城发环境,1.82,21.21,282.46,2025年2季度股票投资明细
50,000035,中国天楹,1.82,65.81,282.3,2025年2季度股票投资明细
51,600292,远达环保,1.81,23.37,281.84,2025年2季度股票投资明细
52,003039,顺控发展,1.81,20.72,280.91,2025年2季度股票投资明细
53,002266,浙富控股,1.81,91.18,280.83,2025年2季度股票投资明细
54,002034,旺能环境,1.79,16.53,277.54,2025年2季度股票投资明细
55,000967,盈峰环境,1.78,39.79,276.55,2025年2季度股票投资明细
56,600133,东湖高新,1.76,30.52,274.07,2025年2季度股票投资明细
57,300203,聚光科技,1.76,12.37,273.64,2025年2季度股票投资明细
58,300355,蒙草生态,1.73,63.23,268.73,2025年2季度股票投资明细
59,003035,南网能源,1.72,58.17,267.0,2025年2季度股票投资明细
60,002255,海陆重工,1.63,30.14,253.78,2025年2季度股票投资明细
61,600168,武汉控股,0.0,0.01,0.03,2025年2季度股票投资明细
62,603200,上海洗霸,4.01,5.62,510.24,2025年3季度股票投资明细
63,002549,凯美特气,3.85,20.11,489.55,2025年3季度股票投资明细
64,300263,隆华科技,2.77,43.01,352.68,2025年3季度股票投资明细
65,002210,飞马国际,2.64,82.59,335.32,2025年3季度股票投资明细
66,002534,西子洁能,2.46,18.45,312.73,2025年3季度股票投资明细
67,000685,中山公用,2.36,24.21,299.48,2025年3季度股票投资明细
68,300388,节能国祯,2.31,30.2,293.24,2025年3季度股票投资明细
69,002340,格林美,2.25,33.92,285.65,2025年3季度股票投资明细
70,600481,双良节能,2.17,45.62,276.0,2025年3季度股票投资明细
71,600388,龙净环保,2.13,17.91,270.26,2025年3季度股票投资明细
72,600168,武汉控股,0.0,0.01,0.03,2025年3季度股票投资明细
