序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,600760,中航沈飞,9.6,395.84,28433.4,2025年3季度股票投资明细
2,600893,航发动力,6.8,477.46,20139.18,2025年3季度股票投资明细
3,002179,中航光电,6.34,455.3,18790.24,2025年3季度股票投资明细
4,000768,中航西飞,4.52,498.18,13385.97,2025年3季度股票投资明细
5,688002,睿创微纳,3.9,130.65,11554.71,2025年3季度股票投资明细
6,300395,菲利华,3.83,149.67,11330.25,2025年3季度股票投资明细
7,600879,航天电子,3.73,945.51,11034.15,2025年3季度股票投资明细
8,600372,中航机载,3.69,866.79,10930.25,2025年3季度股票投资明细
9,688122,西部超导,3.58,162.9,10603.27,2025年3季度股票投资明细
10,302132,中航成飞,3.21,105.49,9510.13,2025年3季度股票投资明细
11,301656,联合动力,0.01,0.74,18.46,2025年3季度股票投资明细
12,688775,影石创新,0.01,0.06,15.16,2025年3季度股票投资明细
13,688729,屹唐股份,0.0,0.35,8.24,2025年3季度股票投资明细
14,301668,昊创瑞通,0.0,0.16,8.08,2025年3季度股票投资明细
15,301678,新恒汇,0.0,0.04,2.85,2025年3季度股票投资明细
