序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,000807,云铝股份,9.56,95.04,1647.99,2025年1季度股票投资明细
2,600309,万华化学,9.4,24.1,1619.76,2025年1季度股票投资明细
3,000933,神火股份,9.26,85.08,1596.1,2025年1季度股票投资明细
4,002223,鱼跃医疗,8.7,43.0,1499.84,2025年1季度股票投资明细
5,603605,珀莱雅,8.15,17.0,1405.9,2025年1季度股票投资明细
6,002594,比亚迪,8.15,3.75,1405.88,2025年1季度股票投资明细
7,002043,兔宝宝,8.11,131.1,1397.53,2025年1季度股票投资明细
8,600690,海尔智家,8.1,51.1,1397.07,2025年1季度股票投资明细
9,09896,名创优品,8.09,42.02,1394.04,2025年1季度股票投资明细
10,00038,第一拖拉机股份,7.95,242.2,1370.11,2025年1季度股票投资明细
11,000807,云铝股份,9.67,91.04,1454.82,2025年2季度股票投资明细
12,00038,第一拖拉机股份,9.6,229.2,1444.32,2025年2季度股票投资明细
13,603605,珀莱雅,8.58,15.6,1291.52,2025年2季度股票投资明细
14,002223,鱼跃医疗,8.52,36.0,1281.6,2025年2季度股票投资明细
15,600690,海尔智家,8.42,51.1,1266.26,2025年2季度股票投资明细
16,600309,万华化学,8.33,23.1,1253.41,2025年2季度股票投资明细
17,002043,兔宝宝,8.28,127.1,1245.58,2025年2季度股票投资明细
18,002594,比亚迪,8.27,3.75,1244.66,2025年2季度股票投资明细
19,002833,弘亚数控,8.1,74.48,1218.42,2025年2季度股票投资明细
20,03690,美团-W,7.94,10.45,1194.09,2025年2季度股票投资明细
21,000333,美的集团,6.91,14.4,1039.68,2025年2季度股票投资明细
22,301602,超研股份,0.01,0.07,1.63,2025年2季度股票投资明细
23,001388,信通电子,0.01,0.09,1.47,2025年2季度股票投资明细
24,301535,浙江华远,0.01,0.07,1.39,2025年2季度股票投资明细
25,301601,惠通科技,0.01,0.03,1.16,2025年2季度股票投资明细
26,301479,弘景光电,0.01,0.01,1.14,2025年2季度股票投资明细
27,301678,新恒汇,0.01,0.03,1.11,2025年2季度股票投资明细
28,301275,汉朔科技,0.01,0.02,0.96,2025年2季度股票投资明细
29,301665,泰禾股份,0.01,0.04,0.88,2025年2季度股票投资明细
30,001382,新亚电缆,0.0,0.04,0.74,2025年2季度股票投资明细
31,301501,恒鑫生活,0.0,0.02,0.73,2025年2季度股票投资明细
32,301173,毓恬冠佳,0.0,0.02,0.72,2025年2季度股票投资明细
33,001356,富岭股份,0.0,0.05,0.71,2025年2季度股票投资明细
34,301595,太力科技,0.0,0.02,0.57,2025年2季度股票投资明细
35,301590,优优绿能,0.0,0.0,0.54,2025年2季度股票投资明细
36,301560,众捷汽车,0.0,0.02,0.52,2025年2季度股票投资明细
37,301636,泽润新能,0.0,0.01,0.5,2025年2季度股票投资明细
38,001395,亚联机械,0.0,0.01,0.38,2025年2季度股票投资明细
39,001335,信凯科技,0.0,0.01,0.22,2025年2季度股票投资明细
40,002223,鱼跃医疗,9.87,17.7,690.48,2025年3季度股票投资明细
41,000807,云铝股份,9.85,33.46,689.28,2025年3季度股票投资明细
42,002043,兔宝宝,9.76,63.6,683.06,2025年3季度股票投资明细
43,00038,第一拖拉机股份,9.51,103.2,665.19,2025年3季度股票投资明细
44,300833,浩洋股份,9.48,15.43,663.34,2025年3季度股票投资明细
45,600690,海尔智家,9.45,26.1,661.11,2025年3季度股票投资明细
46,00883,中国海洋石油,9.31,37.5,651.87,2025年3季度股票投资明细
47,002833,弘亚数控,8.93,37.48,624.72,2025年3季度股票投资明细
48,002003,伟星股份,8.3,57.06,580.87,2025年3季度股票投资明细
49,000333,美的集团,6.96,6.7,486.82,2025年3季度股票投资明细
