序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,300750,宁德时代,6.95,0.29,73.35,2025年1季度股票投资明细
2,601899,紫金矿业,5.92,3.45,62.51,2025年1季度股票投资明细
3,600519,贵州茅台,5.92,0.04,62.44,2025年1季度股票投资明细
4,002594,比亚迪,5.86,0.17,61.86,2025年1季度股票投资明细
5,600036,招商银行,4.02,0.98,42.42,2025年1季度股票投资明细
6,688041,海光信息,3.66,0.27,38.67,2025年1季度股票投资明细
7,600309,万华化学,3.38,0.53,35.62,2025年1季度股票投资明细
8,600900,长江电力,3.37,1.28,35.6,2025年1季度股票投资明细
9,688256,寒武纪,3.32,0.06,35.07,2025年1季度股票投资明细
10,002475,立讯精密,3.25,0.84,34.35,2025年1季度股票投资明细
11,300750,宁德时代,6.7,0.24,60.53,2025年2季度股票投资明细
12,601899,紫金矿业,6.41,2.97,57.92,2025年2季度股票投资明细
13,600519,贵州茅台,6.24,0.04,56.38,2025年2季度股票投资明细
14,002594,比亚迪,4.6,0.13,41.49,2025年2季度股票投资明细
15,600036,招商银行,4.22,0.83,38.14,2025年2季度股票投资明细
16,688041,海光信息,3.66,0.23,33.02,2025年2季度股票投资明细
17,600900,长江电力,3.61,1.08,32.55,2025年2季度股票投资明细
18,601318,中国平安,3.32,0.54,29.96,2025年2季度股票投资明细
19,600276,恒瑞医药,3.28,0.57,29.58,2025年2季度股票投资明细
20,601138,工业富联,3.03,1.28,27.37,2025年2季度股票投资明细
21,600309,万华化学,2.76,0.46,24.96,2025年2季度股票投资明细
22,300760,迈瑞医疗,2.74,0.11,24.72,2025年2季度股票投资明细
23,002475,立讯精密,2.69,0.7,24.28,2025年2季度股票投资明细
24,002371,北方华创,2.45,0.05,22.11,2025年2季度股票投资明细
25,688256,寒武纪,2.42,0.04,21.83,2025年2季度股票投资明细
26,601288,农业银行,2.21,3.4,19.99,2025年2季度股票投资明细
27,601166,兴业银行,2.17,0.84,19.61,2025年2季度股票投资明细
28,601398,工商银行,2.12,2.52,19.13,2025年2季度股票投资明细
29,000333,美的集团,1.92,0.24,17.33,2025年2季度股票投资明细
30,600000,浦发银行,1.8,1.17,16.24,2025年2季度股票投资明细
31,601816,京沪高铁,1.71,2.69,15.47,2025年2季度股票投资明细
32,300059,东方财富,1.64,0.64,14.8,2025年2季度股票投资明细
33,000725,京东方A,1.58,3.58,14.28,2025年2季度股票投资明细
34,600030,中信证券,1.53,0.5,13.81,2025年2季度股票投资明细
35,002714,牧原股份,1.49,0.32,13.44,2025年2季度股票投资明细
36,002352,顺丰控股,1.46,0.27,13.17,2025年2季度股票投资明细
37,601668,中国建筑,1.44,2.26,13.04,2025年2季度股票投资明细
38,601328,交通银行,1.4,1.58,12.64,2025年2季度股票投资明细
39,601919,中远海控,1.17,0.7,10.53,2025年2季度股票投资明细
40,601601,中国太保,1.16,0.28,10.5,2025年2季度股票投资明细
41,600406,国电南瑞,1.12,0.45,10.08,2025年2季度股票投资明细
42,000858,五粮液,1.05,0.08,9.51,2025年2季度股票投资明细
43,601766,中国中车,1.04,1.34,9.43,2025年2季度股票投资明细
44,000001,平安银行,1.04,0.78,9.41,2025年2季度股票投资明细
45,601088,中国神华,0.99,0.22,8.92,2025年2季度股票投资明细
46,601985,中国核电,0.94,0.91,8.48,2025年2季度股票投资明细
47,601988,中国银行,0.88,1.41,7.92,2025年2季度股票投资明细
48,002142,宁波银行,0.82,0.27,7.39,2025年2季度股票投资明细
49,600809,山西汾酒,0.78,0.04,7.06,2025年2季度股票投资明细
50,600050,中国联通,0.73,1.24,6.62,2025年2季度股票投资明细
51,601225,陕西煤业,0.7,0.33,6.35,2025年2季度股票投资明细
52,601857,中国石油,0.68,0.72,6.16,2025年2季度股票投资明细
53,600028,中国石化,0.68,1.09,6.15,2025年2季度股票投资明细
54,601319,中国人保,0.61,0.63,5.49,2025年2季度股票投资明细
55,603288,海天味业,0.6,0.14,5.45,2025年2季度股票投资明细
56,000568,泸州老窖,0.5,0.04,4.54,2025年2季度股票投资明细
57,600048,保利发展,0.48,0.54,4.37,2025年2季度股票投资明细
58,002027,分众传媒,0.46,0.57,4.16,2025年2季度股票投资明细
59,001979,招商蛇口,0.41,0.42,3.68,2025年2季度股票投资明细
60,600887,伊利股份,0.12,0.04,1.12,2025年2季度股票投资明细
61,601995,中金公司,0.12,0.03,1.06,2025年2季度股票投资明细
62,603345,安井食品,0.09,0.01,0.8,2025年2季度股票投资明细
63,300750,宁德时代,8.65,0.33,132.66,2025年3季度股票投资明细
64,601899,紫金矿业,7.85,4.09,120.41,2025年3季度股票投资明细
65,601138,工业富联,6.67,1.55,102.32,2025年3季度股票投资明细
66,600519,贵州茅台,5.65,0.06,86.64,2025年3季度股票投资明细
67,688256,寒武纪,4.86,0.06,74.6,2025年3季度股票投资明细
68,688041,海光信息,4.48,0.27,68.66,2025年3季度股票投资明细
69,600276,恒瑞医药,3.64,0.78,55.81,2025年3季度股票投资明细
70,002594,比亚迪,3.6,0.51,55.15,2025年3季度股票投资明细
71,002475,立讯精密,3.59,0.85,54.99,2025年3季度股票投资明细
72,300308,中际旭创,3.42,0.13,52.48,2025年3季度股票投资明细
