序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,300207,欣旺达,5.9,458.63,10163.15,2025年1季度股票投资明细
2,300395,菲利华,5.55,213.75,9556.86,2025年1季度股票投资明细
3,002837,英维克,4.85,214.6,8354.35,2025年1季度股票投资明细
4,002475,立讯精密,4.38,184.72,7553.2,2025年1季度股票投资明细
5,300809,华辰装备,2.81,87.34,4843.0,2025年1季度股票投资明细
6,603129,春风动力,2.74,25.23,4721.25,2025年1季度股票投资明细
7,603197,保隆科技,2.22,87.02,3832.2,2025年1季度股票投资明细
8,300502,新易盛,2.16,37.91,3719.73,2025年1季度股票投资明细
9,002594,比亚迪,2.1,9.67,3625.28,2025年1季度股票投资明细
10,603699,纽威股份,2.1,129.88,3614.46,2025年1季度股票投资明细
11,300395,菲利华,5.63,162.25,8291.08,2025年2季度股票投资明细
12,300207,欣旺达,5.14,377.4,7570.68,2025年2季度股票投资明细
13,603129,春风动力,5.08,34.58,7486.53,2025年2季度股票投资明细
14,002837,英维克,4.96,245.8,7302.66,2025年2季度股票投资明细
15,688552,航天南湖,4.39,161.93,6462.64,2025年2季度股票投资明细
16,000733,振华科技,4.37,128.47,6430.02,2025年2季度股票投资明细
17,002475,立讯精密,3.35,142.01,4926.33,2025年2季度股票投资明细
18,300502,新易盛,3.22,37.32,4740.64,2025年2季度股票投资明细
19,002463,沪电股份,3.07,106.17,4520.72,2025年2季度股票投资明细
20,603197,保隆科技,2.1,79.23,3095.38,2025年2季度股票投资明细
21,300593,新雷能,1.91,210.13,2815.73,2025年2季度股票投资明细
22,300750,宁德时代,1.9,11.09,2797.12,2025年2季度股票投资明细
23,603699,纽威股份,1.78,84.27,2626.58,2025年2季度股票投资明细
24,300274,阳光电源,1.77,38.55,2612.58,2025年2季度股票投资明细
25,688037,芯源微,1.73,23.74,2545.05,2025年2季度股票投资明细
26,600967,内蒙一机,1.69,128.59,2488.22,2025年2季度股票投资明细
27,688019,安集科技,1.61,15.6,2368.47,2025年2季度股票投资明细
28,688361,中科飞测,1.57,27.53,2317.72,2025年2季度股票投资明细
29,002384,东山精密,1.49,58.12,2195.32,2025年2季度股票投资明细
30,002028,思源电气,1.47,29.59,2157.41,2025年2季度股票投资明细
31,000880,潍柴重机,1.44,56.04,2119.43,2025年2季度股票投资明细
32,300811,铂科新材,1.39,44.13,2048.29,2025年2季度股票投资明细
33,300693,盛弘股份,1.31,64.4,1929.39,2025年2季度股票投资明细
34,001283,豪鹏科技,1.31,35.4,1927.53,2025年2季度股票投资明细
35,603712,七一二,1.28,89.81,1886.91,2025年2季度股票投资明细
36,600522,中天科技,1.25,127.38,1841.91,2025年2季度股票投资明细
37,300893,松原安全,1.21,72.87,1786.86,2025年2季度股票投资明细
38,002371,北方华创,1.19,3.96,1751.15,2025年2季度股票投资明细
39,688200,华峰测控,1.14,11.63,1676.43,2025年2季度股票投资明细
40,600760,中航沈飞,1.11,27.79,1628.93,2025年2季度股票投资明细
41,300809,华辰装备,1.06,41.39,1555.44,2025年2季度股票投资明细
42,603596,伯特利,1.02,28.45,1499.24,2025年2季度股票投资明细
43,002472,双环传动,1.02,44.7,1497.0,2025年2季度股票投资明细
44,601100,恒立液压,1.0,20.45,1472.4,2025年2季度股票投资明细
45,300870,欧陆通,1.0,11.62,1469.93,2025年2季度股票投资明细
46,688190,云路股份,0.99,15.75,1457.88,2025年2季度股票投资明细
47,301261,恒工精密,0.99,19.93,1452.7,2025年2季度股票投资明细
48,300855,图南股份,0.98,60.75,1444.55,2025年2季度股票投资明细
49,603986,兆易创新,0.98,11.36,1437.38,2025年2季度股票投资明细
50,688439,振华风光,0.95,23.96,1395.72,2025年2季度股票投资明细
51,688256,寒武纪,0.93,2.29,1375.99,2025年2季度股票投资明细
52,002833,弘亚数控,0.93,83.49,1365.93,2025年2季度股票投资明细
53,301160,翔楼新材,0.93,17.02,1362.96,2025年2季度股票投资明细
54,300415,伊之密,0.92,67.14,1352.87,2025年2季度股票投资明细
55,002436,兴森科技,0.91,100.95,1336.58,2025年2季度股票投资明细
56,688036,传音控股,0.88,16.31,1300.04,2025年2季度股票投资明细
57,300007,汉威科技,0.87,31.57,1281.74,2025年2季度股票投资明细
58,603667,五洲新春,0.7,30.93,1036.33,2025年2季度股票投资明细
59,688556,高测股份,0.6,133.7,887.77,2025年2季度股票投资明细
60,603337,杰克股份,0.54,22.18,795.82,2025年2季度股票投资明细
61,603194,中力股份,0.51,16.44,746.26,2025年2季度股票投资明细
62,301029,怡合达,0.5,32.28,737.92,2025年2季度股票投资明细
63,301328,维峰电子,0.48,16.73,704.96,2025年2季度股票投资明细
64,688052,纳芯微,0.42,3.54,617.47,2025年2季度股票投资明细
65,688536,思瑞浦,0.41,4.33,600.24,2025年2季度股票投资明细
66,688577,浙海德曼,0.24,7.49,350.98,2025年2季度股票投资明细
67,003021,兆威机电,0.23,3.12,337.21,2025年2季度股票投资明细
68,300833,浩洋股份,0.09,3.83,127.95,2025年2季度股票投资明细
69,688411,海博思创,0.0,0.06,4.68,2025年2季度股票投资明细
70,688545,兴福电子,0.0,0.1,2.68,2025年2季度股票投资明细
71,301275,汉朔科技,0.0,0.04,2.23,2025年2季度股票投资明细
72,688583,思看科技,0.0,0.02,1.81,2025年2季度股票投资明细
73,301678,新恒汇,0.0,0.04,1.7,2025年2季度股票投资明细
74,301602,超研股份,0.0,0.07,1.63,2025年2季度股票投资明细
75,301501,恒鑫生活,0.0,0.04,1.58,2025年2季度股票投资明细
