序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,601127,赛力斯,5.48,2.48,312.21,2025年1季度股票投资明细
2,600733,北汽蓝谷,5.21,34.53,296.96,2025年1季度股票投资明细
3,601336,新华保险,4.41,4.88,251.32,2025年1季度股票投资明细
4,300033,同花顺,3.76,0.75,214.2,2025年1季度股票投资明细
5,605499,东鹏饮料,3.23,0.74,184.24,2025年1季度股票投资明细
6,002371,北方华创,2.99,0.41,170.56,2025年1季度股票投资明细
7,003010,若羽臣,2.98,3.86,169.76,2025年1季度股票投资明细
8,688018,乐鑫科技,2.9,0.72,165.43,2025年1季度股票投资明细
9,688072,拓荆科技,2.78,1.01,158.38,2025年1季度股票投资明细
10,300432,富临精工,2.6,7.55,147.9,2025年1季度股票投资明细
11,003010,若羽臣,6.64,6.55,397.17,2025年2季度股票投资明细
12,601127,赛力斯,5.08,2.26,303.56,2025年2季度股票投资明细
13,300033,同花顺,4.2,0.92,251.17,2025年2季度股票投资明细
14,601336,新华保险,4.03,4.12,241.02,2025年2季度股票投资明细
15,605499,东鹏饮料,3.52,0.67,210.41,2025年2季度股票投资明细
16,002371,北方华创,3.48,0.47,207.84,2025年2季度股票投资明细
17,688018,乐鑫科技,3.37,1.38,201.38,2025年2季度股票投资明细
18,300432,富临精工,3.3,15.12,197.62,2025年2季度股票投资明细
19,600060,海信视像,3.26,8.47,194.98,2025年2季度股票投资明细
20,003006,百亚股份,3.21,7.02,192.21,2025年2季度股票投资明细
21,605009,豪悦护理,3.21,4.83,192.14,2025年2季度股票投资明细
22,688361,中科飞测,3.08,2.19,184.17,2025年2季度股票投资明细
23,002891,中宠股份,2.69,2.6,160.86,2025年2季度股票投资明细
24,603630,拉芳家化,2.63,7.01,157.16,2025年2季度股票投资明细
25,002345,潮宏基,2.6,10.64,155.66,2025年2季度股票投资明细
26,688722,同益中,2.6,7.32,155.6,2025年2季度股票投资明细
27,600588,用友网络,2.5,11.18,149.48,2025年2季度股票投资明细
28,603955,大千生态,2.14,4.12,127.88,2025年2季度股票投资明细
29,001328,登康口腔,2.03,2.48,121.12,2025年2季度股票投资明细
30,603214,爱婴室,1.73,5.38,103.24,2025年2季度股票投资明细
31,001222,源飞宠物,1.71,5.19,102.35,2025年2季度股票投资明细
32,601319,中国人保,1.68,11.57,100.77,2025年2季度股票投资明细
33,600315,上海家化,1.67,4.73,99.66,2025年2季度股票投资明细
34,300059,东方财富,1.65,4.27,98.77,2025年2季度股票投资明细
35,603809,豪能股份,1.58,6.16,94.25,2025年2季度股票投资明细
36,688213,思特威,1.57,0.92,93.83,2025年2季度股票投资明细
37,003021,兆威机电,1.54,0.85,91.93,2025年2季度股票投资明细
38,301498,乖宝宠物,1.54,0.84,91.87,2025年2季度股票投资明细
39,600521,华海药业,1.51,4.86,90.54,2025年2季度股票投资明细
40,600418,江淮汽车,1.48,2.21,88.6,2025年2季度股票投资明细
41,300972,万辰集团,1.48,0.49,88.32,2025年2季度股票投资明细
42,003033,征和工业,1.4,1.97,83.51,2025年2季度股票投资明细
43,002925,盈趣科技,1.36,4.52,81.27,2025年2季度股票投资明细
44,688536,思瑞浦,1.27,0.55,76.24,2025年2季度股票投资明细
45,688180,君实生物,1.2,2.11,71.74,2025年2季度股票投资明细
46,300037,新宙邦,1.07,1.82,64.06,2025年2季度股票投资明细
47,603520,司太立,1.01,6.17,60.47,2025年2季度股票投资明细
48,603900,莱绅通灵,1.0,5.26,59.96,2025年2季度股票投资明细
49,603893,瑞芯微,0.99,0.39,59.23,2025年2季度股票投资明细
50,003020,立方制药,0.66,1.76,39.28,2025年2季度股票投资明细
51,300119,瑞普生物,0.5,1.53,29.71,2025年2季度股票投资明细
52,300918,南山智尚,0.07,0.22,4.23,2025年2季度股票投资明细
53,301335,天元宠物,0.05,0.09,3.13,2025年2季度股票投资明细
54,300938,信测标准,0.05,0.13,2.82,2025年2季度股票投资明细
55,300014,亿纬锂能,0.02,0.03,1.37,2025年2季度股票投资明细
56,603019,中科曙光,0.01,0.01,0.7,2025年2季度股票投资明细
57,603365,水星家纺,0.01,0.03,0.55,2025年2季度股票投资明细
58,688521,芯原股份,4.54,1.68,308.03,2025年3季度股票投资明细
59,688629,华丰科技,3.98,2.75,270.2,2025年3季度股票投资明细
60,688220,翱捷科技,3.95,2.43,268.15,2025年3季度股票投资明细
61,300502,新易盛,3.83,0.71,259.7,2025年3季度股票投资明细
62,003010,若羽臣,3.71,5.85,251.42,2025年3季度股票投资明细
63,688169,石头科技,3.69,1.19,250.37,2025年3季度股票投资明细
64,688266,泽璟制药,3.28,1.97,222.36,2025年3季度股票投资明细
65,300308,中际旭创,3.04,0.51,205.88,2025年3季度股票投资明细
66,688525,佰维存储,2.99,1.95,203.07,2025年3季度股票投资明细
67,688041,海光信息,2.8,0.75,189.78,2025年3季度股票投资明细
