序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,688256,寒武纪,8.0,4.18,2602.58,2025年1季度股票投资明细
2,300502,新易盛,5.1,16.91,1659.13,2025年1季度股票投资明细
3,002779,中坚科技,3.8,12.81,1237.24,2025年1季度股票投资明细
4,688608,恒玄科技,3.72,2.98,1210.29,2025年1季度股票投资明细
5,300476,胜宏科技,3.67,14.75,1194.61,2025年1季度股票投资明细
6,003021,兆威机电,3.59,9.15,1169.64,2025年1季度股票投资明细
7,603893,瑞芯微,3.34,6.28,1087.49,2025年1季度股票投资明细
8,603667,五洲新春,2.82,23.68,916.79,2025年1季度股票投资明细
9,300953,震裕科技,2.73,5.57,889.7,2025年1季度股票投资明细
10,603583,捷昌驱动,2.59,20.74,843.91,2025年1季度股票投资明细
11,688256,寒武纪,5.54,2.64,1585.91,2025年2季度股票投资明细
12,300750,宁德时代,5.48,6.22,1568.81,2025年2季度股票投资明细
13,603986,兆易创新,4.95,11.19,1415.58,2025年2季度股票投资明细
14,688041,海光信息,4.42,8.95,1264.93,2025年2季度股票投资明细
15,688169,石头科技,4.22,7.7,1205.7,2025年2季度股票投资明细
16,603179,新泉股份,3.54,21.54,1011.73,2025年2季度股票投资明细
17,688578,艾力斯,3.54,10.87,1011.43,2025年2季度股票投资明细
18,688608,恒玄科技,3.2,2.63,915.99,2025年2季度股票投资明细
19,002126,银轮股份,2.99,35.2,854.66,2025年2季度股票投资明细
20,002142,宁波银行,2.93,30.68,839.4,2025年2季度股票投资明细
21,600660,福耀玻璃,2.87,14.42,821.8,2025年2季度股票投资明细
22,300476,胜宏科技,2.83,6.03,810.26,2025年2季度股票投资明细
23,603893,瑞芯微,2.35,4.43,672.41,2025年2季度股票投资明细
24,600489,中金黄金,2.29,44.72,654.25,2025年2季度股票投资明细
25,601899,紫金矿业,2.25,32.97,643.0,2025年2季度股票投资明细
26,688213,思特威,2.21,6.17,630.71,2025年2季度股票投资明细
27,601058,赛轮轮胎,1.97,42.88,562.59,2025年2季度股票投资明细
28,688266,泽璟制药,1.92,5.1,548.66,2025年2季度股票投资明细
29,688382,益方生物,1.88,16.37,537.42,2025年2季度股票投资明细
30,002779,中坚科技,1.71,6.51,490.02,2025年2季度股票投资明细
31,300870,欧陆通,1.69,3.83,484.14,2025年2季度股票投资明细
32,300408,三环集团,1.68,14.36,479.62,2025年2季度股票投资明细
33,603699,纽威股份,1.57,14.44,450.09,2025年2季度股票投资明细
34,603979,金诚信,1.5,9.22,428.31,2025年2季度股票投资明细
35,603993,洛阳钼业,1.07,36.43,306.74,2025年2季度股票投资明细
36,002475,立讯精密,1.0,8.26,286.54,2025年2季度股票投资明细
37,688617,惠泰医疗,0.97,0.93,276.24,2025年2季度股票投资明细
38,002028,思源电气,0.81,3.19,232.33,2025年2季度股票投资明细
39,002050,三花智控,0.74,8.08,213.04,2025年2季度股票投资明细
40,601229,上海银行,0.7,18.82,199.68,2025年2季度股票投资明细
41,002850,科达利,0.66,1.67,188.99,2025年2季度股票投资明细
42,600150,中国船舶,0.63,5.5,178.97,2025年2季度股票投资明细
43,601100,恒立液压,0.56,2.24,161.32,2025年2季度股票投资明细
44,600761,安徽合力,0.54,8.71,154.56,2025年2季度股票投资明细
45,000425,徐工机械,0.46,16.99,132.01,2025年2季度股票投资明细
46,688120,华海清科,0.42,0.71,119.68,2025年2季度股票投资明细
47,600590,泰豪科技,0.41,11.87,115.96,2025年2季度股票投资明细
48,601009,南京银行,0.31,7.53,87.5,2025年2季度股票投资明细
49,300765,新诺威,0.23,1.3,67.2,2025年2季度股票投资明细
50,600183,生益科技,0.23,2.14,64.52,2025年2季度股票投资明细
51,002594,比亚迪,0.21,0.18,59.74,2025年2季度股票投资明细
52,002179,中航光电,0.21,1.46,58.93,2025年2季度股票投资明细
53,688775,影石创新,0.2,0.34,56.55,2025年2季度股票投资明细
54,601689,拓普集团,0.18,1.11,52.55,2025年2季度股票投资明细
55,000888,峨眉山A,0.17,3.52,49.48,2025年2季度股票投资明细
56,300502,新易盛,0.16,0.36,45.73,2025年2季度股票投资明细
57,002353,杰瑞股份,0.13,1.05,36.85,2025年2季度股票投资明细
58,000333,美的集团,0.09,0.37,26.71,2025年2季度股票投资明细
59,300502,新易盛,7.96,7.69,2813.54,2025年3季度股票投资明细
60,300750,宁德时代,7.07,6.22,2500.44,2025年3季度股票投资明细
61,688169,石头科技,6.99,11.78,2472.22,2025年3季度股票投资明细
62,688213,思特威,6.53,19.39,2310.46,2025年3季度股票投资明细
63,603699,纽威股份,5.67,44.74,2004.8,2025年3季度股票投资明细
64,603993,洛阳钼业,5.66,127.39,2000.02,2025年3季度股票投资明细
65,300308,中际旭创,5.51,4.83,1949.77,2025年3季度股票投资明细
66,603979,金诚信,4.73,23.99,1673.26,2025年3季度股票投资明细
67,688266,泽璟制药,4.26,13.31,1504.69,2025年3季度股票投资明细
68,688019,安集科技,3.68,5.69,1299.76,2025年3季度股票投资明细
