序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,03888,金山软件,4.63,2.68,94.35,2025年1季度股票投资明细
2,09988,阿里巴巴-W,4.52,0.77,92.16,2025年1季度股票投资明细
3,02273,固生堂,4.44,3.0,90.61,2025年1季度股票投资明细
4,688591,泰凌微,3.93,1.77,80.09,2025年1季度股票投资明细
5,00268,金蝶国际,3.44,5.7,70.14,2025年1季度股票投资明细
6,301196,唯科科技,3.37,1.3,68.77,2025年1季度股票投资明细
7,002050,三花智控,3.35,2.37,68.33,2025年1季度股票投资明细
8,000333,美的集团,3.35,0.87,68.3,2025年1季度股票投资明细
9,600690,海尔智家,3.31,2.47,67.53,2025年1季度股票投资明细
10,000596,古井贡酒,3.26,0.39,66.4,2025年1季度股票投资明细
11,02273,固生堂,5.69,3.57,111.99,2025年2季度股票投资明细
12,603119,浙江荣泰,4.7,2.0,92.48,2025年2季度股票投资明细
13,00268,金蝶国际,4.51,6.3,88.83,2025年2季度股票投资明细
14,09899,网易云音乐,4.47,0.4,88.03,2025年2季度股票投资明细
15,301196,唯科科技,4.47,1.3,87.97,2025年2季度股票投资明细
16,688049,炬芯科技,4.3,1.4,84.7,2025年2季度股票投资明细
17,688322,奥比中光,4.28,1.43,84.38,2025年2季度股票投资明细
18,688591,泰凌微,4.13,1.7,81.43,2025年2季度股票投资明细
19,300953,震裕科技,3.82,0.74,75.2,2025年2季度股票投资明细
20,300940,南极光,3.79,2.96,74.74,2025年2季度股票投资明细
21,688018,乐鑫科技,3.71,0.5,73.05,2025年2季度股票投资明细
22,03888,金山软件,3.41,1.8,67.23,2025年2季度股票投资明细
23,603166,福达股份,3.14,4.0,61.88,2025年2季度股票投资明细
24,002281,光迅科技,3.01,1.2,59.18,2025年2季度股票投资明细
25,603236,移远通信,2.61,0.6,51.48,2025年2季度股票投资明细
26,002979,雷赛智能,2.47,1.1,48.71,2025年2季度股票投资明细
27,03896,金山云,2.46,8.0,48.51,2025年2季度股票投资明细
28,01357,美图公司,2.22,5.3,43.7,2025年2季度股票投资明细
29,603306,华懋科技,2.21,1.0,43.5,2025年2季度股票投资明细
30,00700,腾讯控股,2.1,0.09,41.34,2025年2季度股票投资明细
31,09988,阿里巴巴-W,1.88,0.37,37.1,2025年2季度股票投资明细
32,603809,豪能股份,1.87,2.41,36.86,2025年2季度股票投资明细
33,688692,达梦数据,1.58,0.14,31.2,2025年2季度股票投资明细
34,688552,航天南湖,1.28,0.63,25.14,2025年2季度股票投资明细
35,01773,天立国际控股,1.05,5.0,20.73,2025年2季度股票投资明细
36,600316,洪都航空,0.96,0.5,18.85,2025年2季度股票投资明细
37,600732,爱旭股份,0.86,1.3,17.03,2025年2季度股票投资明细
38,002315,焦点科技,0.86,0.37,16.91,2025年2季度股票投资明细
39,01060,大麦娱乐,0.76,17.0,14.9,2025年2季度股票投资明细
40,600438,通威股份,0.71,0.83,13.9,2025年2季度股票投资明细
41,002050,三花智控,0.67,0.5,13.19,2025年2季度股票投资明细
42,302132,中航成飞,0.58,0.13,11.43,2025年2季度股票投资明细
43,688111,金山办公,0.57,0.04,11.2,2025年2季度股票投资明细
44,600562,国睿科技,0.53,0.33,10.39,2025年2季度股票投资明细
45,002389,航天彩虹,0.48,0.37,9.47,2025年2季度股票投资明细
46,688498,源杰科技,0.4,0.04,7.8,2025年2季度股票投资明细
47,00968,信义光能,0.23,2.0,4.55,2025年2季度股票投资明细
48,000768,中航西飞,0.18,0.13,3.55,2025年2季度股票投资明细
49,09988,阿里巴巴-W,5.52,0.88,142.61,2025年3季度股票投资明细
50,001221,悍高集团,4.78,2.0,123.32,2025年3季度股票投资明细
51,688591,泰凌微,4.6,1.95,118.64,2025年3季度股票投资明细
52,301196,唯科科技,4.56,1.23,117.81,2025年3季度股票投资明细
53,002979,雷赛智能,4.52,2.47,116.63,2025年3季度股票投资明细
54,300014,亿纬锂能,4.37,1.24,112.84,2025年3季度股票投资明细
55,300433,蓝思科技,4.19,3.23,108.14,2025年3季度股票投资明细
56,300976,达瑞电子,4.15,1.47,107.02,2025年3季度股票投资明细
57,688717,艾罗能源,4.12,1.24,106.39,2025年3季度股票投资明细
58,00268,金蝶国际,3.73,6.0,96.25,2025年3季度股票投资明细
