序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,600519,贵州茅台,4.3,63.85,99665.17,2025年1季度股票投资明细
2,300750,宁德时代,2.95,270.53,68428.49,2025年1季度股票投资明细
3,601318,中国平安,2.48,1112.07,57416.42,2025年1季度股票投资明细
4,600036,招商银行,2.39,1279.62,55394.75,2025年1季度股票投资明细
5,000333,美的集团,1.68,496.71,38991.72,2025年1季度股票投资明细
6,600900,长江电力,1.52,1263.51,35138.21,2025年1季度股票投资明细
7,002594,比亚迪,1.5,92.98,34858.2,2025年1季度股票投资明细
8,601166,兴业银行,1.41,1508.81,32590.37,2025年1季度股票投资明细
9,601899,紫金矿业,1.33,1704.9,30892.79,2025年1季度股票投资明细
10,300059,东方财富,1.25,1278.39,28866.14,2025年1季度股票投资明细
11,301658,首航新能,0.0,0.44,5.16,2025年1季度股票投资明细
12,688411,海博思创,0.0,0.06,3.36,2025年1季度股票投资明细
13,001391,国货航,0.0,0.48,3.1,2025年1季度股票投资明细
14,301275,汉朔科技,0.0,0.05,2.64,2025年1季度股票投资明细
15,603257,中国瑞林,0.0,0.08,1.6,2025年1季度股票投资明细
16,600519,贵州茅台,3.8,49.69,70032.99,2025年2季度股票投资明细
17,300750,宁德时代,2.9,211.77,53413.26,2025年2季度股票投资明细
18,601318,中国平安,2.58,858.55,47632.61,2025年2季度股票投资明细
19,600036,招商银行,2.46,987.93,45395.38,2025年2季度股票投资明细
20,601166,兴业银行,1.68,1329.94,31040.88,2025年2季度股票投资明细
21,600900,长江电力,1.6,979.66,29526.95,2025年2季度股票投资明细
22,000333,美的集团,1.55,394.63,28492.27,2025年2季度股票投资明细
23,601899,紫金矿业,1.39,1316.34,25668.63,2025年2季度股票投资明细
24,002594,比亚迪,1.32,73.26,24315.73,2025年2季度股票投资明细
25,300059,东方财富,1.27,1011.11,23387.07,2025年2季度股票投资明细
26,600030,中信证券,1.17,782.58,21614.87,2025年2季度股票投资明细
27,601398,工商银行,1.15,2804.72,21287.82,2025年2季度股票投资明细
28,000858,五粮液,1.02,158.27,18818.3,2025年2季度股票投资明细
29,600276,恒瑞医药,1.0,355.77,18464.46,2025年2季度股票投资明细
30,601328,交通银行,0.92,2129.72,17037.79,2025年2季度股票投资明细
31,000651,格力电器,0.87,357.08,16040.09,2025年2季度股票投资明细
32,601288,农业银行,0.81,2555.05,15023.69,2025年2季度股票投资明细
33,002475,立讯精密,0.77,408.13,14157.86,2025年2季度股票投资明细
34,600887,伊利股份,0.76,505.88,14103.93,2025年2季度股票投资明细
35,600919,江苏银行,0.76,1171.67,13989.74,2025年2季度股票投资明细
36,603259,药明康德,0.76,200.95,13976.14,2025年2季度股票投资明细
37,688981,中芯国际,0.75,157.68,13902.65,2025年2季度股票投资明细
38,601816,京沪高铁,0.73,2348.16,13501.92,2025年2季度股票投资明细
39,600000,浦发银行,0.71,938.14,13021.34,2025年2季度股票投资明细
40,000725,京东方A,0.64,2938.12,11723.1,2025年2季度股票投资明细
41,300760,迈瑞医疗,0.58,47.88,10761.03,2025年2季度股票投资明细
42,601088,中国神华,0.58,264.76,10733.37,2025年2季度股票投资明细
43,002371,北方华创,0.58,24.25,10722.09,2025年2季度股票投资明细
44,300308,中际旭创,0.57,71.8,10472.75,2025年2季度股票投资明细
45,688256,寒武纪,0.56,17.26,10381.95,2025年2季度股票投资明细
46,601601,中国太保,0.56,275.61,10338.13,2025年2季度股票投资明细
47,300502,新易盛,0.56,80.83,10266.77,2025年2季度股票投资明细
48,688041,海光信息,0.55,72.38,10226.44,2025年2季度股票投资明细
49,300124,汇川技术,0.54,152.78,9864.97,2025年2季度股票投资明细
50,601728,中国电信,0.52,1239.64,9607.21,2025年2季度股票投资明细
51,601668,中国建筑,0.52,1652.76,9536.43,2025年2季度股票投资明细
52,002352,顺丰控股,0.51,192.94,9407.75,2025年2季度股票投资明细
53,000001,平安银行,0.51,777.57,9385.27,2025年2季度股票投资明细
54,002714,牧原股份,0.5,221.06,9286.63,2025年2季度股票投资明细
55,002230,科大讯飞,0.48,184.78,8847.27,2025年2季度股票投资明细
56,601127,赛力斯,0.48,65.5,8797.96,2025年2季度股票投资明细
57,603501,豪威集团,0.47,68.57,8753.27,2025年2季度股票投资明细
58,600031,三一重工,0.46,472.6,8483.17,2025年2季度股票投资明细
59,000063,中兴通讯,0.45,258.15,8387.29,2025年2季度股票投资明细
60,600309,万华化学,0.45,152.86,8294.18,2025年2季度股票投资明细
61,600941,中国移动,0.45,73.01,8217.28,2025年2季度股票投资明细
62,603019,中科曙光,0.44,116.5,8201.6,2025年2季度股票投资明细
63,002415,海康威视,0.44,294.18,8157.47,2025年2季度股票投资明细
64,300274,阳光电源,0.42,115.51,7828.25,2025年2季度股票投资明细
65,601857,中国石油,0.42,908.43,7767.08,2025年2季度股票投资明细
66,601919,中远海控,0.41,504.1,7581.66,2025年2季度股票投资明细
67,600690,海尔智家,0.4,299.09,7411.45,2025年2季度股票投资明细
68,688008,澜起科技,0.4,90.16,7393.12,2025年2季度股票投资明细
69,600660,福耀玻璃,0.4,128.31,7314.95,2025年2季度股票投资明细
70,601012,隆基绿能,0.39,483.35,7259.92,2025年2季度股票投资明细
71,600406,国电南瑞,0.39,321.65,7208.13,2025年2季度股票投资明细
72,601766,中国中车,0.37,974.71,6861.96,2025年2季度股票投资明细
73,600050,中国联通,0.36,1248.91,6669.18,2025年2季度股票投资明细
74,603986,兆易创新,0.36,52.66,6663.07,2025年2季度股票投资明细
75,000338,潍柴动力,0.36,432.48,6651.54,2025年2季度股票投资明细
76,000568,泸州老窖,0.36,58.61,6646.37,2025年2季度股票投资明细
77,688012,中微公司,0.36,36.18,6595.43,2025年2季度股票投资明细
78,600028,中国石化,0.36,1168.68,6591.38,2025年2季度股票投资明细
79,000100,TCL科技,0.35,1500.47,6497.06,2025年2季度股票投资明细
80,601988,中国银行,0.35,1143.45,6426.19,2025年2季度股票投资明细
81,300476,胜宏科技,0.35,47.68,6407.24,2025年2季度股票投资明细
82,601006,大秦铁路,0.35,969.1,6396.06,2025年2季度股票投资明细
83,601985,中国核电,0.33,660.31,6154.09,2025年2季度股票投资明细
84,601225,陕西煤业,0.32,309.61,5956.9,2025年2季度股票投资明细
85,600104,上汽集团,0.32,369.48,5930.15,2025年2季度股票投资明细
86,002027,分众传媒,0.32,807.31,5893.36,2025年2季度股票投资明细
87,600150,中国船舶,0.31,178.18,5797.98,2025年2季度股票投资明细
88,605499,东鹏饮料,0.31,18.15,5698.75,2025年2季度股票投资明细
89,688111,金山办公,0.31,20.2,5657.88,2025年2季度股票投资明细
90,600418,江淮汽车,0.31,140.61,5637.05,2025年2季度股票投资明细
91,601628,中国人寿,0.3,133.85,5513.28,2025年2季度股票投资明细
92,688271,联影医疗,0.3,43.13,5509.38,2025年2季度股票投资明细
93,600760,中航沈飞,0.29,90.42,5300.19,2025年2季度股票投资明细
94,600436,片仔癀,0.29,26.31,5262.26,2025年2季度股票投资明细
95,603288,海天味业,0.28,134.05,5215.89,2025年2季度股票投资明细
96,000425,徐工机械,0.28,660.02,5128.36,2025年2季度股票投资明细
97,300033,同花顺,0.28,18.76,5121.67,2025年2季度股票投资明细
98,000625,长安汽车,0.28,398.55,5085.56,2025年2季度股票投资明细
99,600111,北方稀土,0.27,203.53,5067.9,2025年2季度股票投资明细
100,000792,盐湖股份,0.27,295.07,5039.85,2025年2季度股票投资明细
101,600938,中国海油,0.27,191.45,4998.76,2025年2季度股票投资明细
102,600905,三峡能源,0.26,1144.98,4877.61,2025年2季度股票投资明细
103,601658,邮储银行,0.26,888.2,4858.45,2025年2季度股票投资明细
104,600089,特变电工,0.26,406.35,4847.76,2025年2季度股票投资明细
105,601888,中国中免,0.26,79.42,4842.24,2025年2季度股票投资明细
106,002625,光启技术,0.26,120.22,4806.4,2025年2季度股票投资明细
107,603993,洛阳钼业,0.26,561.29,4726.06,2025年2季度股票投资明细
108,002050,三花智控,0.26,178.44,4707.25,2025年2季度股票投资明细
109,600547,山东黄金,0.25,146.17,4667.21,2025年2季度股票投资明细
110,600048,保利发展,0.25,574.9,4656.69,2025年2季度股票投资明细
111,300015,爱尔眼科,0.25,372.32,4646.57,2025年2季度股票投资明细
112,600019,宝钢股份,0.25,701.36,4621.96,2025年2季度股票投资明细
113,601390,中国中铁,0.25,821.02,4605.92,2025年2季度股票投资明细
114,600415,小商品城,0.25,221.96,4590.13,2025年2季度股票投资明细
115,002241,歌尔股份,0.25,195.99,4570.49,2025年2季度股票投资明细
116,002463,沪电股份,0.25,106.84,4549.25,2025年2季度股票投资明细
117,601600,中国铝业,0.24,634.13,4464.28,2025年2季度股票投资明细
118,300014,亿纬锂能,0.24,97.0,4443.57,2025年2季度股票投资明细
119,000977,浪潮信息,0.23,84.16,4281.84,2025年2季度股票投资明细
120,601989,中国重工,0.23,913.89,4240.45,2025年2季度股票投资明细
121,600585,海螺水泥,0.22,192.13,4125.03,2025年2季度股票投资明细
122,002384,东山精密,0.22,108.36,4092.76,2025年2季度股票投资明细
123,600893,航发动力,0.22,105.71,4074.06,2025年2季度股票投资明细
124,002179,中航光电,0.22,100.6,4060.19,2025年2季度股票投资明细
125,600570,恒生电子,0.22,120.65,4046.6,2025年2季度股票投资明细
126,000538,云南白药,0.22,72.1,4022.37,2025年2季度股票投资明细
127,603799,华友钴业,0.22,108.07,4000.75,2025年2季度股票投资明细
128,000988,华工科技,0.21,81.97,3853.42,2025年2季度股票投资明细
129,600584,长电科技,0.21,113.88,3836.62,2025年2季度股票投资明细
130,000938,紫光股份,0.21,158.81,3809.84,2025年2季度股票投资明细
131,601727,上海电气,0.2,506.75,3744.88,2025年2季度股票投资明细
132,600438,通威股份,0.2,218.42,3658.54,2025年2季度股票投资明细
133,002028,思源电气,0.19,49.23,3589.36,2025年2季度股票投资明细
134,300408,三环集团,0.19,106.44,3555.1,2025年2季度股票投资明细
135,002049,紫光国微,0.19,53.95,3553.15,2025年2季度股票投资明细
136,300433,蓝思科技,0.19,158.07,3524.96,2025年2季度股票投资明细
137,000002,万科A,0.19,542.67,3483.95,2025年2季度股票投资明细
138,600795,国电电力,0.19,714.82,3459.73,2025年2季度股票投资明细
139,600489,中金黄金,0.18,231.51,3387.03,2025年2季度股票投资明细
140,601669,中国电建,0.18,688.24,3351.73,2025年2季度股票投资明细
141,600988,赤峰黄金,0.18,133.67,3325.71,2025年2季度股票投资明细
142,601689,拓普集团,0.18,70.06,3310.34,2025年2季度股票投资明细
143,002422,科伦药业,0.18,91.51,3287.04,2025年2季度股票投资明细
144,300339,润和软件,0.18,63.74,3239.9,2025年2季度股票投资明细
145,600010,包钢股份,0.18,1808.96,3238.04,2025年2季度股票投资明细
146,688036,传音控股,0.17,39.78,3170.72,2025年2季度股票投资明细
147,002456,欧菲光,0.17,267.52,3170.11,2025年2季度股票投资明细
148,002460,赣锋锂业,0.17,92.8,3133.72,2025年2季度股票投资明细
149,600009,上海机场,0.17,98.39,3125.85,2025年2季度股票投资明细
150,600160,巨化股份,0.17,107.13,3072.49,2025年2季度股票投资明细
151,601100,恒立液压,0.16,42.1,3030.84,2025年2季度股票投资明细
152,000768,中航西飞,0.16,110.49,3020.86,2025年2季度股票投资明细
153,601186,中国铁建,0.16,367.02,2939.83,2025年2季度股票投资明细
154,002252,上海莱士,0.16,423.48,2909.34,2025年2季度股票投资明细
155,300394,天孚通信,0.16,36.31,2899.28,2025年2季度股票投资明细
156,600183,生益科技,0.16,95.94,2892.59,2025年2季度股票投资明细
157,000157,中联重科,0.16,398.88,2883.9,2025年2季度股票投资明细
158,601360,三六零,0.16,282.35,2879.97,2025年2季度股票投资明细
159,002074,国轩高科,0.16,88.68,2878.55,2025年2季度股票投资明细
160,600839,四川长虹,0.16,294.15,2859.14,2025年2季度股票投资明细
161,000963,华东医药,0.15,70.77,2856.28,2025年2季度股票投资明细
162,600886,国投电力,0.15,192.27,2834.06,2025年2季度股票投资明细
163,600989,宝丰能源,0.15,175.18,2827.41,2025年2季度股票投资明细
164,688169,石头科技,0.15,18.06,2827.2,2025年2季度股票投资明细
165,601058,赛轮轮胎,0.15,212.25,2784.72,2025年2季度股票投资明细
166,600115,中国东航,0.15,683.37,2753.98,2025年2季度股票投资明细
167,300442,润泽科技,0.15,54.69,2708.8,2025年2季度股票投资明细
168,002466,天齐锂业,0.15,84.46,2706.1,2025年2季度股票投资明细
169,000408,藏格矿业,0.15,62.75,2677.6,2025年2季度股票投资明细
170,002517,恺英网络,0.14,137.62,2657.44,2025年2季度股票投资明细
171,000807,云铝股份,0.14,165.33,2641.9,2025年2季度股票投资明细
172,600066,宇通客车,0.14,105.35,2619.0,2025年2季度股票投资明细
173,002340,格林美,0.14,411.3,2611.76,2025年2季度股票投资明细
174,002001,新和成,0.14,122.58,2607.34,2025年2季度股票投资明细
175,600426,华鲁恒升,0.14,118.4,2565.79,2025年2季度股票投资明细
176,002195,岩山科技,0.14,455.46,2564.24,2025年2季度股票投资明细
177,688608,恒玄科技,0.14,7.33,2550.69,2025年2季度股票投资明细
178,600674,川投能源,0.14,158.61,2544.1,2025年2季度股票投资明细
179,601800,中国交建,0.14,285.99,2542.45,2025年2季度股票投资明细
180,600029,南方航空,0.14,430.1,2537.59,2025年2季度股票投资明细
181,000975,山金国际,0.14,133.86,2535.31,2025年2季度股票投资明细
182,002558,巨人网络,0.14,107.51,2531.86,2025年2季度股票投资明细
183,001979,招商蛇口,0.14,288.47,2529.88,2025年2季度股票投资明细
184,600196,复星医药,0.14,100.61,2524.3,2025年2季度股票投资明细
185,688213,思特威,0.14,24.54,2508.48,2025年2季度股票投资明细
186,002916,深南电路,0.14,23.26,2507.77,2025年2季度股票投资明细
187,600011,华能国际,0.14,350.29,2501.07,2025年2季度股票投资明细
188,002236,大华股份,0.14,156.94,2492.25,2025年2季度股票投资明细
189,688126,沪硅产业,0.13,132.31,2476.88,2025年2季度股票投资明细
190,301236,软通动力,0.13,45.03,2460.44,2025年2季度股票投资明细
191,002156,通富微电,0.13,95.89,2456.8,2025年2季度股票投资明细
192,000661,长春高新,0.13,24.73,2452.72,2025年2季度股票投资明细
193,300661,圣邦股份,0.13,33.51,2438.44,2025年2季度股票投资明细
194,688120,华海清科,0.13,14.45,2437.73,2025年2季度股票投资明细
195,600487,亨通光电,0.13,159.32,2437.6,2025年2季度股票投资明细
196,600346,恒力石化,0.13,167.88,2393.97,2025年2季度股票投资明细
197,300418,昆仑万维,0.13,70.92,2384.93,2025年2季度股票投资明细
198,600460,士兰微,0.13,95.88,2379.66,2025年2季度股票投资明细
199,300251,光线传媒,0.13,116.8,2367.54,2025年2季度股票投资明细
200,300207,欣旺达,0.13,117.61,2359.26,2025年2季度股票投资明细
201,601111,中国国航,0.13,298.69,2356.66,2025年2季度股票投资明细
202,601021,春秋航空,0.13,42.34,2356.22,2025年2季度股票投资明细
203,600745,闻泰科技,0.13,70.26,2355.82,2025年2季度股票投资明细
204,002648,卫星化学,0.13,135.45,2347.34,2025年2季度股票投资明细
205,688235,百济神州,0.13,10.04,2345.75,2025年2季度股票投资明细
206,600372,中航机载,0.13,193.85,2337.79,2025年2季度股票投资明细
207,000066,中国长城,0.13,157.36,2328.93,2025年2季度股票投资明细
208,601868,中国能建,0.13,1039.42,2317.91,2025年2季度股票投资明细
209,300896,爱美客,0.13,13.2,2307.04,2025年2季度股票投资明细
210,003816,中国广核,0.12,628.89,2289.16,2025年2季度股票投资明细
211,302132,中航成飞,0.12,25.68,2258.3,2025年2季度股票投资明细
212,601117,中国化学,0.12,291.86,2238.57,2025年2季度股票投资明细
213,300450,先导智能,0.12,89.9,2234.02,2025年2季度股票投资明细
214,600879,航天电子,0.12,213.03,2230.42,2025年2季度股票投资明细
215,601168,西部矿业,0.12,134.04,2229.09,2025年2季度股票投资明细
216,601319,中国人保,0.12,255.74,2227.5,2025年2季度股票投资明细
217,600741,华域汽车,0.12,126.04,2224.61,2025年2季度股票投资明细
218,600096,云天化,0.12,101.02,2219.41,2025年2季度股票投资明细
219,688002,睿创微纳,0.12,31.82,2218.58,2025年2季度股票投资明细
220,002273,水晶光电,0.12,110.5,2206.69,2025年2季度股票投资明细
221,002465,海格通信,0.12,157.44,2194.71,2025年2季度股票投资明细
222,688617,惠泰医疗,0.12,7.39,2193.37,2025年2季度股票投资明细
223,600176,中国巨石,0.12,192.31,2192.33,2025年2季度股票投资明细
224,000786,北新建材,0.12,82.69,2189.63,2025年2季度股票投资明细
225,688396,华润微,0.12,46.32,2184.3,2025年2季度股票投资明细
226,600256,广汇能源,0.12,362.55,2182.55,2025年2季度股票投资明细
227,600588,用友网络,0.12,162.79,2176.5,2025年2季度股票投资明细
228,002601,龙佰集团,0.12,134.24,2176.03,2025年2季度股票投资明细
229,300347,泰格医药,0.12,40.46,2157.49,2025年2季度股票投资明细
230,688777,中控技术,0.12,47.79,2146.06,2025年2季度股票投资明细
231,600885,宏发股份,0.12,95.97,2141.0,2025年2季度股票投资明细
232,000831,中国稀土,0.12,59.18,2137.58,2025年2季度股票投资明细
233,002555,三七互娱,0.12,123.61,2137.2,2025年2季度股票投资明细
234,600482,中国动力,0.12,92.52,2134.44,2025年2季度股票投资明细
235,600352,浙江龙盛,0.12,209.83,2131.87,2025年2季度股票投资明细
236,600219,南山铝业,0.12,556.23,2130.36,2025年2季度股票投资明细
237,601633,长城汽车,0.11,98.7,2120.16,2025年2季度股票投资明细
238,002920,德赛西威,0.11,20.69,2113.07,2025年2季度股票投资明细
239,300866,安克创新,0.11,18.54,2106.23,2025年2季度股票投资明细
240,300017,网宿科技,0.11,196.14,2102.62,2025年2季度股票投资明细
241,000933,神火股份,0.11,125.88,2094.64,2025年2季度股票投资明细
242,688099,晶晨股份,0.11,29.39,2086.86,2025年2季度股票投资明细
243,600039,四川路桥,0.11,210.73,2086.23,2025年2季度股票投资明细
244,002185,华天科技,0.11,206.42,2084.84,2025年2季度股票投资明细
245,002294,信立泰,0.11,43.84,2075.18,2025年2季度股票投资明细
246,688506,百利天恒,0.11,7.0,2072.84,2025年2季度股票投资明细
247,688122,西部超导,0.11,39.67,2057.93,2025年2季度股票投资明细
248,300782,卓胜微,0.11,28.71,2048.89,2025年2季度股票投资明细
249,000630,铜陵有色,0.11,612.43,2045.52,2025年2季度股票投资明细
250,603129,春风动力,0.11,9.32,2017.78,2025年2季度股票投资明细
251,002493,荣盛石化,0.11,242.21,2005.49,2025年2季度股票投资明细
252,300474,景嘉微,0.11,27.35,1996.55,2025年2季度股票投资明细
253,601877,正泰电器,0.11,87.99,1994.73,2025年2季度股票投资明细
254,002129,TCL中环,0.11,259.21,1990.7,2025年2季度股票投资明细
255,600362,江西铜业,0.11,84.78,1986.4,2025年2季度股票投资明细
256,002130,沃尔核材,0.11,82.51,1965.39,2025年2季度股票投资明细
257,600085,同仁堂,0.11,54.45,1963.47,2025年2季度股票投资明细
258,001965,招商公路,0.11,162.45,1949.4,2025年2季度股票投资明细
259,002709,天赐材料,0.1,106.31,1926.34,2025年2季度股票投资明细
260,002131,利欧股份,0.1,539.76,1889.16,2025年2季度股票投资明细
261,002085,万丰奥威,0.1,118.43,1881.85,2025年2季度股票投资明细
262,300002,神州泰岳,0.1,159.39,1880.84,2025年2季度股票投资明细
263,688072,拓荆科技,0.1,12.2,1875.12,2025年2季度股票投资明细
264,300058,蓝色光标,0.1,285.31,1871.61,2025年2季度股票投资明细
265,688047,龙芯中科,0.1,13.99,1866.14,2025年2季度股票投资明细
266,002281,光迅科技,0.1,37.78,1863.31,2025年2季度股票投资明细
267,002180,纳思达,0.1,81.15,1861.58,2025年2季度股票投资明细
268,300122,智飞生物,0.1,94.47,1850.67,2025年2季度股票投资明细
269,002738,中矿资源,0.1,57.41,1846.24,2025年2季度股票投资明细
270,002532,天山铝业,0.1,221.82,1843.32,2025年2季度股票投资明细
271,000423,东阿阿胶,0.1,35.02,1831.55,2025年2季度股票投资明细
272,688578,艾力斯,0.1,19.63,1826.38,2025年2季度股票投资明细
273,002595,豪迈科技,0.1,30.82,1825.16,2025年2季度股票投资明细
274,002128,电投能源,0.1,92.03,1820.43,2025年2季度股票投资明细
275,002138,顺络电子,0.1,64.6,1816.55,2025年2季度股票投资明细
276,002078,太阳纸业,0.1,134.79,1814.27,2025年2季度股票投资明细
277,002472,双环传动,0.1,53.83,1802.77,2025年2季度股票投资明细
278,002436,兴森科技,0.1,135.91,1799.51,2025年2季度股票投资明细
279,600161,天坛生物,0.1,93.69,1797.87,2025年2季度股票投资明细
280,600233,圆通速递,0.1,138.86,1789.91,2025年2季度股票投资明细
281,002410,广联达,0.1,132.63,1778.57,2025年2季度股票投资明细
282,000301,东方盛虹,0.1,213.47,1778.23,2025年2季度股票投资明细
283,300223,北京君正,0.1,25.68,1777.23,2025年2季度股票投资明细
284,603392,万泰生物,0.1,29.13,1776.93,2025年2季度股票投资明细
285,002938,鹏鼎控股,0.1,55.25,1769.66,2025年2季度股票投资明细
