序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,600519,贵州茅台,0.1,0.55,864.17,2025年1季度股票投资明细
2,300750,宁德时代,0.07,2.33,589.86,2025年1季度股票投资明细
3,601318,中国平安,0.05,9.53,491.8,2025年1季度股票投资明细
4,600036,招商银行,0.05,10.95,474.16,2025年1季度股票投资明细
5,000333,美的集团,0.04,4.32,339.14,2025年1季度股票投资明细
6,600900,长江电力,0.03,10.83,301.2,2025年1季度股票投资明细
7,002594,比亚迪,0.03,0.8,299.36,2025年1季度股票投资明细
8,601166,兴业银行,0.03,12.86,277.75,2025年1季度股票投资明细
9,601899,紫金矿业,0.03,14.58,264.2,2025年1季度股票投资明细
10,300059,东方财富,0.03,11.17,252.23,2025年1季度股票投资明细
11,600519,贵州茅台,0.09,0.59,836.69,2025年2季度股票投资明细
12,300750,宁德时代,0.07,2.49,628.53,2025年2季度股票投资明细
13,601318,中国平安,0.06,10.14,562.32,2025年2季度股票投资明细
14,600036,招商银行,0.06,11.65,535.46,2025年2季度股票投资明细
15,601166,兴业银行,0.04,15.67,365.71,2025年2季度股票投资明细
16,600900,长江电力,0.04,11.52,347.23,2025年2季度股票投资明细
17,000333,美的集团,0.04,4.63,334.31,2025年2季度股票投资明细
18,601899,紫金矿业,0.03,15.52,302.66,2025年2季度股票投资明细
19,002594,比亚迪,0.03,0.85,281.63,2025年2季度股票投资明细
20,300059,东方财富,0.03,11.92,275.72,2025年2季度股票投资明细
21,600030,中信证券,0.03,9.2,254.1,2025年2季度股票投资明细
22,601398,工商银行,0.03,33.08,251.04,2025年2季度股票投资明细
23,600276,恒瑞医药,0.02,4.22,218.89,2025年2季度股票投资明细
24,000858,五粮液,0.02,1.82,216.43,2025年2季度股票投资明细
25,601211,国泰海通,0.02,10.66,204.16,2025年2季度股票投资明细
26,601328,交通银行,0.02,25.13,201.07,2025年2季度股票投资明细
27,000651,格力电器,0.02,4.21,189.15,2025年2季度股票投资明细
28,601288,农业银行,0.02,30.04,176.64,2025年2季度股票投资明细
29,600887,伊利股份,0.02,5.96,166.1,2025年2季度股票投资明细
30,002475,立讯精密,0.02,4.79,166.07,2025年2季度股票投资明细
31,600919,江苏银行,0.02,13.86,165.49,2025年2季度股票投资明细
32,688981,中芯国际,0.02,1.87,165.05,2025年2季度股票投资明细
33,603259,药明康德,0.02,2.37,164.64,2025年2季度股票投资明细
34,601816,京沪高铁,0.02,27.65,158.99,2025年2季度股票投资明细
35,600000,浦发银行,0.02,11.11,154.2,2025年2季度股票投资明细
36,000725,京东方A,0.02,34.6,138.05,2025年2季度股票投资明细
37,002371,北方华创,0.01,0.3,132.66,2025年2季度股票投资明细
38,300760,迈瑞医疗,0.01,0.57,128.11,2025年2季度股票投资明细
39,601088,中国神华,0.01,3.11,126.1,2025年2季度股票投资明细
40,688041,海光信息,0.01,0.88,124.12,2025年2季度股票投资明细
41,300308,中际旭创,0.01,0.84,121.94,2025年2季度股票投资明细
42,601601,中国太保,0.01,3.22,120.95,2025年2季度股票投资明细
43,300502,新易盛,0.01,0.93,118.64,2025年2季度股票投资明细
44,300124,汇川技术,0.01,1.77,114.24,2025年2季度股票投资明细
45,601728,中国电信,0.01,14.65,113.54,2025年2季度股票投资明细
46,688256,寒武纪,0.01,0.19,112.54,2025年2季度股票投资明细
47,601668,中国建筑,0.01,19.47,112.35,2025年2季度股票投资明细
48,600016,民生银行,0.01,23.34,110.88,2025年2季度股票投资明细
49,002352,顺丰控股,0.01,2.26,110.4,2025年2季度股票投资明细
50,000001,平安银行,0.01,9.14,110.37,2025年2季度股票投资明细
51,002714,牧原股份,0.01,2.57,108.15,2025年2季度股票投资明细
52,002230,科大讯飞,0.01,2.17,104.02,2025年2季度股票投资明细
53,603501,豪威集团,0.01,0.8,102.63,2025年2季度股票投资明细
54,601127,赛力斯,0.01,0.76,102.08,2025年2季度股票投资明细
55,600031,三一重工,0.01,5.6,100.52,2025年2季度股票投资明细
56,601229,上海银行,0.01,9.37,99.42,2025年2季度股票投资明细
57,000063,中兴通讯,0.01,3.03,98.51,2025年2季度股票投资明细
58,603019,中科曙光,0.01,1.38,97.43,2025年2季度股票投资明细
59,600941,中国移动,0.01,0.86,96.79,2025年2季度股票投资明细
60,600309,万华化学,0.01,1.78,96.58,2025年2季度股票投资明细
61,002415,海康威视,0.01,3.48,96.57,2025年2季度股票投资明细
62,601169,北京银行,0.01,13.96,95.37,2025年2季度股票投资明细
63,300274,阳光电源,0.01,1.37,92.57,2025年2季度股票投资明细
64,601857,中国石油,0.01,10.68,91.32,2025年2季度股票投资明细
65,601919,中远海控,0.01,5.94,89.27,2025年2季度股票投资明细
66,688008,澜起科技,0.01,1.08,88.58,2025年2季度股票投资明细
67,600690,海尔智家,0.01,3.54,87.65,2025年2季度股票投资明细
68,601012,隆基绿能,0.01,5.72,85.88,2025年2季度股票投资明细
69,601688,华泰证券,0.01,4.82,85.77,2025年2季度股票投资明细
70,600660,福耀玻璃,0.01,1.5,85.74,2025年2季度股票投资明细
71,300498,温氏股份,0.01,5.01,85.6,2025年2季度股票投资明细
72,002142,宁波银行,0.01,3.1,84.91,2025年2季度股票投资明细
73,600406,国电南瑞,0.01,3.78,84.8,2025年2季度股票投资明细
74,600809,山西汾酒,0.01,0.46,80.79,2025年2季度股票投资明细
75,601766,中国中车,0.01,11.47,80.75,2025年2季度股票投资明细
76,601138,工业富联,0.01,3.74,79.96,2025年2季度股票投资明细
77,603986,兆易创新,0.01,0.63,79.66,2025年2季度股票投资明细
78,600050,中国联通,0.01,14.74,78.71,2025年2季度股票投资明细
79,000338,潍柴动力,0.01,5.09,78.35,2025年2季度股票投资明细
80,000568,泸州老窖,0.01,0.69,77.99,2025年2季度股票投资明细
81,600028,中国石化,0.01,13.71,77.34,2025年2季度股票投资明细
82,000100,TCL科技,0.01,17.67,76.49,2025年2季度股票投资明细
83,601988,中国银行,0.01,13.51,75.93,2025年2季度股票投资明细
84,601006,大秦铁路,0.01,11.39,75.15,2025年2季度股票投资明细
85,600926,杭州银行,0.01,4.33,72.82,2025年2季度股票投资明细
86,601818,光大银行,0.01,17.45,72.41,2025年2季度股票投资明细
87,601985,中国核电,0.01,7.75,72.23,2025年2季度股票投资明细
88,688012,中微公司,0.01,0.4,72.01,2025年2季度股票投资明细
89,601225,陕西煤业,0.01,3.65,70.23,2025年2季度股票投资明细
90,600104,上汽集团,0.01,4.37,70.19,2025年2季度股票投资明细
91,002027,分众传媒,0.01,9.54,69.61,2025年2季度股票投资明细
92,600150,中国船舶,0.01,2.11,68.66,2025年2季度股票投资明细
93,601628,中国人寿,0.01,1.58,64.96,2025年2季度股票投资明细
94,601009,南京银行,0.01,5.55,64.51,2025年2季度股票投资明细
95,600999,招商证券,0.01,3.49,61.41,2025年2季度股票投资明细
96,600760,中航沈飞,0.01,1.05,61.29,2025年2季度股票投资明细
97,603288,海天味业,0.01,1.58,61.29,2025年2季度股票投资明细
98,688111,金山办公,0.01,0.22,60.52,2025年2季度股票投资明细
99,000425,徐工机械,0.01,7.75,60.22,2025年2季度股票投资明细
100,601939,建设银行,0.01,6.33,59.72,2025年2季度股票投资明细
101,605499,东鹏饮料,0.01,0.19,59.67,2025年2季度股票投资明细
102,000625,长安汽车,0.01,4.68,59.66,2025年2季度股票投资明细
103,600111,北方稀土,0.01,2.4,59.64,2025年2季度股票投资明细
104,000792,盐湖股份,0.01,3.49,59.61,2025年2季度股票投资明细
105,688271,联影医疗,0.01,0.46,59.17,2025年2季度股票投资明细
106,600938,中国海油,0.01,2.26,59.01,2025年2季度股票投资明细
107,600905,三峡能源,0.01,13.48,57.42,2025年2季度股票投资明细
108,600089,特变电工,0.01,4.76,56.82,2025年2季度股票投资明细
109,601658,邮储银行,0.01,10.37,56.72,2025年2季度股票投资明细
110,601888,中国中免,0.01,0.92,56.09,2025年2季度股票投资明细
111,600436,片仔癀,0.01,0.28,56.0,2025年2季度股票投资明细
112,603993,洛阳钼业,0.01,6.63,55.82,2025年2季度股票投资明细
113,002050,三花智控,0.01,2.11,55.59,2025年2季度股票投资明细
114,300033,同花顺,0.01,0.2,54.88,2025年2季度股票投资明细
