序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,688099,晶晨股份,5.99,1.89,157.55,2025年1季度股票投资明细
2,002594,比亚迪,5.85,0.41,153.71,2025年1季度股票投资明细
3,688981,中芯国际,5.71,1.68,150.21,2025年1季度股票投资明细
4,300627,华测导航,5.22,3.32,137.28,2025年1季度股票投资明细
5,600862,中航高科,5.08,5.6,133.45,2025年1季度股票投资明细
6,688208,道通科技,5.05,3.05,132.71,2025年1季度股票投资明细
7,688012,中微公司,4.75,0.68,124.85,2025年1季度股票投资明细
8,688008,澜起科技,4.73,1.59,124.19,2025年1季度股票投资明细
9,688019,安集科技,4.68,0.73,122.92,2025年1季度股票投资明细
10,601633,长城汽车,4.63,4.66,121.63,2025年1季度股票投资明细
11,603501,豪威集团,5.56,1.04,132.76,2025年2季度股票投资明细
12,688052,纳芯微,5.52,0.75,131.6,2025年2季度股票投资明细
13,688347,华虹公司,5.45,2.37,130.1,2025年2季度股票投资明细
14,688041,海光信息,5.4,0.91,128.77,2025年2季度股票投资明细
15,300627,华测导航,5.12,3.49,122.08,2025年2季度股票投资明细
16,300777,中简科技,4.88,3.21,116.36,2025年2季度股票投资明细
17,688536,思瑞浦,4.63,0.8,110.48,2025年2季度股票投资明细
18,688002,睿创微纳,4.63,1.58,110.36,2025年2季度股票投资明细
19,600895,张江高科,4.4,4.08,104.86,2025年2季度股票投资明细
20,301392,汇成真空,4.35,0.87,103.71,2025年2季度股票投资明细
21,688510,航亚科技,4.25,4.2,101.45,2025年2季度股票投资明细
22,300373,扬杰科技,4.2,1.93,100.17,2025年2季度股票投资明细
23,603986,兆易创新,4.08,0.77,97.43,2025年2季度股票投资明细
24,688502,茂莱光学,3.82,0.32,91.16,2025年2季度股票投资明细
25,688037,芯源微,3.07,0.68,73.16,2025年2季度股票投资明细
26,688008,澜起科技,2.98,0.87,71.06,2025年2季度股票投资明细
27,300346,南大光电,2.9,2.19,69.17,2025年2季度股票投资明细
28,600760,中航沈飞,2.68,1.09,63.9,2025年2季度股票投资明细
29,688122,西部超导,2.53,1.16,60.29,2025年2季度股票投资明细
30,688200,华峰测控,2.11,0.35,50.35,2025年2季度股票投资明细
31,603893,瑞芯微,1.97,0.31,47.08,2025年2季度股票投资明细
32,688088,虹软科技,1.87,0.93,44.65,2025年2季度股票投资明细
33,688072,拓荆科技,1.29,0.2,30.77,2025年2季度股票投资明细
34,688522,纳睿雷达,1.21,0.56,28.91,2025年2季度股票投资明细
35,688322,奥比中光,1.09,0.44,26.08,2025年2季度股票投资明细
36,688508,芯朋微,1.01,0.43,24.11,2025年2季度股票投资明细
37,002487,大金重工,1.01,0.73,24.02,2025年2季度股票投资明细
38,688361,中科飞测,1.0,0.28,23.84,2025年2季度股票投资明细
39,688608,恒玄科技,0.97,0.07,23.21,2025年2季度股票投资明细
40,00981,中芯国际,8.66,2.25,163.41,2025年3季度股票投资明细
41,688347,华虹公司,8.62,1.42,162.65,2025年3季度股票投资明细
42,09988,阿里巴巴-W,7.36,0.86,138.97,2025年3季度股票投资明细
43,688072,拓荆科技,6.62,0.48,124.89,2025年3季度股票投资明细
44,002409,雅克科技,5.74,1.47,108.41,2025年3季度股票投资明细
45,300604,长川科技,5.7,1.08,107.59,2025年3季度股票投资明细
46,688200,华峰测控,5.59,0.51,105.59,2025年3季度股票投资明细
47,603501,豪威集团,5.29,0.66,99.77,2025年3季度股票投资明细
48,688002,睿创微纳,4.24,0.9,80.03,2025年3季度股票投资明细
49,688692,达梦数据,4.11,0.29,77.64,2025年3季度股票投资明细
