序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,300750,宁德时代,9.87,9.55,3839.9,2025年3季度股票投资明细
2,00700,腾讯控股,9.46,6.08,3682.26,2025年3季度股票投资明细
3,09988,阿里巴巴-W,7.36,17.72,2863.51,2025年3季度股票投资明细
4,601899,紫金矿业,7.26,96.0,2826.24,2025年3季度股票投资明细
5,600519,贵州茅台,4.97,1.34,1935.52,2025年3季度股票投资明细
6,601318,中国平安,3.31,23.36,1287.37,2025年3季度股票投资明细
7,01024,快手-W,3.02,15.19,1173.25,2025年3季度股票投资明细
8,00268,金蝶国际,2.93,71.3,1140.47,2025年3季度股票投资明细
9,000333,美的集团,2.87,15.36,1115.87,2025年3季度股票投资明细
10,600030,中信证券,2.57,33.49,1001.35,2025年3季度股票投资明细
