序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,603296,华勤技术,2.3,44.78,3585.98,2025年1季度股票投资明细
2,603337,杰克股份,2.2,105.73,3430.94,2025年1季度股票投资明细
3,002938,鹏鼎控股,2.06,88.76,3220.21,2025年1季度股票投资明细
4,000913,钱江摩托,2.01,172.9,3136.41,2025年1季度股票投资明细
5,002008,大族激光,1.99,111.09,3108.3,2025年1季度股票投资明细
6,603518,锦泓集团,1.89,330.02,2950.38,2025年1季度股票投资明细
7,002906,华阳集团,1.88,83.15,2936.86,2025年1季度股票投资明细
8,000921,海信家电,1.86,97.76,2904.45,2025年1季度股票投资明细
9,600521,华海药业,1.79,178.71,2787.88,2025年1季度股票投资明细
10,300866,安克创新,1.72,26.06,2687.31,2025年1季度股票投资明细
11,603296,华勤技术,1.8,41.78,3370.81,2025年2季度股票投资明细
12,002396,星网锐捷,1.65,137.55,3088.0,2025年2季度股票投资明细
13,002539,云图控股,1.6,319.52,2997.1,2025年2季度股票投资明细
14,002008,大族激光,1.54,118.77,2894.42,2025年2季度股票投资明细
15,002588,史丹利,1.5,318.72,2807.93,2025年2季度股票投资明细
16,002045,国光电器,1.46,171.39,2735.38,2025年2季度股票投资明细
17,002705,新宝股份,1.44,183.73,2700.77,2025年2季度股票投资明细
18,000921,海信家电,1.41,102.76,2640.93,2025年2季度股票投资明细
19,603876,鼎胜新材,1.4,288.05,2618.38,2025年2季度股票投资明细
20,600268,国电南自,1.36,326.21,2550.98,2025年2季度股票投资明细
21,002209,达意隆,1.35,202.26,2538.36,2025年2季度股票投资明细
22,300232,洲明科技,1.19,307.69,2227.68,2025年2季度股票投资明细
23,000682,东方电子,1.17,215.0,2201.6,2025年2季度股票投资明细
24,300596,利安隆,1.17,76.51,2201.19,2025年2季度股票投资明细
25,603588,高能环境,1.17,390.14,2200.39,2025年2季度股票投资明细
26,300787,海能实业,1.17,158.65,2197.33,2025年2季度股票投资明细
27,000902,新洋丰,1.11,151.0,2088.33,2025年2季度股票投资明细
28,603197,保隆科技,1.1,52.83,2063.97,2025年2季度股票投资明细
29,000708,中信特钢,1.09,173.71,2042.83,2025年2季度股票投资明细
30,600060,海信视像,1.08,88.1,2028.06,2025年2季度股票投资明细
31,600143,金发科技,1.08,196.0,2020.76,2025年2季度股票投资明细
32,603236,移远通信,1.07,23.41,2008.23,2025年2季度股票投资明细
33,600062,华润双鹤,1.04,104.52,1950.34,2025年2季度股票投资明细
34,002649,博彦科技,1.04,134.04,1947.6,2025年2季度股票投资明细
35,002228,合兴包装,1.03,549.57,1939.97,2025年2季度股票投资明细
36,002668,TCL智家,1.03,198.24,1936.8,2025年2季度股票投资明细
37,601126,四方股份,1.03,118.4,1926.37,2025年2季度股票投资明细
38,000513,丽珠集团,1.03,53.4,1924.54,2025年2季度股票投资明细
39,603966,法兰泰克,1.02,205.99,1911.59,2025年2季度股票投资明细
40,002206,海利得,1.01,372.52,1903.58,2025年2季度股票投资明细
41,605259,绿田机械,1.01,96.43,1890.94,2025年2季度股票投资明细
42,600219,南山铝业,1.0,487.9,1868.66,2025年2季度股票投资明细
43,600216,浙江医药,0.99,125.79,1860.43,2025年2季度股票投资明细
44,603855,华荣股份,0.98,82.76,1831.48,2025年2季度股票投资明细
45,603444,吉比特,0.97,6.03,1820.76,2025年2季度股票投资明细
46,002543,万和电气,0.97,163.52,1816.71,2025年2季度股票投资明细
47,001283,豪鹏科技,0.96,33.04,1799.03,2025年2季度股票投资明细
48,000551,创元科技,0.95,139.0,1786.15,2025年2季度股票投资明细
49,600282,南钢股份,0.92,412.42,1732.16,2025年2季度股票投资明细
50,002959,小熊电器,0.92,37.22,1728.5,2025年2季度股票投资明细
51,000938,紫光股份,0.9,70.67,1695.37,2025年2季度股票投资明细
52,600699,均胜电子,0.9,96.74,1687.15,2025年2季度股票投资明细
53,000823,超声电子,0.88,140.0,1659.0,2025年2季度股票投资明细
54,603529,爱玛科技,0.85,46.28,1592.03,2025年2季度股票投资明细
55,603129,春风动力,0.84,7.26,1571.79,2025年2季度股票投资明细
56,002139,拓邦股份,0.84,113.5,1567.44,2025年2季度股票投资明细
57,000521,长虹美菱,0.84,225.72,1566.5,2025年2季度股票投资明细
58,603111,康尼机电,0.82,234.24,1541.3,2025年2季度股票投资明细
59,002249,大洋电机,0.8,227.14,1494.59,2025年2季度股票投资明细
60,603486,科沃斯,0.79,25.46,1482.54,2025年2季度股票投资明细
61,000039,中集集团,0.78,186.82,1468.41,2025年2季度股票投资明细
62,603089,正裕工业,0.77,110.95,1450.07,2025年2季度股票投资明细
63,300482,万孚生物,0.77,67.49,1440.91,2025年2季度股票投资明细
64,000700,模塑科技,0.76,181.61,1425.64,2025年2季度股票投资明细
65,000528,柳工,0.75,146.94,1412.09,2025年2季度股票投资明细
66,002284,亚太股份,0.75,126.5,1397.83,2025年2季度股票投资明细
67,300702,天宇股份,0.73,59.08,1374.2,2025年2季度股票投资明细
68,688518,联赢激光,0.73,66.99,1365.95,2025年2季度股票投资明细
69,002171,楚江新材,0.72,139.29,1355.29,2025年2季度股票投资明细
70,002831,裕同科技,0.72,57.68,1350.87,2025年2季度股票投资明细
71,603186,华正新材,0.72,44.72,1349.65,2025年2季度股票投资明细
72,002054,德美化工,0.72,195.5,1345.04,2025年2季度股票投资明细
73,600479,千金药业,0.72,129.0,1341.6,2025年2季度股票投资明细
74,002056,横店东磁,0.68,90.58,1281.71,2025年2季度股票投资明细
75,603600,永艺股份,0.67,118.69,1262.86,2025年2季度股票投资明细
76,300866,安克创新,0.67,11.06,1256.42,2025年2季度股票投资明细
77,002448,中原内配,0.67,150.0,1255.5,2025年2季度股票投资明细
78,603989,艾华集团,0.67,81.23,1250.94,2025年2季度股票投资明细
79,600380,健康元,0.66,111.62,1231.17,2025年2季度股票投资明细
80,600582,天地科技,0.65,204.75,1226.45,2025年2季度股票投资明细
81,601231,环旭电子,0.64,81.81,1196.88,2025年2季度股票投资明细
82,600496,精工钢构,0.63,371.74,1189.57,2025年2季度股票投资明细
83,300206,理邦仪器,0.63,98.13,1179.52,2025年2季度股票投资明细
84,601717,中创智领,0.62,70.0,1163.4,2025年2季度股票投资明细
85,000425,徐工机械,0.62,149.0,1157.73,2025年2季度股票投资明细
86,600320,振华重工,0.61,263.61,1151.98,2025年2季度股票投资明细
87,002204,大连重工,0.61,191.9,1145.64,2025年2季度股票投资明细
88,603115,海星股份,0.61,79.37,1145.24,2025年2季度股票投资明细
89,603612,索通发展,0.6,61.0,1121.18,2025年2季度股票投资明细
90,600761,安徽合力,0.6,63.05,1118.51,2025年2季度股票投资明细
91,000404,长虹华意,0.58,152.26,1081.05,2025年2季度股票投资明细
92,002454,松芝股份,0.57,139.0,1073.08,2025年2季度股票投资明细
93,600531,豫光金铅,0.57,138.09,1068.82,2025年2季度股票投资明细
94,688328,深科达,0.56,46.64,1056.29,2025年2季度股票投资明细
95,300415,伊之密,0.53,49.43,996.01,2025年2季度股票投资明细
96,300389,艾比森,0.53,85.41,989.05,2025年2季度股票投资明细
97,300145,南方泵业,0.53,282.52,988.82,2025年2季度股票投资明细
98,603150,万朗磁塑,0.53,30.22,986.68,2025年2季度股票投资明细
99,002645,华宏科技,0.51,105.44,957.4,2025年2季度股票投资明细
100,002483,润邦股份,0.49,148.55,928.44,2025年2季度股票投资明细
101,601886,江河集团,0.49,148.93,915.92,2025年2季度股票投资明细
102,000534,万泽股份,0.48,60.0,895.2,2025年2季度股票投资明细
103,603787,新日股份,0.46,69.46,855.75,2025年2季度股票投资明细
104,002533,金杯电工,0.46,87.77,854.88,2025年2季度股票投资明细
105,002121,科陆电子,0.45,170.0,850.0,2025年2季度股票投资明细
106,600498,烽火通信,0.45,40.41,849.83,2025年2季度股票投资明细
107,688819,天能股份,0.44,30.0,832.78,2025年2季度股票投资明细
108,002035,华帝股份,0.42,125.31,788.2,2025年2季度股票投资明细
109,600487,亨通光电,0.4,49.29,754.14,2025年2季度股票投资明细
110,002011,盾安环境,0.39,63.85,740.66,2025年2季度股票投资明细
111,603916,苏博特,0.39,81.25,736.13,2025年2季度股票投资明细
