序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,600000,浦发银行,0.69,3.63,37.86,2025年1季度股票投资明细
2,300866,安克创新,0.3,0.16,16.5,2025年1季度股票投资明细
3,000651,格力电器,0.3,0.36,16.37,2025年1季度股票投资明细
4,002938,鹏鼎控股,0.3,0.45,16.33,2025年1季度股票投资明细
5,600519,贵州茅台,0.28,0.01,15.61,2025年1季度股票投资明细
6,600941,中国移动,0.27,0.14,15.03,2025年1季度股票投资明细
7,000951,中国重汽,0.26,0.7,14.13,2025年1季度股票投资明细
8,300573,兴齐眼药,0.24,0.17,13.3,2025年1季度股票投资明细
9,600988,赤峰黄金,0.24,0.57,13.05,2025年1季度股票投资明细
10,601899,紫金矿业,0.23,0.71,12.87,2025年1季度股票投资明细
11,600000,浦发银行,0.68,2.79,38.73,2025年2季度股票投资明细
12,600016,民生银行,0.41,4.91,23.32,2025年2季度股票投资明细
13,600030,中信证券,0.4,0.84,23.2,2025年2季度股票投资明细
14,605499,东鹏饮料,0.33,0.06,18.84,2025年2季度股票投资明细
15,601899,紫金矿业,0.3,0.89,17.36,2025年2季度股票投资明细
16,000651,格力电器,0.28,0.36,16.17,2025年2季度股票投资明细
17,300866,安克创新,0.28,0.14,15.9,2025年2季度股票投资明细
18,600941,中国移动,0.27,0.14,15.76,2025年2季度股票投资明细
19,600276,恒瑞医药,0.26,0.29,15.05,2025年2季度股票投资明细
20,600919,江苏银行,0.26,1.26,15.04,2025年2季度股票投资明细
21,600519,贵州茅台,0.25,0.01,14.1,2025年2季度股票投资明细
22,002345,潮宏基,0.21,0.81,11.85,2025年2季度股票投资明细
23,601728,中国电信,0.21,1.52,11.78,2025年2季度股票投资明细
24,601555,东吴证券,0.2,1.3,11.38,2025年2季度股票投资明细
25,600039,四川路桥,0.19,1.13,11.19,2025年2季度股票投资明细
26,601998,中信银行,0.19,1.3,11.05,2025年2季度股票投资明细
27,600900,长江电力,0.19,0.36,10.85,2025年2季度股票投资明细
28,601033,永兴股份,0.18,0.67,10.59,2025年2季度股票投资明细
29,600036,招商银行,0.18,0.23,10.57,2025年2季度股票投资明细
30,601988,中国银行,0.18,1.88,10.57,2025年2季度股票投资明细
31,300750,宁德时代,0.18,0.04,10.09,2025年2季度股票投资明细
32,002821,凯莱英,0.17,0.11,9.71,2025年2季度股票投资明细
33,300573,兴齐眼药,0.16,0.18,9.43,2025年2季度股票投资明细
34,600398,海澜之家,0.16,1.32,9.19,2025年2季度股票投资明细
35,600583,海油工程,0.14,1.51,8.24,2025年2季度股票投资明细
36,603699,纽威股份,0.14,0.26,8.1,2025年2季度股票投资明细
37,001914,招商积余,0.14,0.64,7.92,2025年2季度股票投资明细
38,600938,中国海油,0.14,0.3,7.83,2025年2季度股票投资明细
39,002043,兔宝宝,0.13,0.77,7.55,2025年2季度股票投资明细
40,600642,申能股份,0.13,0.87,7.48,2025年2季度股票投资明细
41,300548,长芯博创,0.13,0.11,7.34,2025年2季度股票投资明细
42,600988,赤峰黄金,0.11,0.26,6.47,2025年2季度股票投资明细
43,688019,安集科技,0.11,0.04,6.27,2025年2季度股票投资明细
44,002389,航天彩虹,0.11,0.24,6.14,2025年2季度股票投资明细
45,002938,鹏鼎控股,0.11,0.19,6.09,2025年2季度股票投资明细
46,601058,赛轮轮胎,0.11,0.46,6.04,2025年2季度股票投资明细
47,300450,先导智能,0.1,0.24,5.96,2025年2季度股票投资明细
48,603100,川仪股份,0.1,0.28,5.78,2025年2季度股票投资明细
49,600331,宏达股份,0.1,0.65,5.67,2025年2季度股票投资明细
50,601319,中国人保,0.1,0.64,5.57,2025年2季度股票投资明细
51,300945,曼卡龙,0.09,0.24,5.33,2025年2季度股票投资明细
52,600887,伊利股份,0.09,0.19,5.3,2025年2季度股票投资明细
53,002311,海大集团,0.09,0.09,5.27,2025年2季度股票投资明细
54,002463,沪电股份,0.09,0.12,5.11,2025年2季度股票投资明细
55,603565,中谷物流,0.09,0.53,5.06,2025年2季度股票投资明细
56,601100,恒立液压,0.09,0.07,5.04,2025年2季度股票投资明细
57,002050,三花智控,0.09,0.19,5.01,2025年2季度股票投资明细
58,002891,中宠股份,0.09,0.08,4.95,2025年2季度股票投资明细
59,600729,重庆百货,0.08,0.16,4.77,2025年2季度股票投资明细
60,600547,山东黄金,0.08,0.14,4.47,2025年2季度股票投资明细
61,300973,立高食品,0.08,0.09,4.39,2025年2季度股票投资明细
62,601916,浙商银行,0.08,1.29,4.37,2025年2季度股票投资明细
63,601939,建设银行,0.08,0.46,4.34,2025年2季度股票投资明细
64,000333,美的集团,0.08,0.06,4.33,2025年2季度股票投资明细
65,603337,杰克股份,0.08,0.12,4.31,2025年2季度股票投资明细
66,002244,滨江集团,0.07,0.44,4.29,2025年2季度股票投资明细
67,002847,盐津铺子,0.07,0.05,4.02,2025年2季度股票投资明细
68,688590,新致软件,0.06,0.17,3.41,2025年2季度股票投资明细
69,603508,思维列控,0.06,0.12,3.18,2025年2季度股票投资明细
70,002001,新和成,0.04,0.12,2.55,2025年2季度股票投资明细
71,300059,东方财富,0.04,0.1,2.31,2025年2季度股票投资明细
72,300408,三环集团,0.03,0.06,2.0,2025年2季度股票投资明细
73,300442,润泽科技,0.03,0.04,1.98,2025年2季度股票投资明细
74,300170,汉得信息,0.03,0.1,1.72,2025年2季度股票投资明细
75,688300,联瑞新材,0.03,0.03,1.5,2025年2季度股票投资明细
76,002475,立讯精密,1.29,1.08,69.87,2025年3季度股票投资明细
77,601899,紫金矿业,1.03,1.89,55.64,2025年3季度股票投资明细
78,600489,中金黄金,0.85,2.09,45.83,2025年3季度股票投资明细
79,300037,新宙邦,0.61,0.62,33.1,2025年3季度股票投资明细
80,600309,万华化学,0.57,0.46,30.63,2025年3季度股票投资明细
81,603993,洛阳钼业,0.54,1.86,29.2,2025年3季度股票投资明细
82,300750,宁德时代,0.52,0.07,28.14,2025年3季度股票投资明细
83,603699,纽威股份,0.5,0.61,27.33,2025年3季度股票投资明细
84,600926,杭州银行,0.5,1.76,26.88,2025年3季度股票投资明细
85,600160,巨化股份,0.47,0.63,25.21,2025年3季度股票投资明细
