序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,002475,立讯精密,4.29,1.1,44.98,2025年1季度股票投资明细
2,300750,宁德时代,2.9,0.12,30.35,2025年1季度股票投资明细
3,002594,比亚迪,2.5,0.07,26.24,2025年1季度股票投资明细
4,000425,徐工机械,2.37,2.88,24.83,2025年1季度股票投资明细
5,002920,德赛西威,2.15,0.2,22.58,2025年1季度股票投资明细
6,600031,三一重工,2.11,1.16,22.12,2025年1季度股票投资明细
7,600276,恒瑞医药,1.88,0.4,19.68,2025年1季度股票投资明细
8,601138,工业富联,1.74,0.92,18.27,2025年1季度股票投资明细
9,601899,紫金矿业,1.66,0.96,17.4,2025年1季度股票投资明细
10,000333,美的集团,1.57,0.21,16.49,2025年1季度股票投资明细
11,002594,比亚迪,3.5,0.11,36.51,2025年2季度股票投资明细
12,300750,宁德时代,3.38,0.14,35.31,2025年2季度股票投资明细
13,000333,美的集团,2.7,0.39,28.16,2025年2季度股票投资明细
14,000651,格力电器,1.85,0.43,19.32,2025年2季度股票投资明细
15,300414,中光防雷,1.68,1.13,17.49,2025年2季度股票投资明细
16,601100,恒立液压,1.66,0.24,17.28,2025年2季度股票投资明细
17,301498,乖宝宠物,1.57,0.15,16.41,2025年2季度股票投资明细
18,000425,徐工机械,1.5,2.01,15.62,2025年2季度股票投资明细
19,600519,贵州茅台,1.35,0.01,14.1,2025年2季度股票投资明细
20,600150,中国船舶,1.31,0.42,13.67,2025年2季度股票投资明细
21,300903,科翔股份,1.29,1.16,13.47,2025年2季度股票投资明细
22,002352,顺丰控股,1.26,0.27,13.17,2025年2季度股票投资明细
23,301150,中一科技,1.2,0.59,12.55,2025年2季度股票投资明细
24,301132,满坤科技,1.15,0.34,12.0,2025年2季度股票投资明细
25,300771,智莱科技,1.05,0.86,10.95,2025年2季度股票投资明细
26,300679,电连技术,1.04,0.24,10.89,2025年2季度股票投资明细
27,000408,藏格矿业,1.02,0.25,10.67,2025年2季度股票投资明细
28,300743,天地数码,1.02,0.53,10.61,2025年2季度股票投资明细
29,300739,明阳电路,1.01,0.71,10.54,2025年2季度股票投资明细
30,603259,药明康德,1.0,0.15,10.43,2025年2季度股票投资明细
31,300283,温州宏丰,1.0,1.57,10.39,2025年2季度股票投资明细
32,603655,朗博科技,1.0,0.37,10.39,2025年2季度股票投资明细
33,600048,保利发展,0.99,1.28,10.37,2025年2季度股票投资明细
34,000968,蓝焰控股,0.99,1.42,10.3,2025年2季度股票投资明细
