序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,600519,贵州茅台,8.22,0.63,978.28,2025年1季度股票投资明细
2,300750,宁德时代,5.5,2.59,655.17,2025年1季度股票投资明细
3,601318,中国平安,4.61,10.62,548.31,2025年1季度股票投资明细
4,600036,招商银行,4.44,12.21,528.61,2025年1季度股票投资明细
5,000333,美的集团,3.17,4.81,377.83,2025年1季度股票投资明细
6,600900,长江电力,2.81,12.05,335.11,2025年1季度股票投资明细
7,002594,比亚迪,2.74,0.87,326.16,2025年1季度股票投资明细
8,601166,兴业银行,2.6,14.34,309.74,2025年1季度股票投资明细
9,601899,紫金矿业,2.47,16.25,294.46,2025年1季度股票投资明细
10,600030,中信证券,2.15,9.64,255.65,2025年1季度股票投资明细
11,688449,联芸科技,0.02,0.06,2.85,2025年1季度股票投资明细
12,688411,海博思创,0.01,0.03,1.52,2025年1季度股票投资明细
13,688708,佳驰科技,0.01,0.03,1.48,2025年1季度股票投资明细
14,301622,英思特,0.01,0.02,1.35,2025年1季度股票投资明细
15,603257,中国瑞林,0.01,0.05,1.11,2025年1季度股票投资明细
16,600519,贵州茅台,7.26,0.58,812.87,2025年2季度股票投资明细
17,300750,宁德时代,5.43,2.41,607.9,2025年2季度股票投资明细
18,601318,中国平安,4.87,9.82,544.81,2025年2季度股票投资明细
19,600036,招商银行,4.64,11.29,518.82,2025年2季度股票投资明细
20,601166,兴业银行,3.16,15.17,354.07,2025年2季度股票投资明细
21,600900,长江电力,3.01,11.16,336.36,2025年2季度股票投资明细
22,000333,美的集团,2.9,4.49,324.4,2025年2季度股票投资明细
23,601899,紫金矿业,2.62,15.03,293.09,2025年2季度股票投资明细
24,002594,比亚迪,2.46,0.83,275.49,2025年2季度股票投资明细
25,600030,中信证券,2.2,8.91,246.09,2025年2季度股票投资明细
26,601398,工商银行,2.17,31.99,242.8,2025年2季度股票投资明细
27,600276,恒瑞医药,1.89,4.07,211.25,2025年2季度股票投资明细
28,000651,格力电器,1.64,4.09,183.82,2025年2季度股票投资明细
29,002475,立讯精密,1.44,4.63,160.61,2025年2季度股票投资明细
30,688981,中芯国际,1.43,1.81,159.63,2025年2季度股票投资明细
31,603259,药明康德,1.42,2.28,158.57,2025年2季度股票投资明细
32,601816,京沪高铁,1.38,26.79,154.04,2025年2季度股票投资明细
33,000725,京东方A,1.19,33.51,133.7,2025年2季度股票投资明细
34,002371,北方华创,1.15,0.29,128.24,2025年2季度股票投资明细
35,300760,迈瑞医疗,1.12,0.56,125.86,2025年2季度股票投资明细
36,601088,中国神华,1.09,3.01,122.14,2025年2季度股票投资明细
37,688256,寒武纪,1.08,0.2,120.3,2025年2季度股票投资明细
38,688041,海光信息,1.07,0.84,119.28,2025年2季度股票投资明细
39,300308,中际旭创,1.06,0.82,119.02,2025年2季度股票投资明细
40,300124,汇川技术,0.99,1.72,111.06,2025年2季度股票投资明细
41,601728,中国电信,0.98,14.17,109.82,2025年2季度股票投资明细
42,601668,中国建筑,0.97,18.85,108.76,2025年2季度股票投资明细
43,002352,顺丰控股,0.96,2.2,107.28,2025年2季度股票投资明细
44,002714,牧原股份,0.93,2.49,104.6,2025年2季度股票投资明细
45,002230,科大讯飞,0.9,2.11,101.03,2025年2季度股票投资明细
46,603501,豪威集团,0.89,0.78,99.57,2025年2季度股票投资明细
47,600031,三一重工,0.87,5.41,97.11,2025年2季度股票投资明细
48,000063,中兴通讯,0.85,2.94,95.52,2025年2季度股票投资明细
49,002415,海康威视,0.84,3.37,93.46,2025年2季度股票投资明细
50,600941,中国移动,0.83,0.83,93.36,2025年2季度股票投资明细
51,600309,万华化学,0.83,1.72,93.33,2025年2季度股票投资明细
52,300274,阳光电源,0.81,1.33,90.09,2025年2季度股票投资明细
