序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,601998,中信银行,2.3,225.48,1603.18,2025年1季度股票投资明细
2,300567,精测电子,1.07,11.51,747.01,2025年1季度股票投资明细
3,301099,雅创电子,0.78,11.34,541.99,2025年1季度股票投资明细
4,002966,苏州银行,0.72,63.49,500.3,2025年1季度股票投资明细
5,002203,海亮股份,1.45,98.54,1281.06,2025年3季度股票投资明细
6,300224,正海磁材,0.95,50.12,844.0,2025年3季度股票投资明细
7,603799,华友钴业,0.95,12.79,842.93,2025年3季度股票投资明细
8,002225,濮耐股份,0.92,137.87,812.03,2025年3季度股票投资明细
9,603809,豪能股份,0.56,29.78,495.22,2025年3季度股票投资明细
10,605020,永和股份,0.37,11.4,323.6,2025年3季度股票投资明细
