序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,002475,立讯精密,5.8,10.81,442.02,2025年1季度股票投资明细
2,09988,阿里巴巴-W,4.66,3.01,355.55,2025年1季度股票投资明细
3,002371,北方华创,4.58,0.84,349.44,2025年1季度股票投资明细
4,00981,中芯国际,4.23,7.58,322.65,2025年1季度股票投资明细
5,09995,荣昌生物,3.86,13.45,294.17,2025年1季度股票投资明细
6,00700,腾讯控股,3.79,0.63,288.95,2025年1季度股票投资明细
7,688256,寒武纪,3.12,0.38,238.24,2025年1季度股票投资明细
8,688072,拓荆科技,2.66,1.29,202.65,2025年1季度股票投资明细
9,300750,宁德时代,2.65,0.8,202.35,2025年1季度股票投资明细
10,01347,华虹半导体,2.41,6.4,183.38,2025年1季度股票投资明细
11,688981,中芯国际,1.37,1.17,104.19,2025年1季度股票投资明细
12,002475,立讯精密,5.79,12.41,430.5,2025年2季度股票投资明细
13,00981,中芯国际,5.77,10.53,429.41,2025年2季度股票投资明细
14,09988,阿里巴巴-W,5.67,4.21,421.56,2025年2季度股票投资明细
15,002371,北方华创,5.17,0.87,384.72,2025年2季度股票投资明细
16,688072,拓荆科技,4.63,2.24,344.63,2025年2季度股票投资明细
17,00700,腾讯控股,4.5,0.73,334.86,2025年2季度股票投资明细
18,688521,芯原股份,3.61,2.79,268.96,2025年2季度股票投资明细
19,300558,贝达药业,3.12,4.0,231.8,2025年2季度股票投资明细
20,688256,寒武纪,3.09,0.38,230.01,2025年2季度股票投资明细
21,603986,兆易创新,3.08,1.81,229.02,2025年2季度股票投资明细
22,01347,华虹半导体,3.06,7.2,227.84,2025年2季度股票投资明细
23,09868,小鹏汽车-W,2.96,3.42,220.19,2025年2季度股票投资明细
24,000880,潍柴重机,2.24,4.4,166.41,2025年2季度股票投资明细
25,03690,美团-W,2.07,1.35,154.26,2025年2季度股票投资明细
26,300433,蓝思科技,1.95,6.5,144.95,2025年2季度股票投资明细
27,02382,舜宇光学科技,1.95,2.29,144.83,2025年2季度股票投资明细
28,688158,优刻得,1.9,6.26,141.6,2025年2季度股票投资明细
29,300750,宁德时代,1.69,0.5,126.11,2025年2季度股票投资明细
30,688776,国光电气,1.64,1.16,122.36,2025年2季度股票投资明细
31,002384,东山精密,1.55,3.06,115.58,2025年2季度股票投资明细
32,300059,东方财富,1.54,4.97,114.96,2025年2季度股票投资明细
33,00762,中国联通,1.53,13.4,113.65,2025年2季度股票投资明细
34,603296,华勤技术,1.52,1.4,112.95,2025年2季度股票投资明细
35,300033,同花顺,1.47,0.4,109.2,2025年2季度股票投资明细
36,002241,歌尔股份,1.4,4.48,104.47,2025年2季度股票投资明细
37,688197,首药控股,1.36,2.8,101.36,2025年2季度股票投资明细
38,001309,德明利,1.34,0.84,99.41,2025年2季度股票投资明细
39,06160,百济神州,1.27,0.7,94.35,2025年2季度股票投资明细
40,300857,协创数据,1.16,1.0,86.06,2025年2季度股票投资明细
41,002351,漫步者,1.09,6.17,80.95,2025年2季度股票投资明细
42,601899,紫金矿业,1.06,4.03,78.59,2025年2季度股票投资明细
43,300170,汉得信息,1.04,4.5,77.45,2025年2季度股票投资明细
44,603256,宏和科技,1.04,5.2,77.06,2025年2季度股票投资明细
45,688246,嘉和美康,1.03,2.6,76.41,2025年2季度股票投资明细
46,603011,合锻智能,1.0,4.8,74.78,2025年2季度股票投资明细
47,688120,华海清科,1.0,0.44,74.35,2025年2季度股票投资明细
48,600590,泰豪科技,1.0,7.6,74.25,2025年2季度股票投资明细
49,688041,海光信息,0.96,0.51,71.54,2025年2季度股票投资明细
50,300570,太辰光,0.95,0.73,70.36,2025年2季度股票投资明细
51,000063,中兴通讯,0.79,1.81,58.81,2025年2季度股票投资明细
52,688155,先惠技术,0.71,1.02,52.65,2025年2季度股票投资明细
53,600353,旭光电子,0.52,2.9,38.69,2025年2季度股票投资明细
54,688111,金山办公,0.47,0.13,35.01,2025年2季度股票投资明细
55,920522,纳科诺尔,0.41,0.6,30.37,2025年2季度股票投资明细
56,00981,中芯国际,6.63,6.88,499.98,2025年3季度股票投资明细
57,01347,华虹半导体,5.52,5.7,416.32,2025年3季度股票投资明细
58,002371,北方华创,5.12,0.85,386.54,2025年3季度股票投资明细
59,09988,阿里巴巴-W,4.84,2.26,365.21,2025年3季度股票投资明细
60,00700,腾讯控股,4.65,0.58,351.08,2025年3季度股票投资明细
61,002475,立讯精密,4.4,5.13,331.86,2025年3季度股票投资明细
62,601138,工业富联,3.78,4.32,285.16,2025年3季度股票投资明细
63,688072,拓荆科技,3.73,1.08,281.54,2025年3季度股票投资明细
64,688256,寒武纪,3.73,0.21,281.43,2025年3季度股票投资明细
65,603986,兆易创新,3.36,1.19,253.83,2025年3季度股票投资明细
